|dates|Bullitt_Kentucky_UnitedStates.AveragePrecipitationTotal.data|Bullitt_Kentucky_UnitedStates.AveragePrecipitationTotal.missing|Bullitt_Kentucky_UnitedStates.AveragePrecipitation.data|Bullitt_Kentucky_UnitedStates.AveragePrecipitation.missing|Bullitt_Kentucky_UnitedStates.AverageWindDirection.data|Bullitt_Kentucky_UnitedStates.AverageWindDirection.missing|Bullitt_Kentucky_UnitedStates.AverageWindSpeed.data|Bullitt_Kentucky_UnitedStates.AverageWindSpeed.missing
0|2021-10-17|0.0|0|0.0|0|174.375|0|5.0|0
0|2021-10-18|0.0|0|0.0|0|100.97222222222221|0|2.0069444444444446|0
0|2021-10-19|0.0|0|0.0|0|63.75|0|1.8333333333333333|0
0|2021-10-20|0.0|0|0.0|0|110.2013888888889|0|4.138888888888889|0
0|2021-10-21|0.0|0|6.944444444444444e-05|0|235.6388888888889|0|9.9|0
0|2021-10-22|0.00020833333333333335|0|0.0|0|213.8310185185185|0|3.883796296296296|0
0|2021-10-23|0.0|0|0.0004166666666666667|0|82.91666666666667|0|3.0416666666666665|0
0|2021-10-24|0.000625|0|0.0007291666666666666|0|148.95833333333334|0|10.556944444444445|0
0|2021-10-25|0.004333333333333334|0|0.0032407407407407406|0|221.08680555555557|0|11.530671296296296|0
0|2021-10-26|0.00020833333333333335|0|0.0|0|218.76388888888889|0|5.777083333333333|0
0|2021-10-27|0.0|0|0.0|0|49.80555555555555|0|5.23125|0
0|2021-10-28|0.0|0|0.0033263888888888887|0|84.58333333333333|0|8.965972222222222|0
0|2021-10-29|0.002638888888888889|0|0.001486111111111111|0|165.22916666666666|0|3.904166666666667|0
0|2021-10-30|0.005138888888888889|0|0.00732638888888889|0|282.1532738095238|0|7.569990079365081|0
0|2021-10-31|0.0016666666666666668|0|0.0|0|256.49305555555554|0|7.121527777777778|0
0|2021-11-01|0.0|0|0.0|0|238.125|0|4.204861111111112|0
0|2021-11-02|0.0|0|0.0|0|295.2083333333333|0|6.138888888888889|0
0|2021-11-03|0.0|0|0.0|0|67.22222222222223|0|2.340277777777778|0
0|2021-11-04|0.0|0|0.0|0|79.375|0|3.25|0
0|2021-11-05|0.0|0|0.0|0|50.416666666666664|0|4.854166666666667|0
0|2021-11-06|0.0|0|0.0|0|49.791666666666664|0|0.9166666666666666|0
