|dates|Yauco_PuertoRico_UnitedStates.BLS_EmployedPopulation.data|Yauco_PuertoRico_UnitedStates.BLS_EmployedPopulation.missing|Yauco_PuertoRico_UnitedStates.BLS_UnemployedPopulation.data|Yauco_PuertoRico_UnitedStates.BLS_UnemployedPopulation.missing|Yauco_PuertoRico_UnitedStates.BLS_UnemploymentRate.data|Yauco_PuertoRico_UnitedStates.BLS_UnemploymentRate.missing|Yauco_PuertoRico_UnitedStates.BLS_LaborForcePopulation.data|Yauco_PuertoRico_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|7942.5|0|2015.0|0|20.236003012804417|0|9957.5|0
0|2020-01-02|7942.5|0|2015.0|0|20.236003012804417|0|9957.5|0
0|2020-01-03|7942.5|0|2015.0|0|20.236003012804417|0|9957.5|0
0|2020-01-04|7942.5|0|2015.0|0|20.236003012804417|0|9957.5|0
0|2020-01-05|7942.5|0|2015.0|0|20.236003012804417|0|9957.5|0
0|2020-01-06|7942.5|0|2015.0|0|20.236003012804417|0|9957.5|0
0|2020-01-07|7942.5|0|2015.0|0|20.236003012804417|0|9957.5|0
0|2020-01-08|7942.5|0|2015.0|0|20.236003012804417|0|9957.5|0
0|2020-01-09|7942.5|0|2015.0|0|20.236003012804417|0|9957.5|0
0|2020-01-10|7942.5|0|2015.0|0|20.236003012804417|0|9957.5|0
0|2020-01-11|7942.5|0|2015.0|0|20.236003012804417|0|9957.5|0
0|2020-01-12|7942.5|0|2015.0|0|20.236003012804417|0|9957.5|0
0|2020-01-13|7942.5|0|2015.0|0|20.236003012804417|0|9957.5|0
0|2020-01-14|7942.5|0|2015.0|0|20.236003012804417|0|9957.5|0
0|2020-01-15|7942.5|0|2015.0|0|20.236003012804417|0|9957.5|0
0|2020-01-16|7942.5|0|2015.0|0|20.236003012804417|0|9957.5|0
0|2020-01-17|7942.5|0|2015.0|0|20.236003012804417|0|9957.5|0
0|2020-01-18|7942.5|0|2015.0|0|20.236003012804417|0|9957.5|0
0|2020-01-19|7942.5|0|2015.0|0|20.236003012804417|0|9957.5|0
0|2020-01-20|7942.5|0|2015.0|0|20.236003012804417|0|9957.5|0
0|2020-01-21|7942.5|0|2015.0|0|20.236003012804417|0|9957.5|0
0|2020-01-22|7942.5|0|2015.0|0|20.236003012804417|0|9957.5|0
0|2020-01-23|7942.5|0|2015.0|0|20.236003012804417|0|9957.5|0
0|2020-01-24|7942.5|0|2015.0|0|20.236003012804417|0|9957.5|0
0|2020-01-25|7942.5|0|2015.0|0|20.236003012804417|0|9957.5|0
0|2020-01-26|7942.5|0|2015.0|0|20.236003012804417|0|9957.5|0
0|2020-01-27|7942.5|0|2015.0|0|20.236003012804417|0|9957.5|0
0|2020-01-28|7942.5|0|2015.0|0|20.236003012804417|0|9957.5|0
0|2020-01-29|7942.5|0|2015.0|0|20.236003012804417|0|9957.5|0
0|2020-01-30|7942.5|0|2015.0|0|20.236003012804417|0|9957.5|0
0|2020-01-31|7942.5|0|2015.0|0|20.236003012804417|0|9957.5|0
0|2020-02-01|8092.0|0|1681.0|0|17.20045021999386|0|9773.0|0
0|2020-02-02|8092.0|0|1681.0|0|17.20045021999386|0|9773.0|0
0|2020-02-03|8092.0|0|1681.0|0|17.20045021999386|0|9773.0|0
0|2020-02-04|8092.0|0|1681.0|0|17.20045021999386|0|9773.0|0
0|2020-02-05|8092.0|0|1681.0|0|17.20045021999386|0|9773.0|0
0|2020-02-06|8092.0|0|1681.0|0|17.20045021999386|0|9773.0|0
0|2020-02-07|8092.0|0|1681.0|0|17.20045021999386|0|9773.0|0
0|2020-02-08|8092.0|0|1681.0|0|17.20045021999386|0|9773.0|0
0|2020-02-09|8092.0|0|1681.0|0|17.20045021999386|0|9773.0|0
0|2020-02-10|8092.0|0|1681.0|0|17.20045021999386|0|9773.0|0
0|2020-02-11|8092.0|0|1681.0|0|17.20045021999386|0|9773.0|0
0|2020-02-12|8092.0|0|1681.0|0|17.20045021999386|0|9773.0|0
0|2020-02-13|8092.0|0|1681.0|0|17.20045021999386|0|9773.0|0
0|2020-02-14|8092.0|0|1681.0|0|17.20045021999386|0|9773.0|0
0|2020-02-15|8092.0|0|1681.0|0|17.20045021999386|0|9773.0|0
0|2020-02-16|8092.0|0|1681.0|0|17.20045021999386|0|9773.0|0
0|2020-02-17|8092.0|0|1681.0|0|17.20045021999386|0|9773.0|0
0|2020-02-18|8092.0|0|1681.0|0|17.20045021999386|0|9773.0|0
0|2020-02-19|8092.0|0|1681.0|0|17.20045021999386|0|9773.0|0
0|2020-02-20|8092.0|0|1681.0|0|17.20045021999386|0|9773.0|0
0|2020-02-21|8092.0|0|1681.0|0|17.20045021999386|0|9773.0|0
0|2020-02-22|8092.0|0|1681.0|0|17.20045021999386|0|9773.0|0
0|2020-02-23|8092.0|0|1681.0|0|17.20045021999386|0|9773.0|0
0|2020-02-24|8092.0|0|1681.0|0|17.20045021999386|0|9773.0|0
0|2020-02-25|8092.0|0|1681.0|0|17.20045021999386|0|9773.0|0
0|2020-02-26|8092.0|0|1681.0|0|17.20045021999386|0|9773.0|0
0|2020-02-27|8092.0|0|1681.0|0|17.20045021999386|0|9773.0|0
0|2020-02-28|8092.0|0|1681.0|0|17.20045021999386|0|9773.0|0
0|2020-02-29|8092.0|0|1681.0|0|17.20045021999386|0|9773.0|0
0|2020-03-01|8092.0|0|1681.0|0|17.20045021999386|0|9773.0|0
0|2020-03-02|8092.0|0|1681.0|0|17.20045021999386|0|9773.0|0
0|2020-03-03|8092.0|0|1681.0|0|17.20045021999386|0|9773.0|0
0|2020-03-04|8092.0|0|1681.0|0|17.20045021999386|0|9773.0|0
0|2020-03-05|8092.0|0|1681.0|0|17.20045021999386|0|9773.0|0
0|2020-03-06|8092.0|0|1681.0|0|17.20045021999386|0|9773.0|0
0|2020-03-07|8092.0|0|1681.0|0|17.20045021999386|0|9773.0|0
0|2020-03-08|8092.0|0|1681.0|0|17.20045021999386|0|9773.0|0
0|2020-03-09|8092.0|0|1681.0|0|17.20045021999386|0|9773.0|0
0|2020-03-10|8092.0|0|1681.0|0|17.20045021999386|0|9773.0|0
0|2020-03-11|8092.0|0|1681.0|0|17.20045021999386|0|9773.0|0
0|2020-03-12|8092.0|0|1681.0|0|17.20045021999386|0|9773.0|0
0|2020-03-13|8092.0|0|1681.0|0|17.20045021999386|0|9773.0|0
