|dates|Westmoreland_Pennsylvania_UnitedStates.JHU_ConfirmedCases.data|Westmoreland_Pennsylvania_UnitedStates.JHU_ConfirmedCases.missing|Westmoreland_Pennsylvania_UnitedStates.NYT_ConfirmedCases.data|Westmoreland_Pennsylvania_UnitedStates.NYT_ConfirmedCases.missing|Westmoreland_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.data|Westmoreland_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.missing|Westmoreland_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.data|Westmoreland_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-18|56317.0|0|56317.0|0|1056.0|0|0.0|100
0|2021-12-19|56487.0|0|56487.0|0|1056.0|0|0.0|100
0|2021-12-20|56620.0|0|56620.0|0|1059.0|0|0.0|100
0|2021-12-21|56836.0|0|56836.0|0|1063.0|0|0.0|100
0|2021-12-22|56959.0|0|56959.0|0|1074.0|0|0.0|100
0|2021-12-23|57133.0|0|57133.0|0|1085.0|0|0.0|100
0|2021-12-24|57529.0|0|57529.0|0|1092.0|0|0.0|100
0|2021-12-25|57796.0|0|57796.0|0|1092.0|0|0.0|100
0|2021-12-26|57907.0|0|57907.0|0|1092.0|0|0.0|100
0|2021-12-27|57974.0|0|57974.0|0|1092.0|0|0.0|100
0|2021-12-28|58125.0|0|58125.0|0|1101.0|0|0.0|100
0|2021-12-29|58377.0|0|58377.0|0|1115.0|0|0.0|100
0|2021-12-30|58808.0|0|58808.0|0|1119.0|0|0.0|100
0|2021-12-31|59161.0|0|59161.0|0|1121.0|0|0.0|100
0|2022-01-01|59832.0|0|59832.0|0|1121.0|0|0.0|100
0|2022-01-02|60200.0|0|60200.0|0|1121.0|0|0.0|100
0|2022-01-03|60488.0|0|60488.0|0|1126.0|0|0.0|100
0|2022-01-04|60854.0|0|60854.0|0|1128.0|0|0.0|100
0|2022-01-05|61579.0|0|61579.0|0|1134.0|0|0.0|100
0|2022-01-06|62037.0|0|62037.0|0|1143.0|0|0.0|100
0|2022-01-07|62736.0|0|62736.0|0|1149.0|0|0.0|100
0|2022-01-08|63379.0|0|63379.0|0|1152.0|0|0.0|100
0|2022-01-09|64047.0|0|64047.0|0|1152.0|0|0.0|100
0|2022-01-10|64381.0|0|64381.0|0|1153.0|0|0.0|100
0|2022-01-11|64784.0|0|64784.0|0|1160.0|0|0.0|100
0|2022-01-12|65710.0|0|65710.0|0|1170.0|0|0.0|100
0|2022-01-13|65710.0|0|66502.0|0|1170.0|0|0.0|100
0|2022-01-14|67141.0|0|67141.0|0|1173.0|0|0.0|100
0|2022-01-15|67953.0|0|67953.0|0|1178.0|0|0.0|100
0|2022-01-16|68953.0|0|68953.0|0|1178.0|0|0.0|100
0|2022-01-17|69220.0|0|0.0|100|1178.0|0|0.0|100
