|dates|Peoria_Illinois_UnitedStates.BLS_EmployedPopulation.data|Peoria_Illinois_UnitedStates.BLS_EmployedPopulation.missing|Peoria_Illinois_UnitedStates.BLS_UnemployedPopulation.data|Peoria_Illinois_UnitedStates.BLS_UnemployedPopulation.missing|Peoria_Illinois_UnitedStates.BLS_UnemploymentRate.data|Peoria_Illinois_UnitedStates.BLS_UnemploymentRate.missing|Peoria_Illinois_UnitedStates.BLS_LaborForcePopulation.data|Peoria_Illinois_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|74991.0|0|5422.0|0|6.742690858443287|0|80413.0|0
0|2021-10-18|74991.0|0|5422.0|0|6.742690858443287|0|80413.0|0
0|2021-10-19|74991.0|0|5422.0|0|6.742690858443287|0|80413.0|0
0|2021-10-20|74991.0|0|5422.0|0|6.742690858443287|0|80413.0|0
0|2021-10-21|74991.0|0|5422.0|0|6.742690858443287|0|80413.0|0
0|2021-10-22|74991.0|0|5422.0|0|6.742690858443287|0|80413.0|0
0|2021-10-23|74991.0|0|5422.0|0|6.742690858443287|0|80413.0|0
0|2021-10-24|74991.0|0|5422.0|0|6.742690858443287|0|80413.0|0
0|2021-10-25|74991.0|0|5422.0|0|6.742690858443287|0|80413.0|0
0|2021-10-26|74991.0|0|5422.0|0|6.742690858443287|0|80413.0|0
0|2021-10-27|74991.0|0|5422.0|0|6.742690858443287|0|80413.0|0
0|2021-10-28|74991.0|0|5422.0|0|6.742690858443287|0|80413.0|0
0|2021-10-29|74991.0|0|5422.0|0|6.742690858443287|0|80413.0|0
0|2021-10-30|74991.0|0|5422.0|0|6.742690858443287|0|80413.0|0
0|2021-10-31|74991.0|0|5422.0|0|6.742690858443287|0|80413.0|0
0|2021-11-01|74991.0|0|5422.0|0|6.742690858443287|0|80413.0|0
0|2021-11-02|74991.0|0|5422.0|0|6.742690858443287|0|80413.0|0
0|2021-11-03|74991.0|0|5422.0|0|6.742690858443287|0|80413.0|0
0|2021-11-04|74991.0|0|5422.0|0|6.742690858443287|0|80413.0|0
0|2021-11-05|74991.0|0|5422.0|0|6.742690858443287|0|80413.0|0
0|2021-11-06|74991.0|0|5422.0|0|6.742690858443287|0|80413.0|0
0|2021-11-07|74991.0|0|5422.0|0|6.742690858443287|0|80413.0|0
0|2021-11-08|74991.0|0|5422.0|0|6.742690858443287|0|80413.0|0
0|2021-11-09|74991.0|0|5422.0|0|6.742690858443287|0|80413.0|0
0|2021-11-10|74991.0|0|5422.0|0|6.742690858443287|0|80413.0|0
0|2021-11-11|74991.0|0|5422.0|0|6.742690858443287|0|80413.0|0
0|2021-11-12|74991.0|0|5422.0|0|6.742690858443287|0|80413.0|0
0|2021-11-13|74991.0|0|5422.0|0|6.742690858443287|0|80413.0|0
0|2021-11-14|74991.0|0|5422.0|0|6.742690858443287|0|80413.0|0
0|2021-11-15|74991.0|0|5422.0|0|6.742690858443287|0|80413.0|0
0|2021-11-16|74991.0|0|5422.0|0|6.742690858443287|0|80413.0|0
0|2021-11-17|74991.0|0|5422.0|0|6.742690858443287|0|80413.0|0
0|2021-11-18|74991.0|0|5422.0|0|6.742690858443287|0|80413.0|0
0|2021-11-19|74991.0|0|5422.0|0|6.742690858443287|0|80413.0|0
0|2021-11-20|74991.0|0|5422.0|0|6.742690858443287|0|80413.0|0
0|2021-11-21|74991.0|0|5422.0|0|6.742690858443287|0|80413.0|0
0|2021-11-22|74991.0|0|5422.0|0|6.742690858443287|0|80413.0|0
0|2021-11-23|74991.0|0|5422.0|0|6.742690858443287|0|80413.0|0
0|2021-11-24|74991.0|0|5422.0|0|6.742690858443287|0|80413.0|0
0|2021-11-25|74991.0|0|5422.0|0|6.742690858443287|0|80413.0|0
0|2021-11-26|74991.0|0|5422.0|0|6.742690858443287|0|80413.0|0
0|2021-11-27|74991.0|0|5422.0|0|6.742690858443287|0|80413.0|0
0|2021-11-28|74991.0|0|5422.0|0|6.742690858443287|0|80413.0|0
0|2021-11-29|74991.0|0|5422.0|0|6.742690858443287|0|80413.0|0
0|2021-11-30|74991.0|0|5422.0|0|6.742690858443287|0|80413.0|0
0|2021-12-01|74991.0|0|5422.0|0|6.742690858443287|0|80413.0|0
0|2021-12-02|74991.0|0|5422.0|0|6.742690858443287|0|80413.0|0
0|2021-12-03|74991.0|0|5422.0|0|6.742690858443287|0|80413.0|0
0|2021-12-04|74991.0|0|5422.0|0|6.742690858443287|0|80413.0|0
0|2021-12-05|74991.0|0|5422.0|0|6.742690858443287|0|80413.0|0
0|2021-12-06|74991.0|0|5422.0|0|6.742690858443287|0|80413.0|0
0|2021-12-07|74991.0|0|5422.0|0|6.742690858443287|0|80413.0|0
0|2021-12-08|74991.0|0|5422.0|0|6.742690858443287|0|80413.0|0
0|2021-12-09|74991.0|0|5422.0|0|6.742690858443287|0|80413.0|0
0|2021-12-10|74991.0|0|5422.0|0|6.742690858443287|0|80413.0|0
0|2021-12-11|74991.0|0|5422.0|0|6.742690858443287|0|80413.0|0
0|2021-12-12|74991.0|0|5422.0|0|6.742690858443287|0|80413.0|0
0|2021-12-13|74991.0|0|5422.0|0|6.742690858443287|0|80413.0|0
0|2021-12-14|74991.0|0|5422.0|0|6.742690858443287|0|80413.0|0
0|2021-12-15|74991.0|0|5422.0|0|6.742690858443287|0|80413.0|0
0|2021-12-16|74991.0|0|5422.0|0|6.742690858443287|0|80413.0|0
0|2021-12-17|74991.0|0|5422.0|0|6.742690858443287|0|80413.0|0
0|2021-12-18|74991.0|0|5422.0|0|6.742690858443287|0|80413.0|0
0|2021-12-19|74991.0|0|5422.0|0|6.742690858443287|0|80413.0|0
0|2021-12-20|74991.0|0|5422.0|0|6.742690858443287|0|80413.0|0
0|2021-12-21|74991.0|0|5422.0|0|6.742690858443287|0|80413.0|0
0|2021-12-22|74991.0|0|5422.0|0|6.742690858443287|0|80413.0|0
0|2021-12-23|74991.0|0|5422.0|0|6.742690858443287|0|80413.0|0
0|2021-12-24|74991.0|0|5422.0|0|6.742690858443287|0|80413.0|0
0|2021-12-25|74991.0|0|5422.0|0|6.742690858443287|0|80413.0|0
0|2021-12-26|74991.0|0|5422.0|0|6.742690858443287|0|80413.0|0
0|2021-12-27|74991.0|0|5422.0|0|6.742690858443287|0|80413.0|0
0|2021-12-28|74991.0|0|5422.0|0|6.742690858443287|0|80413.0|0
0|2021-12-29|74991.0|0|5422.0|0|6.742690858443287|0|80413.0|0
0|2021-12-30|74991.0|0|5422.0|0|6.742690858443287|0|80413.0|0
0|2021-12-31|74991.0|0|5422.0|0|6.742690858443287|0|80413.0|0
0|2022-01-01|74991.0|0|5422.0|0|6.742690858443287|0|80413.0|0
0|2022-01-02|74991.0|0|5422.0|0|6.742690858443287|0|80413.0|0
0|2022-01-03|74991.0|0|5422.0|0|6.742690858443287|0|80413.0|0
0|2022-01-04|74991.0|0|5422.0|0|6.742690858443287|0|80413.0|0
0|2022-01-05|74991.0|0|5422.0|0|6.742690858443287|0|80413.0|0
0|2022-01-06|74991.0|0|5422.0|0|6.742690858443287|0|80413.0|0
0|2022-01-07|74991.0|0|5422.0|0|6.742690858443287|0|80413.0|0
0|2022-01-08|74991.0|0|5422.0|0|6.742690858443287|0|80413.0|0
0|2022-01-09|74991.0|0|5422.0|0|6.742690858443287|0|80413.0|0
0|2022-01-10|74991.0|0|5422.0|0|6.742690858443287|0|80413.0|0
0|2022-01-11|74991.0|0|5422.0|0|6.742690858443287|0|80413.0|0
0|2022-01-12|74991.0|0|5422.0|0|6.742690858443287|0|80413.0|0
0|2022-01-13|74991.0|0|5422.0|0|6.742690858443287|0|80413.0|0
0|2022-01-14|74991.0|0|5422.0|0|6.742690858443287|0|80413.0|0
0|2022-01-15|74991.0|0|5422.0|0|6.742690858443287|0|80413.0|0
0|2022-01-16|74991.0|0|5422.0|0|6.742690858443287|0|80413.0|0
0|2022-01-17|74991.0|0|5422.0|0|6.742690858443287|0|80413.0|0
