|dates|Washington_Tennessee_UnitedStates.BLS_EmployedPopulation.data|Washington_Tennessee_UnitedStates.BLS_EmployedPopulation.missing|Washington_Tennessee_UnitedStates.BLS_UnemployedPopulation.data|Washington_Tennessee_UnitedStates.BLS_UnemployedPopulation.missing|Washington_Tennessee_UnitedStates.BLS_UnemploymentRate.data|Washington_Tennessee_UnitedStates.BLS_UnemploymentRate.missing|Washington_Tennessee_UnitedStates.BLS_LaborForcePopulation.data|Washington_Tennessee_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|57692.0|0|2423.0|0|4.030608001330783|0|60115.0|0
0|2021-10-18|57692.0|0|2423.0|0|4.030608001330783|0|60115.0|0
0|2021-10-19|57692.0|0|2423.0|0|4.030608001330783|0|60115.0|0
0|2021-10-20|57692.0|0|2423.0|0|4.030608001330783|0|60115.0|0
0|2021-10-21|57692.0|0|2423.0|0|4.030608001330783|0|60115.0|0
0|2021-10-22|57692.0|0|2423.0|0|4.030608001330783|0|60115.0|0
0|2021-10-23|57692.0|0|2423.0|0|4.030608001330783|0|60115.0|0
0|2021-10-24|57692.0|0|2423.0|0|4.030608001330783|0|60115.0|0
0|2021-10-25|57692.0|0|2423.0|0|4.030608001330783|0|60115.0|0
0|2021-10-26|57692.0|0|2423.0|0|4.030608001330783|0|60115.0|0
0|2021-10-27|57692.0|0|2423.0|0|4.030608001330783|0|60115.0|0
0|2021-10-28|57692.0|0|2423.0|0|4.030608001330783|0|60115.0|0
0|2021-10-29|57692.0|0|2423.0|0|4.030608001330783|0|60115.0|0
0|2021-10-30|57692.0|0|2423.0|0|4.030608001330783|0|60115.0|0
0|2021-10-31|57692.0|0|2423.0|0|4.030608001330783|0|60115.0|0
0|2021-11-01|57692.0|0|2423.0|0|4.030608001330783|0|60115.0|0
0|2021-11-02|57692.0|0|2423.0|0|4.030608001330783|0|60115.0|0
0|2021-11-03|57692.0|0|2423.0|0|4.030608001330783|0|60115.0|0
0|2021-11-04|57692.0|0|2423.0|0|4.030608001330783|0|60115.0|0
0|2021-11-05|57692.0|0|2423.0|0|4.030608001330783|0|60115.0|0
0|2021-11-06|57692.0|0|2423.0|0|4.030608001330783|0|60115.0|0
0|2021-11-07|57692.0|0|2423.0|0|4.030608001330783|0|60115.0|0
0|2021-11-08|57692.0|0|2423.0|0|4.030608001330783|0|60115.0|0
0|2021-11-09|57692.0|0|2423.0|0|4.030608001330783|0|60115.0|0
0|2021-11-10|57692.0|0|2423.0|0|4.030608001330783|0|60115.0|0
0|2021-11-11|57692.0|0|2423.0|0|4.030608001330783|0|60115.0|0
0|2021-11-12|57692.0|0|2423.0|0|4.030608001330783|0|60115.0|0
0|2021-11-13|57692.0|0|2423.0|0|4.030608001330783|0|60115.0|0
0|2021-11-14|57692.0|0|2423.0|0|4.030608001330783|0|60115.0|0
0|2021-11-15|57692.0|0|2423.0|0|4.030608001330783|0|60115.0|0
0|2021-11-16|57692.0|0|2423.0|0|4.030608001330783|0|60115.0|0
0|2021-11-17|57692.0|0|2423.0|0|4.030608001330783|0|60115.0|0
0|2021-11-18|57692.0|0|2423.0|0|4.030608001330783|0|60115.0|0
0|2021-11-19|57692.0|0|2423.0|0|4.030608001330783|0|60115.0|0
0|2021-11-20|57692.0|0|2423.0|0|4.030608001330783|0|60115.0|0
0|2021-11-21|57692.0|0|2423.0|0|4.030608001330783|0|60115.0|0
0|2021-11-22|57692.0|0|2423.0|0|4.030608001330783|0|60115.0|0
0|2021-11-23|57692.0|0|2423.0|0|4.030608001330783|0|60115.0|0
0|2021-11-24|57692.0|0|2423.0|0|4.030608001330783|0|60115.0|0
0|2021-11-25|57692.0|0|2423.0|0|4.030608001330783|0|60115.0|0
0|2021-11-26|57692.0|0|2423.0|0|4.030608001330783|0|60115.0|0
0|2021-11-27|57692.0|0|2423.0|0|4.030608001330783|0|60115.0|0
0|2021-11-28|57692.0|0|2423.0|0|4.030608001330783|0|60115.0|0
0|2021-11-29|57692.0|0|2423.0|0|4.030608001330783|0|60115.0|0
0|2021-11-30|57692.0|0|2423.0|0|4.030608001330783|0|60115.0|0
0|2021-12-01|57692.0|0|2423.0|0|4.030608001330783|0|60115.0|0
0|2021-12-02|57692.0|0|2423.0|0|4.030608001330783|0|60115.0|0
0|2021-12-03|57692.0|0|2423.0|0|4.030608001330783|0|60115.0|0
0|2021-12-04|57692.0|0|2423.0|0|4.030608001330783|0|60115.0|0
0|2021-12-05|57692.0|0|2423.0|0|4.030608001330783|0|60115.0|0
0|2021-12-06|57692.0|0|2423.0|0|4.030608001330783|0|60115.0|0
0|2021-12-07|57692.0|0|2423.0|0|4.030608001330783|0|60115.0|0
0|2021-12-08|57692.0|0|2423.0|0|4.030608001330783|0|60115.0|0
0|2021-12-09|57692.0|0|2423.0|0|4.030608001330783|0|60115.0|0
0|2021-12-10|57692.0|0|2423.0|0|4.030608001330783|0|60115.0|0
0|2021-12-11|57692.0|0|2423.0|0|4.030608001330783|0|60115.0|0
0|2021-12-12|57692.0|0|2423.0|0|4.030608001330783|0|60115.0|0
0|2021-12-13|57692.0|0|2423.0|0|4.030608001330783|0|60115.0|0
0|2021-12-14|57692.0|0|2423.0|0|4.030608001330783|0|60115.0|0
0|2021-12-15|57692.0|0|2423.0|0|4.030608001330783|0|60115.0|0
0|2021-12-16|57692.0|0|2423.0|0|4.030608001330783|0|60115.0|0
0|2021-12-17|57692.0|0|2423.0|0|4.030608001330783|0|60115.0|0
0|2021-12-18|57692.0|0|2423.0|0|4.030608001330783|0|60115.0|0
0|2021-12-19|57692.0|0|2423.0|0|4.030608001330783|0|60115.0|0
0|2021-12-20|57692.0|0|2423.0|0|4.030608001330783|0|60115.0|0
0|2021-12-21|57692.0|0|2423.0|0|4.030608001330783|0|60115.0|0
0|2021-12-22|57692.0|0|2423.0|0|4.030608001330783|0|60115.0|0
0|2021-12-23|57692.0|0|2423.0|0|4.030608001330783|0|60115.0|0
0|2021-12-24|57692.0|0|2423.0|0|4.030608001330783|0|60115.0|0
0|2021-12-25|57692.0|0|2423.0|0|4.030608001330783|0|60115.0|0
0|2021-12-26|57692.0|0|2423.0|0|4.030608001330783|0|60115.0|0
