|dates|Hamilton_Kansas_UnitedStates.JHU_ConfirmedCases.data|Hamilton_Kansas_UnitedStates.JHU_ConfirmedCases.missing|Hamilton_Kansas_UnitedStates.NYT_ConfirmedCases.data|Hamilton_Kansas_UnitedStates.NYT_ConfirmedCases.missing|Hamilton_Kansas_UnitedStates.JHU_ConfirmedDeaths.data|Hamilton_Kansas_UnitedStates.JHU_ConfirmedDeaths.missing|Hamilton_Kansas_UnitedStates.JHU_ConfirmedRecoveries.data|Hamilton_Kansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|269.0|0|269.0|0|1.0|0|0.0|100
0|2021-10-18|270.0|0|270.0|0|1.0|0|0.0|100
0|2021-10-19|270.0|0|270.0|0|1.0|0|0.0|100
0|2021-10-20|271.0|0|271.0|0|1.0|0|0.0|100
0|2021-10-21|271.0|0|271.0|0|1.0|0|0.0|100
0|2021-10-22|272.0|0|272.0|0|1.0|0|0.0|100
0|2021-10-23|272.0|0|272.0|0|1.0|0|0.0|100
0|2021-10-24|272.0|0|272.0|0|1.0|0|0.0|100
0|2021-10-25|272.0|0|272.0|0|1.0|0|0.0|100
0|2021-10-26|272.0|0|272.0|0|1.0|0|0.0|100
0|2021-10-27|278.0|0|278.0|0|1.0|0|0.0|100
0|2021-10-28|278.0|0|278.0|0|1.0|0|0.0|100
0|2021-10-29|282.0|0|282.0|0|1.0|0|0.0|100
0|2021-10-30|282.0|0|282.0|0|1.0|0|0.0|100
0|2021-10-31|282.0|0|282.0|0|1.0|0|0.0|100
0|2021-11-01|288.0|0|288.0|0|1.0|0|0.0|100
0|2021-11-02|288.0|0|288.0|0|1.0|0|0.0|100
0|2021-11-03|293.0|0|293.0|0|1.0|0|0.0|100
0|2021-11-04|293.0|0|293.0|0|1.0|0|0.0|100
0|2021-11-05|299.0|0|299.0|0|1.0|0|0.0|100
0|2021-11-06|299.0|0|299.0|0|1.0|0|0.0|100
0|2021-11-07|299.0|0|299.0|0|1.0|0|0.0|100
0|2021-11-08|300.0|0|300.0|0|1.0|0|0.0|100
0|2021-11-09|300.0|0|300.0|0|1.0|0|0.0|100
0|2021-11-10|309.0|0|309.0|0|1.0|0|0.0|100
0|2021-11-11|309.0|0|309.0|0|1.0|0|0.0|100
0|2021-11-12|312.0|0|312.0|0|1.0|0|0.0|100
0|2021-11-13|312.0|0|312.0|0|1.0|0|0.0|100
0|2021-11-14|312.0|0|312.0|0|1.0|0|0.0|100
0|2021-11-15|313.0|0|313.0|0|1.0|0|0.0|100
0|2021-11-16|313.0|0|313.0|0|1.0|0|0.0|100
0|2021-11-17|314.0|0|314.0|0|1.0|0|0.0|100
0|2021-11-18|314.0|0|314.0|0|1.0|0|0.0|100
0|2021-11-19|315.0|0|315.0|0|1.0|0|0.0|100
0|2021-11-20|315.0|0|315.0|0|1.0|0|0.0|100
0|2021-11-21|315.0|0|315.0|0|1.0|0|0.0|100
0|2021-11-22|315.0|0|315.0|0|1.0|0|0.0|100
0|2021-11-23|315.0|0|315.0|0|1.0|0|0.0|100
0|2021-11-24|315.0|0|317.0|0|1.0|0|0.0|100
0|2021-11-25|317.0|0|317.0|0|1.0|0|0.0|100
0|2021-11-26|317.0|0|317.0|0|1.0|0|0.0|100
0|2021-11-27|317.0|0|317.0|0|1.0|0|0.0|100
0|2021-11-28|317.0|0|317.0|0|1.0|0|0.0|100
0|2021-11-29|321.0|0|321.0|0|2.0|0|0.0|100
0|2021-11-30|321.0|0|321.0|0|2.0|0|0.0|100
0|2021-12-01|325.0|0|325.0|0|2.0|0|0.0|100
0|2021-12-02|325.0|0|325.0|0|2.0|0|0.0|100
0|2021-12-03|325.0|0|327.0|0|2.0|0|0.0|100
0|2021-12-04|327.0|0|327.0|0|2.0|0|0.0|100
0|2021-12-05|327.0|0|327.0|0|2.0|0|0.0|100
0|2021-12-06|331.0|0|331.0|0|2.0|0|0.0|100
0|2021-12-07|331.0|0|331.0|0|2.0|0|0.0|100
0|2021-12-08|335.0|0|335.0|0|2.0|0|0.0|100
0|2021-12-09|335.0|0|335.0|0|2.0|0|0.0|100
0|2021-12-10|337.0|0|337.0|0|2.0|0|0.0|100
0|2021-12-11|337.0|0|337.0|0|2.0|0|0.0|100
0|2021-12-12|337.0|0|337.0|0|2.0|0|0.0|100
0|2021-12-13|341.0|0|341.0|0|2.0|0|0.0|100
0|2021-12-14|341.0|0|341.0|0|2.0|0|0.0|100
0|2021-12-15|341.0|0|341.0|0|2.0|0|0.0|100
0|2021-12-16|341.0|0|341.0|0|2.0|0|0.0|100
0|2021-12-17|343.0|0|343.0|0|2.0|0|0.0|100
0|2021-12-18|343.0|0|343.0|0|2.0|0|0.0|100
0|2021-12-19|343.0|0|343.0|0|2.0|0|0.0|100
0|2021-12-20|347.0|0|347.0|0|2.0|0|0.0|100
0|2021-12-21|347.0|0|347.0|0|2.0|0|0.0|100
0|2021-12-22|351.0|0|351.0|0|2.0|0|0.0|100
0|2021-12-23|351.0|0|351.0|0|2.0|0|0.0|100
0|2021-12-24|351.0|0|351.0|0|2.0|0|0.0|100
0|2021-12-25|351.0|0|351.0|0|2.0|0|0.0|100
0|2021-12-26|351.0|0|351.0|0|2.0|0|0.0|100
