|dates|Hamilton_Kansas_UnitedStates.JHU_ConfirmedCases.data|Hamilton_Kansas_UnitedStates.JHU_ConfirmedCases.missing|Hamilton_Kansas_UnitedStates.NYT_ConfirmedCases.data|Hamilton_Kansas_UnitedStates.NYT_ConfirmedCases.missing|Hamilton_Kansas_UnitedStates.JHU_ConfirmedDeaths.data|Hamilton_Kansas_UnitedStates.JHU_ConfirmedDeaths.missing|Hamilton_Kansas_UnitedStates.JHU_ConfirmedRecoveries.data|Hamilton_Kansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-27|351.0|0|351.0|0|2.0|0|0.0|100
0|2021-12-28|351.0|0|351.0|0|2.0|0|0.0|100
0|2021-12-29|353.0|0|353.0|0|2.0|0|0.0|100
0|2021-12-30|353.0|0|353.0|0|2.0|0|0.0|100
0|2021-12-31|353.0|0|353.0|0|2.0|0|0.0|100
0|2022-01-01|353.0|0|353.0|0|2.0|0|0.0|100
0|2022-01-02|353.0|0|353.0|0|2.0|0|0.0|100
0|2022-01-03|354.0|0|354.0|0|2.0|0|0.0|100
0|2022-01-04|354.0|0|354.0|0|2.0|0|0.0|100
0|2022-01-05|358.0|0|358.0|0|2.0|0|0.0|100
0|2022-01-06|358.0|0|358.0|0|2.0|0|0.0|100
0|2022-01-07|372.0|0|372.0|0|3.0|0|0.0|100
0|2022-01-08|372.0|0|372.0|0|3.0|0|0.0|100
0|2022-01-09|372.0|0|372.0|0|3.0|0|0.0|100
0|2022-01-10|376.0|0|376.0|0|3.0|0|0.0|100
0|2022-01-11|376.0|0|376.0|0|3.0|0|0.0|100
0|2022-01-12|376.0|0|380.0|0|3.0|0|0.0|100
0|2022-01-13|376.0|0|383.0|0|3.0|0|0.0|100
0|2022-01-14|390.0|0|390.0|0|3.0|0|0.0|100
0|2022-01-15|390.0|0|390.0|0|3.0|0|0.0|100
0|2022-01-16|390.0|0|390.0|0|3.0|0|0.0|100
0|2022-01-17|390.0|0|0.0|100|3.0|0|0.0|100
