|dates|Unassigned_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Unassigned_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Unassigned_NorthCarolina_UnitedStates.NYT_ConfirmedCases.data|Unassigned_NorthCarolina_UnitedStates.NYT_ConfirmedCases.missing|Unassigned_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Unassigned_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Unassigned_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Unassigned_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-12|9.0|0|0.0|100|0.0|0|0.0|100
0|2021-12-13|168.0|0|0.0|100|0.0|0|0.0|100
0|2021-12-14|168.0|0|0.0|100|0.0|0|0.0|100
0|2021-12-15|2.0|0|0.0|100|0.0|0|0.0|100
0|2021-12-16|3.0|0|0.0|100|0.0|0|0.0|100
0|2021-12-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2021-12-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2021-12-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2021-12-20|60.0|0|0.0|100|0.0|0|0.0|100
0|2021-12-21|1.0|0|0.0|100|0.0|0|0.0|100
0|2021-12-22|21.0|0|0.0|100|0.0|0|0.0|100
0|2021-12-23|21.0|0|0.0|100|0.0|0|0.0|100
0|2021-12-24|21.0|0|0.0|100|0.0|0|0.0|100
0|2021-12-25|21.0|0|0.0|100|0.0|0|0.0|100
0|2021-12-26|21.0|0|0.0|100|0.0|0|0.0|100
0|2021-12-27|21.0|0|0.0|100|0.0|0|0.0|100
0|2021-12-28|5.0|0|0.0|100|0.0|0|0.0|100
0|2021-12-29|11.0|0|0.0|100|0.0|0|0.0|100
0|2021-12-30|641.0|0|0.0|100|0.0|0|0.0|100
0|2021-12-31|19815.0|0|0.0|100|27.0|0|0.0|100
0|2022-01-01|19815.0|0|0.0|100|27.0|0|0.0|100
0|2022-01-02|19815.0|0|0.0|100|27.0|0|0.0|100
0|2022-01-03|704.0|0|0.0|100|0.0|0|0.0|100
0|2022-01-04|277.0|0|0.0|100|0.0|0|0.0|100
0|2022-01-05|397.0|0|0.0|100|0.0|0|0.0|100
0|2022-01-06|896.0|0|0.0|100|0.0|0|0.0|100
0|2022-01-07|3783.0|0|0.0|100|0.0|0|0.0|100
0|2022-01-08|3783.0|0|0.0|100|0.0|0|0.0|100
0|2022-01-09|3783.0|0|0.0|100|0.0|0|0.0|100
0|2022-01-10|970.0|0|0.0|100|0.0|0|0.0|100
0|2022-01-11|1050.0|0|0.0|100|0.0|0|0.0|100
0|2022-01-12|2126.0|0|0.0|100|0.0|0|0.0|100
0|2022-01-13|2126.0|0|0.0|100|0.0|0|0.0|100
0|2022-01-14|12366.0|0|0.0|100|0.0|0|0.0|100
0|2022-01-15|12366.0|0|0.0|100|0.0|0|0.0|100
0|2022-01-16|12366.0|0|0.0|100|0.0|0|0.0|100
0|2022-01-17|12366.0|0|0.0|100|0.0|0|0.0|100
