|dates|Wyoming_Pennsylvania_UnitedStates.JHU_ConfirmedCases.data|Wyoming_Pennsylvania_UnitedStates.JHU_ConfirmedCases.missing|Wyoming_Pennsylvania_UnitedStates.NYT_ConfirmedCases.data|Wyoming_Pennsylvania_UnitedStates.NYT_ConfirmedCases.missing|Wyoming_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.data|Wyoming_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.missing|Wyoming_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.data|Wyoming_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-15|3537.0|0|3537.0|0|76.0|0|0.0|100
0|2021-12-16|3562.0|0|3562.0|0|78.0|0|0.0|100
0|2021-12-17|3584.0|0|3584.0|0|78.0|0|0.0|100
0|2021-12-18|3592.0|0|3592.0|0|79.0|0|0.0|100
0|2021-12-19|3609.0|0|3609.0|0|79.0|0|0.0|100
0|2021-12-20|3615.0|0|3615.0|0|79.0|0|0.0|100
0|2021-12-21|3618.0|0|3618.0|0|81.0|0|0.0|100
0|2021-12-22|3635.0|0|3635.0|0|81.0|0|0.0|100
0|2021-12-23|3651.0|0|3651.0|0|83.0|0|0.0|100
0|2021-12-24|3665.0|0|3665.0|0|84.0|0|0.0|100
0|2021-12-25|3682.0|0|3682.0|0|84.0|0|0.0|100
0|2021-12-26|3693.0|0|3693.0|0|84.0|0|0.0|100
0|2021-12-27|3695.0|0|3695.0|0|84.0|0|0.0|100
0|2021-12-28|3709.0|0|3709.0|0|84.0|0|0.0|100
0|2021-12-29|3730.0|0|3730.0|0|85.0|0|0.0|100
0|2021-12-30|3764.0|0|3764.0|0|87.0|0|0.0|100
0|2021-12-31|3805.0|0|3805.0|0|89.0|0|0.0|100
0|2022-01-01|3841.0|0|3841.0|0|89.0|0|0.0|100
0|2022-01-02|3875.0|0|3875.0|0|89.0|0|0.0|100
0|2022-01-03|3892.0|0|3892.0|0|89.0|0|0.0|100
0|2022-01-04|3924.0|0|3924.0|0|91.0|0|0.0|100
0|2022-01-05|3961.0|0|3961.0|0|91.0|0|0.0|100
0|2022-01-06|4012.0|0|4012.0|0|91.0|0|0.0|100
0|2022-01-07|4039.0|0|4039.0|0|91.0|0|0.0|100
0|2022-01-08|4093.0|0|4093.0|0|92.0|0|0.0|100
0|2022-01-09|4126.0|0|4126.0|0|92.0|0|0.0|100
0|2022-01-10|4170.0|0|4170.0|0|92.0|0|0.0|100
0|2022-01-11|4192.0|0|4192.0|0|92.0|0|0.0|100
0|2022-01-12|4238.0|0|4238.0|0|92.0|0|0.0|100
0|2022-01-13|4238.0|0|4273.0|0|92.0|0|0.0|100
0|2022-01-14|4317.0|0|4317.0|0|92.0|0|0.0|100
0|2022-01-15|4345.0|0|4345.0|0|92.0|0|0.0|100
0|2022-01-16|4432.0|0|4432.0|0|92.0|0|0.0|100
0|2022-01-17|4446.0|0|0.0|100|92.0|0|0.0|100
