|dates|Monroe_Tennessee_UnitedStates.JHU_ConfirmedCases.data|Monroe_Tennessee_UnitedStates.JHU_ConfirmedCases.missing|Monroe_Tennessee_UnitedStates.NYT_ConfirmedCases.data|Monroe_Tennessee_UnitedStates.NYT_ConfirmedCases.missing|Monroe_Tennessee_UnitedStates.JHU_ConfirmedDeaths.data|Monroe_Tennessee_UnitedStates.JHU_ConfirmedDeaths.missing|Monroe_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.data|Monroe_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|9587.0|0|9587.0|0|121.0|0|0.0|100
0|2021-10-18|9599.0|0|9599.0|0|122.0|0|0.0|100
0|2021-10-19|9610.0|0|9610.0|0|122.0|0|0.0|100
0|2021-10-20|9630.0|0|9630.0|0|122.0|0|0.0|100
0|2021-10-21|9653.0|0|9653.0|0|122.0|0|0.0|100
0|2021-10-22|9664.0|0|9664.0|0|122.0|0|0.0|100
0|2021-10-23|9664.0|0|9664.0|0|122.0|0|0.0|100
0|2021-10-24|9664.0|0|9664.0|0|122.0|0|0.0|100
0|2021-10-25|9664.0|0|9664.0|0|122.0|0|0.0|100
0|2021-10-26|9694.0|0|9694.0|0|122.0|0|0.0|100
0|2021-10-27|9704.0|0|9704.0|0|122.0|0|0.0|100
0|2021-10-28|9711.0|0|9711.0|0|123.0|0|0.0|100
0|2021-10-29|9715.0|0|9715.0|0|124.0|0|0.0|100
0|2021-10-30|9715.0|0|9715.0|0|124.0|0|0.0|100
0|2021-10-31|9715.0|0|9715.0|0|124.0|0|0.0|100
0|2021-11-01|9715.0|0|9715.0|0|124.0|0|0.0|100
0|2021-11-02|9744.0|0|9744.0|0|124.0|0|0.0|100
0|2021-11-03|9753.0|0|9753.0|0|124.0|0|0.0|100
0|2021-11-04|9758.0|0|9758.0|0|124.0|0|0.0|100
0|2021-11-05|9762.0|0|9762.0|0|125.0|0|0.0|100
0|2021-11-06|9762.0|0|9762.0|0|125.0|0|0.0|100
0|2021-11-07|9762.0|0|9762.0|0|125.0|0|0.0|100
0|2021-11-08|9762.0|0|9762.0|0|125.0|0|0.0|100
0|2021-11-09|9787.0|0|9787.0|0|126.0|0|0.0|100
0|2021-11-10|9787.0|0|9812.0|0|126.0|0|0.0|100
0|2021-11-11|9812.0|0|9812.0|0|126.0|0|0.0|100
0|2021-11-12|9825.0|0|9825.0|0|126.0|0|0.0|100
0|2021-11-13|9825.0|0|9825.0|0|126.0|0|0.0|100
0|2021-11-14|9825.0|0|9825.0|0|126.0|0|0.0|100
0|2021-11-15|9844.0|0|9844.0|0|126.0|0|0.0|100
0|2021-11-16|9851.0|0|9851.0|0|126.0|0|0.0|100
0|2021-11-17|9857.0|0|9857.0|0|126.0|0|0.0|100
0|2021-11-18|9870.0|0|9870.0|0|126.0|0|0.0|100
0|2021-11-19|9875.0|0|9875.0|0|126.0|0|0.0|100
0|2021-11-20|9875.0|0|9875.0|0|126.0|0|0.0|100
0|2021-11-21|9875.0|0|9875.0|0|126.0|0|0.0|100
0|2021-11-22|9900.0|0|9900.0|0|127.0|0|0.0|100
0|2021-11-23|9911.0|0|9911.0|0|128.0|0|0.0|100
0|2021-11-24|9915.0|0|9915.0|0|128.0|0|0.0|100
0|2021-11-25|9915.0|0|9915.0|0|128.0|0|0.0|100
0|2021-11-26|9915.0|0|9915.0|0|128.0|0|0.0|100
0|2021-11-27|9915.0|0|9915.0|0|128.0|0|0.0|100
0|2021-11-28|9915.0|0|9915.0|0|128.0|0|0.0|100
0|2021-11-29|9942.0|0|9942.0|0|129.0|0|0.0|100
0|2021-11-30|9958.0|0|9958.0|0|129.0|0|0.0|100
0|2021-12-01|9971.0|0|9971.0|0|133.0|0|0.0|100
0|2021-12-02|9978.0|0|9978.0|0|134.0|0|0.0|100
0|2021-12-03|9987.0|0|9987.0|0|139.0|0|0.0|100
0|2021-12-04|9987.0|0|9987.0|0|139.0|0|0.0|100
0|2021-12-05|9987.0|0|9987.0|0|139.0|0|0.0|100
0|2021-12-06|10020.0|0|10020.0|0|140.0|0|0.0|100
0|2021-12-07|10037.0|0|10037.0|0|140.0|0|0.0|100
0|2021-12-08|10062.0|0|10062.0|0|140.0|0|0.0|100
0|2021-12-09|10062.0|0|10062.0|0|140.0|0|0.0|100
0|2021-12-10|10088.0|0|10088.0|0|140.0|0|0.0|100
0|2021-12-11|10088.0|0|10088.0|0|140.0|0|0.0|100
0|2021-12-12|10088.0|0|10088.0|0|140.0|0|0.0|100
0|2021-12-13|10110.0|0|10110.0|0|140.0|0|0.0|100
0|2021-12-14|10110.0|0|10125.0|0|140.0|0|0.0|100
0|2021-12-15|10135.0|0|10135.0|0|142.0|0|0.0|100
0|2021-12-16|10141.0|0|10141.0|0|142.0|0|0.0|100
0|2021-12-17|10154.0|0|10154.0|0|144.0|0|0.0|100
0|2021-12-18|10154.0|0|10154.0|0|144.0|0|0.0|100
0|2021-12-19|10154.0|0|10154.0|0|144.0|0|0.0|100
0|2021-12-20|10171.0|0|10171.0|0|144.0|0|0.0|100
0|2021-12-21|10183.0|0|10183.0|0|145.0|0|0.0|100
0|2021-12-22|10206.0|0|10206.0|0|153.0|0|0.0|100
0|2021-12-23|10237.0|0|10237.0|0|191.0|0|0.0|100
0|2021-12-24|10237.0|0|10237.0|0|191.0|0|0.0|100
0|2021-12-25|10237.0|0|10237.0|0|191.0|0|0.0|100
0|2021-12-26|10237.0|0|10237.0|0|191.0|0|0.0|100
0|2021-12-27|10261.0|0|10261.0|0|193.0|0|0.0|100
0|2021-12-28|10290.0|0|10290.0|0|194.0|0|0.0|100
0|2021-12-29|10324.0|0|10324.0|0|195.0|0|0.0|100
0|2021-12-30|10353.0|0|10353.0|0|196.0|0|0.0|100
0|2021-12-31|10353.0|0|10353.0|0|196.0|0|0.0|100
0|2022-01-01|10353.0|0|10353.0|0|196.0|0|0.0|100
0|2022-01-02|10353.0|0|10353.0|0|196.0|0|0.0|100
0|2022-01-03|10428.0|0|10428.0|0|196.0|0|0.0|100
0|2022-01-04|10467.0|0|10467.0|0|196.0|0|0.0|100
0|2022-01-05|10467.0|0|10467.0|0|196.0|0|0.0|100
0|2022-01-06|10467.0|0|10467.0|0|196.0|0|0.0|100
0|2022-01-07|10467.0|0|10467.0|0|196.0|0|0.0|100
0|2022-01-08|10467.0|0|10467.0|0|196.0|0|0.0|100
0|2022-01-09|10467.0|0|10467.0|0|196.0|0|0.0|100
0|2022-01-10|10467.0|0|10467.0|0|196.0|0|0.0|100
0|2022-01-11|10467.0|0|10467.0|0|196.0|0|0.0|100
0|2022-01-12|10755.0|0|10755.0|0|196.0|0|0.0|100
0|2022-01-13|10755.0|0|10755.0|0|196.0|0|0.0|100
0|2022-01-14|10755.0|0|10755.0|0|196.0|0|0.0|100
0|2022-01-15|10755.0|0|10755.0|0|196.0|0|0.0|100
0|2022-01-16|10755.0|0|10755.0|0|196.0|0|0.0|100
0|2022-01-17|10755.0|0|0.0|100|196.0|0|0.0|100
