|dates|Hill_Montana_UnitedStates.JHU_ConfirmedCases.data|Hill_Montana_UnitedStates.JHU_ConfirmedCases.missing|Hill_Montana_UnitedStates.NYT_ConfirmedCases.data|Hill_Montana_UnitedStates.NYT_ConfirmedCases.missing|Hill_Montana_UnitedStates.JHU_ConfirmedDeaths.data|Hill_Montana_UnitedStates.JHU_ConfirmedDeaths.missing|Hill_Montana_UnitedStates.JHU_ConfirmedRecoveries.data|Hill_Montana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|3068.0|0|3068.0|0|57.0|0|0.0|100
0|2021-10-18|3095.0|0|3095.0|0|57.0|0|0.0|100
0|2021-10-19|3112.0|0|3112.0|0|58.0|0|0.0|100
0|2021-10-20|3135.0|0|3135.0|0|60.0|0|0.0|100
0|2021-10-21|3157.0|0|3157.0|0|60.0|0|0.0|100
0|2021-10-22|3167.0|0|3167.0|0|60.0|0|0.0|100
0|2021-10-23|3167.0|0|3167.0|0|60.0|0|0.0|100
0|2021-10-24|3167.0|0|3167.0|0|60.0|0|0.0|100
0|2021-10-25|3178.0|0|3178.0|0|60.0|0|0.0|100
0|2021-10-26|3199.0|0|3199.0|0|60.0|0|0.0|100
0|2021-10-27|3212.0|0|3212.0|0|61.0|0|0.0|100
0|2021-10-28|3224.0|0|3224.0|0|61.0|0|0.0|100
0|2021-10-29|3232.0|0|3232.0|0|61.0|0|0.0|100
0|2021-10-30|3232.0|0|3232.0|0|61.0|0|0.0|100
0|2021-10-31|3232.0|0|3232.0|0|61.0|0|0.0|100
0|2021-11-01|3251.0|0|3251.0|0|63.0|0|0.0|100
0|2021-11-02|3259.0|0|3259.0|0|63.0|0|0.0|100
0|2021-11-03|3265.0|0|3265.0|0|64.0|0|0.0|100
0|2021-11-04|3279.0|0|3279.0|0|64.0|0|0.0|100
0|2021-11-05|3289.0|0|3289.0|0|64.0|0|0.0|100
0|2021-11-06|3289.0|0|3289.0|0|64.0|0|0.0|100
0|2021-11-07|3289.0|0|3289.0|0|64.0|0|0.0|100
0|2021-11-08|3304.0|0|3304.0|0|64.0|0|0.0|100
0|2021-11-09|3309.0|0|3309.0|0|64.0|0|0.0|100
0|2021-11-10|3309.0|0|3314.0|0|64.0|0|0.0|100
0|2021-11-11|3314.0|0|3314.0|0|65.0|0|0.0|100
0|2021-11-12|3325.0|0|3325.0|0|65.0|0|0.0|100
0|2021-11-13|3325.0|0|3325.0|0|65.0|0|0.0|100
0|2021-11-14|3325.0|0|3325.0|0|65.0|0|0.0|100
0|2021-11-15|3346.0|0|3346.0|0|65.0|0|0.0|100
0|2021-11-16|3352.0|0|3352.0|0|65.0|0|0.0|100
0|2021-11-17|3358.0|0|3358.0|0|65.0|0|0.0|100
0|2021-11-18|3359.0|0|3359.0|0|65.0|0|0.0|100
0|2021-11-19|3365.0|0|3365.0|0|65.0|0|0.0|100
0|2021-11-20|3365.0|0|3365.0|0|65.0|0|0.0|100
0|2021-11-21|3365.0|0|3365.0|0|65.0|0|0.0|100
0|2021-11-22|3376.0|0|3376.0|0|65.0|0|0.0|100
0|2021-11-23|3376.0|0|3376.0|0|69.0|0|0.0|100
0|2021-11-24|3378.0|0|3378.0|0|69.0|0|0.0|100
0|2021-11-25|3378.0|0|3378.0|0|69.0|0|0.0|100
0|2021-11-26|3380.0|0|3380.0|0|71.0|0|0.0|100
0|2021-11-27|3380.0|0|3380.0|0|71.0|0|0.0|100
0|2021-11-28|3380.0|0|3380.0|0|71.0|0|0.0|100
0|2021-11-29|3386.0|0|3386.0|0|71.0|0|0.0|100
0|2021-11-30|3386.0|0|3386.0|0|71.0|0|0.0|100
0|2021-12-01|3388.0|0|3388.0|0|71.0|0|0.0|100
0|2021-12-02|3388.0|0|3388.0|0|71.0|0|0.0|100
0|2021-12-03|3388.0|0|3391.0|0|71.0|0|0.0|100
0|2021-12-04|3391.0|0|3391.0|0|71.0|0|0.0|100
0|2021-12-05|3391.0|0|3391.0|0|71.0|0|0.0|100
0|2021-12-06|3403.0|0|3403.0|0|71.0|0|0.0|100
0|2021-12-07|3404.0|0|3404.0|0|71.0|0|0.0|100
0|2021-12-08|3406.0|0|3406.0|0|71.0|0|0.0|100
0|2021-12-09|3409.0|0|3409.0|0|71.0|0|0.0|100
0|2021-12-10|3413.0|0|3413.0|0|71.0|0|0.0|100
0|2021-12-11|3413.0|0|3413.0|0|71.0|0|0.0|100
0|2021-12-12|3413.0|0|3413.0|0|71.0|0|0.0|100
0|2021-12-13|3417.0|0|3417.0|0|71.0|0|0.0|100
0|2021-12-14|3417.0|0|3418.0|0|71.0|0|0.0|100
0|2021-12-15|3421.0|0|3421.0|0|71.0|0|0.0|100
0|2021-12-16|3421.0|0|3421.0|0|71.0|0|0.0|100
0|2021-12-17|3421.0|0|3421.0|0|71.0|0|0.0|100
0|2021-12-18|3421.0|0|3421.0|0|71.0|0|0.0|100
0|2021-12-19|3421.0|0|3421.0|0|71.0|0|0.0|100
0|2021-12-20|3425.0|0|3425.0|0|71.0|0|0.0|100
0|2021-12-21|3428.0|0|3428.0|0|71.0|0|0.0|100
0|2021-12-22|3427.0|0|3427.0|0|71.0|0|0.0|100
0|2021-12-23|3430.0|0|3430.0|0|71.0|0|0.0|100
0|2021-12-24|3430.0|0|3430.0|0|71.0|0|0.0|100
0|2021-12-25|3430.0|0|3430.0|0|71.0|0|0.0|100
0|2021-12-26|3430.0|0|3430.0|0|71.0|0|0.0|100
0|2021-12-27|3430.0|0|3430.0|0|71.0|0|0.0|100
0|2021-12-28|3430.0|0|3430.0|0|71.0|0|0.0|100
0|2021-12-29|3433.0|0|3433.0|0|71.0|0|0.0|100
0|2021-12-30|3437.0|0|3437.0|0|71.0|0|0.0|100
0|2021-12-31|3437.0|0|3437.0|0|71.0|0|0.0|100
0|2022-01-01|3437.0|0|3437.0|0|71.0|0|0.0|100
0|2022-01-02|3437.0|0|3437.0|0|71.0|0|0.0|100
0|2022-01-03|3440.0|0|3440.0|0|71.0|0|0.0|100
0|2022-01-04|3450.0|0|3450.0|0|71.0|0|0.0|100
0|2022-01-05|3452.0|0|3452.0|0|71.0|0|0.0|100
0|2022-01-06|3459.0|0|3459.0|0|71.0|0|0.0|100
0|2022-01-07|3469.0|0|3469.0|0|71.0|0|0.0|100
0|2022-01-08|3469.0|0|3469.0|0|71.0|0|0.0|100
0|2022-01-09|3469.0|0|3469.0|0|71.0|0|0.0|100
0|2022-01-10|3479.0|0|3479.0|0|71.0|0|0.0|100
0|2022-01-11|3489.0|0|3489.0|0|71.0|0|0.0|100
0|2022-01-12|3502.0|0|3502.0|0|71.0|0|0.0|100
0|2022-01-13|3502.0|0|3513.0|0|71.0|0|0.0|100
0|2022-01-14|3532.0|0|3532.0|0|71.0|0|0.0|100
0|2022-01-15|3532.0|0|3532.0|0|71.0|0|0.0|100
0|2022-01-16|3532.0|0|3532.0|0|71.0|0|0.0|100
0|2022-01-17|3532.0|0|0.0|100|71.0|0|0.0|100
