|dates|Kent_Texas_UnitedStates.JHU_ConfirmedCases.data|Kent_Texas_UnitedStates.JHU_ConfirmedCases.missing|Kent_Texas_UnitedStates.NYT_ConfirmedCases.data|Kent_Texas_UnitedStates.NYT_ConfirmedCases.missing|Kent_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Kent_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Kent_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Kent_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-17|148.0|0|148.0|0|3.0|0|0.0|100
0|2021-12-18|149.0|0|149.0|0|3.0|0|0.0|100
0|2021-12-19|149.0|0|149.0|0|3.0|0|0.0|100
0|2021-12-20|151.0|0|151.0|0|3.0|0|0.0|100
0|2021-12-21|151.0|0|151.0|0|3.0|0|0.0|100
0|2021-12-22|151.0|0|151.0|0|3.0|0|0.0|100
0|2021-12-23|152.0|0|152.0|0|3.0|0|0.0|100
0|2021-12-24|152.0|0|152.0|0|3.0|0|0.0|100
0|2021-12-25|152.0|0|152.0|0|3.0|0|0.0|100
0|2021-12-26|152.0|0|152.0|0|3.0|0|0.0|100
0|2021-12-27|155.0|0|155.0|0|3.0|0|0.0|100
0|2021-12-28|155.0|0|155.0|0|3.0|0|0.0|100
0|2021-12-29|155.0|0|155.0|0|3.0|0|0.0|100
0|2021-12-30|155.0|0|155.0|0|3.0|0|0.0|100
0|2021-12-31|155.0|0|155.0|0|3.0|0|0.0|100
0|2022-01-01|155.0|0|155.0|0|3.0|0|0.0|100
0|2022-01-02|155.0|0|155.0|0|3.0|0|0.0|100
0|2022-01-03|157.0|0|157.0|0|3.0|0|0.0|100
0|2022-01-04|158.0|0|158.0|0|3.0|0|0.0|100
0|2022-01-05|160.0|0|160.0|0|3.0|0|0.0|100
0|2022-01-06|163.0|0|163.0|0|3.0|0|0.0|100
0|2022-01-07|165.0|0|165.0|0|3.0|0|0.0|100
0|2022-01-08|165.0|0|165.0|0|3.0|0|0.0|100
0|2022-01-09|165.0|0|165.0|0|3.0|0|0.0|100
0|2022-01-10|165.0|0|165.0|0|3.0|0|0.0|100
0|2022-01-11|165.0|0|165.0|0|3.0|0|0.0|100
0|2022-01-12|167.0|0|167.0|0|3.0|0|0.0|100
0|2022-01-13|167.0|0|168.0|0|3.0|0|0.0|100
0|2022-01-14|168.0|0|168.0|0|3.0|0|0.0|100
0|2022-01-15|170.0|0|170.0|0|3.0|0|0.0|100
0|2022-01-16|171.0|0|171.0|0|3.0|0|0.0|100
0|2022-01-17|172.0|0|0.0|100|3.0|0|0.0|100
