|dates|Weston_Wyoming_UnitedStates.AveragePrecipitationTotal.data|Weston_Wyoming_UnitedStates.AveragePrecipitationTotal.missing|Weston_Wyoming_UnitedStates.AveragePrecipitation.data|Weston_Wyoming_UnitedStates.AveragePrecipitation.missing|Weston_Wyoming_UnitedStates.AverageWindDirection.data|Weston_Wyoming_UnitedStates.AverageWindDirection.missing|Weston_Wyoming_UnitedStates.AverageWindSpeed.data|Weston_Wyoming_UnitedStates.AverageWindSpeed.missing
0|2021-10-17|0.0|0|0.0|0|98.4375|0|5.65625|0
0|2021-10-18|0.0|0|0.0|0|114.47916666666667|0|6.208333333333333|0
0|2021-10-19|0.0|0|0.0|0|282.8125|0|13.9375|0
0|2021-10-20|0.0|0|0.0|0|236.97916666666666|0|7.65625|0
0|2021-10-21|0.0|0|0.0|0|83.64583333333333|0|1.8020833333333333|0
0|2021-10-22|0.0|0|0.0|0|94.0625|0|4.96875|0
0|2021-10-23|0.0|0|0.0|0|180.625|0|9.770833333333334|0
0|2021-10-24|0.0|0|0.0|0|195.625|0|7.135416666666667|0
0|2021-10-25|0.0|0|0.0|0|128.33333333333334|0|17.135416666666668|0
0|2021-10-26|0.0|0|0.0|0|243.22916666666666|0|13.010416666666666|0
0|2021-10-27|0.0|0|0.0|0|323.3333333333333|0|11.229166666666666|0
0|2021-10-28|0.0|0|0.0|0|249.79166666666666|0|11.489583333333334|0
0|2021-10-29|0.0|0|0.0|0|89.27083333333333|0|5.895833333333333|0
0|2021-10-30|0.0|0|0.0|0|297.3958333333333|0|12.84375|0
0|2021-10-31|0.0|0|0.0|0|215.0|0|5.9375|0
0|2021-11-01|0.0|0|0.0|0|118.02083333333333|0|3.3958333333333335|0
0|2021-11-02|0.0|0|0.0|0|94.63541666666667|0|4.932291666666667|0
0|2021-11-03|0.0|0|0.0|0|128.64583333333334|0|4.489583333333333|0
0|2021-11-04|0.0|0|0.0|0|86.77083333333333|0|5.708333333333333|0
0|2021-11-05|0.0|0|0.0|0|195.3125|0|5.84375|0
0|2021-11-06|0.0|0|0.0|0|85.72916666666667|0|4.614583333333333|0
0|2021-11-07|0.0|0|0.0|0|183.59375|0|7.171875|0
0|2021-11-08|0.0|0|0.0|0|125.52083333333333|0|7.322916666666667|0
0|2021-11-09|0.0|0|0.0|0|125.20833333333333|0|10.416666666666666|0
0|2021-11-10|0.0|0|0.0|0|311.7708333333333|0|13.208333333333334|0
0|2021-11-11|0.0|0|0.0|0|328.3333333333333|0|20.895833333333332|0
0|2021-11-12|0.0|0|0.0|0|216.04166666666666|0|10.572916666666666|0
0|2021-11-13|0.0|0|0.0|0|219.27083333333334|0|12.083333333333334|0
0|2021-11-14|0.0|0|0.0|0|127.8125|0|5.40625|0
0|2021-11-15|0.0|0|0.0|0|95.36458333333333|0|5.869791666666667|0
0|2021-11-16|0.0|0|0.0|0|251.66666666666666|0|13.46875|0
0|2021-11-17|0.0|0|0.0|0|325.6770833333333|0|14.578125|0
0|2021-11-18|0.0|0|0.0|0|109.27083333333333|0|10.09375|0
0|2021-11-19|0.0|0|0.0|0|43.333333333333336|0|2.8020833333333335|0
0|2021-11-20|0.0|0|0.0|0|266.4583333333333|0|8.375|0
0|2021-11-21|0.0|0|0.0|0|164.0625|0|4.625|0
