|dates|Saline_Kansas_UnitedStates.AveragePrecipitationTotal.data|Saline_Kansas_UnitedStates.AveragePrecipitationTotal.missing|Saline_Kansas_UnitedStates.AveragePrecipitation.data|Saline_Kansas_UnitedStates.AveragePrecipitation.missing|Saline_Kansas_UnitedStates.AverageWindDirection.data|Saline_Kansas_UnitedStates.AverageWindDirection.missing|Saline_Kansas_UnitedStates.AverageWindSpeed.data|Saline_Kansas_UnitedStates.AverageWindSpeed.missing
0|2021-11-15|0.0|0|0.0|0|207.5|0|9.25|0
0|2021-11-16|0.0|0|0.0|0|177.5625|0|7.770833333333333|0
0|2021-11-17|0.0|0|0.0|0|269.5833333333333|0|16.375|0
0|2021-11-18|0.0|0|0.0|0|191.25|0|5.25|0
0|2021-11-19|0.0|0|0.0|0|174.58333333333334|0|16.291666666666668|0
0|2021-11-20|0.0|0|0.0|0|152.91666666666666|0|3.4166666666666665|0
0|2021-11-21|0.0|0|0.0|0|288.3333333333333|0|10.0|0
0|2021-11-22|0.0|0|0.0|0|166.66666666666666|0|5.75|0
0|2021-11-23|0.0|0|0.0|0|170.41666666666666|0|16.5|0
0|2021-11-24|0.0|0|0.0|0|278.3333333333333|0|16.833333333333332|0
0|2021-11-25|0.0|0|0.0|0|272.7083333333333|0|10.875|0
0|2021-11-26|0.0|0|0.0|0|198.75|0|10.083333333333334|0
0|2021-11-27|0.0|0|0.0|0|285.8333333333333|0|10.541666666666666|0
0|2021-11-28|0.0|0|0.0|0|203.33333333333334|0|6.916666666666667|0
0|2021-11-29|0.0|0|0.0|0|220.83333333333334|0|5.416666666666667|0
0|2021-11-30|0.0|0|0.0|0|165.41666666666666|0|4.541666666666667|0
0|2021-12-01|0.0|0|0.0|0|171.25|0|6.125|0
0|2021-12-02|0.0|0|0.0|0|136.66666666666666|0|4.416666666666667|0
0|2021-12-03|0.0|0|0.0|0|119.16666666666667|0|9.666666666666666|0
0|2021-12-04|0.0|0|0.0|0|167.08333333333334|0|7.958333333333333|0
0|2021-12-05|0.0|0|0.0|0|266.25|0|14.895833333333334|0
0|2021-12-06|0.0|0|0.0|0|247.08333333333334|0|12.041666666666666|0
0|2021-12-07|0.0|0|0.0|0|181.25|0|10.625|0
0|2021-12-08|0.0|0|0.0|0|160.41666666666666|0|10.666666666666666|0
0|2021-12-09|0.0|0|0.0|0|165.83333333333334|0|9.0|0
0|2021-12-10|0.0|0|0.0|0|216.04166666666666|0|16.854166666666668|0
0|2021-12-11|0.0|0|0.0|0|243.125|0|11.041666666666666|0
0|2021-12-12|0.0|0|0.0|0|172.91666666666666|0|12.875|0
0|2021-12-13|0.0|0|0.0|0|116.875|0|5.770833333333333|0
0|2021-12-14|0.0|0|0.0|0|176.25|0|12.416666666666666|0
0|2021-12-15|0.0|0|0.0018055555555555557|0|191.80555555555557|0|23.526388888888892|0
0|2021-12-16|0.0|0|0.0|0|185.0|0|8.083333333333334|0
0|2021-12-17|0.0|0|0.0|0|185.625|0|4.729166666666667|0
0|2021-12-18|0.0|0|0.0|0|320.0|0|8.3125|0
0|2021-12-19|0.0|0|0.0|0|199.79166666666666|0|12.333333333333334|0
0|2021-12-20|0.0|0|0.0|0|166.25|0|9.5|0
0|2021-12-21|0.0|0|0.0|0|113.33333333333333|0|4.0625|0
0|2021-12-22|0.0|0|0.0|0|153.33333333333334|0|9.666666666666666|0
0|2021-12-23|0.0|0|0.0|0|175.69444444444446|0|8.23611111111111|0
0|2021-12-24|0.0|0|0.0|0|207.91666666666666|0|9.833333333333334|0
0|2021-12-25|0.0|0|0.0|0|225.0|0|4.875|0
0|2021-12-26|0.0|0|0.0|0|152.08333333333334|0|12.125|0
0|2021-12-27|0.0|0|0.0|0|173.75|0|8.708333333333334|0
0|2021-12-28|0.0|0|0.0|0|206.66666666666666|0|15.0|0
0|2021-12-29|0.0|0|0.0|0|125.625|0|7.541666666666667|0
0|2021-12-30|0.0|0|0.0|0|141.66666666666666|0|6.541666666666667|0
0|2021-12-31|0.0|0|0.0|0|201.73611111111111|0|13.423611111111109|0
0|2022-01-01|0.00010416666666666667|0|0.0013194444444444445|0|241.80555555555557|0|20.68700396825397|0
0|2022-01-02|0.0016666666666666668|0|0.0|0|204.58333333333334|0|7.291666666666667|0
0|2022-01-03|0.0|0|0.0|0|167.5|0|8.666666666666666|0
0|2022-01-04|0.0|0|0.0|0|232.91666666666666|0|15.291666666666666|0
0|2022-01-05|0.0|0|0.0|0|300.59027777777777|0|12.559027777777779|0
0|2022-01-06|0.0|0|0.0|0|320.4166666666667|0|12.815972222222223|0
0|2022-01-07|0.0|0|0.0|0|147.91666666666666|0|9.708333333333334|0
0|2022-01-08|0.0|0|0.0|0|200.41666666666666|0|8.520833333333334|0
0|2022-01-09|0.0|0|0.0|0|259.1666666666667|0|11.0|0
0|2022-01-10|0.0|0|0.0|0|187.5|0|5.791666666666667|0
0|2022-01-11|0.0|0|0.0|0|202.5|0|8.958333333333334|0
0|2022-01-12|0.0|0|0.0|0|223.33333333333334|0|6.583333333333333|0
0|2022-01-13|0.0|0|0.0|0|268.3333333333333|0|8.208333333333334|0
0|2022-01-14|0.0|0|0.0020138888888888893|0|235.20833333333334|0|15.673611111111112|0
0|2022-01-15|0.0009722222222222223|0|0.0|0|310.0|0|21.055555555555557|0
0|2022-01-16|0.0|0|0.0|0|236.66666666666666|0|7.791666666666667|0
0|2022-01-17|0.0|0|0.0|0|185.83333333333334|0|8.916666666666666|0
