|dates|Bartholomew_Indiana_UnitedStates.JHU_ConfirmedCases.data|Bartholomew_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Bartholomew_Indiana_UnitedStates.NYT_ConfirmedCases.data|Bartholomew_Indiana_UnitedStates.NYT_ConfirmedCases.missing|Bartholomew_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Bartholomew_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Bartholomew_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Bartholomew_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|11447.0|0|11471.0|0|179.0|0|0.0|100
0|2021-10-18|11505.0|0|11529.0|0|179.0|0|0.0|100
0|2021-10-19|11517.0|0|11541.0|0|179.0|0|0.0|100
0|2021-10-20|11548.0|0|11572.0|0|180.0|0|0.0|100
0|2021-10-21|11602.0|0|11626.0|0|180.0|0|0.0|100
0|2021-10-22|11639.0|0|11663.0|0|180.0|0|0.0|100
0|2021-10-23|11639.0|0|11663.0|0|180.0|0|0.0|100
0|2021-10-24|11639.0|0|11663.0|0|180.0|0|0.0|100
0|2021-10-25|11695.0|0|11719.0|0|180.0|0|0.0|100
0|2021-10-26|11712.0|0|11736.0|0|180.0|0|0.0|100
0|2021-10-27|11730.0|0|11754.0|0|181.0|0|0.0|100
0|2021-10-28|11765.0|0|11789.0|0|181.0|0|0.0|100
0|2021-10-29|11787.0|0|11811.0|0|181.0|0|0.0|100
0|2021-10-30|11787.0|0|11811.0|0|181.0|0|0.0|100
0|2021-10-31|11787.0|0|11811.0|0|181.0|0|0.0|100
0|2021-11-01|11828.0|0|11852.0|0|181.0|0|0.0|100
0|2021-11-02|11841.0|0|11865.0|0|182.0|0|0.0|100
0|2021-11-03|11857.0|0|11881.0|0|182.0|0|0.0|100
0|2021-11-04|11881.0|0|11905.0|0|182.0|0|0.0|100
0|2021-11-05|11908.0|0|11932.0|0|182.0|0|0.0|100
0|2021-11-06|11908.0|0|11932.0|0|182.0|0|0.0|100
0|2021-11-07|11908.0|0|11932.0|0|182.0|0|0.0|100
0|2021-11-08|11972.0|0|11996.0|0|182.0|0|0.0|100
0|2021-11-09|11989.0|0|12013.0|0|183.0|0|0.0|100
0|2021-11-10|12030.0|0|12054.0|0|184.0|0|0.0|100
0|2021-11-11|12105.0|0|12129.0|0|184.0|0|0.0|100
0|2021-11-12|12148.0|0|12172.0|0|185.0|0|0.0|100
0|2021-11-13|12148.0|0|12172.0|0|185.0|0|0.0|100
0|2021-11-14|12148.0|0|12172.0|0|185.0|0|0.0|100
0|2021-11-15|12219.0|0|12243.0|0|185.0|0|0.0|100
0|2021-11-16|12242.0|0|12266.0|0|186.0|0|0.0|100
0|2021-11-17|12293.0|0|12317.0|0|186.0|0|0.0|100
0|2021-11-18|12326.0|0|12350.0|0|186.0|0|0.0|100
0|2021-11-19|12359.0|0|12383.0|0|186.0|0|0.0|100
0|2021-11-20|12359.0|0|12383.0|0|186.0|0|0.0|100
0|2021-11-21|12359.0|0|12383.0|0|186.0|0|0.0|100
0|2021-11-22|12466.0|0|12490.0|0|187.0|0|0.0|100
0|2021-11-23|12495.0|0|12519.0|0|188.0|0|0.0|100
0|2021-11-24|12544.0|0|12568.0|0|188.0|0|0.0|100
0|2021-11-25|12544.0|0|12568.0|0|188.0|0|0.0|100
0|2021-11-26|12544.0|0|12568.0|0|188.0|0|0.0|100
0|2021-11-27|12544.0|0|12568.0|0|188.0|0|0.0|100
0|2021-11-28|12544.0|0|12568.0|0|188.0|0|0.0|100
0|2021-11-29|12686.0|0|12710.0|0|188.0|0|0.0|100
0|2021-11-30|12729.0|0|12753.0|0|189.0|0|0.0|100
