|dates|Bartholomew_Indiana_UnitedStates.JHU_ConfirmedCases.data|Bartholomew_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Bartholomew_Indiana_UnitedStates.NYT_ConfirmedCases.data|Bartholomew_Indiana_UnitedStates.NYT_ConfirmedCases.missing|Bartholomew_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Bartholomew_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Bartholomew_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Bartholomew_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-01|12813.0|0|12837.0|0|190.0|0|0.0|100
0|2021-12-02|12894.0|0|12918.0|0|190.0|0|0.0|100
0|2021-12-03|12983.0|0|13007.0|0|190.0|0|0.0|100
0|2021-12-04|12983.0|0|13007.0|0|190.0|0|0.0|100
0|2021-12-05|12983.0|0|13007.0|0|190.0|0|0.0|100
0|2021-12-06|13180.0|0|13204.0|0|191.0|0|0.0|100
0|2021-12-07|13229.0|0|13253.0|0|191.0|0|0.0|100
0|2021-12-08|13288.0|0|13312.0|0|193.0|0|0.0|100
0|2021-12-09|13373.0|0|13397.0|0|194.0|0|0.0|100
0|2021-12-10|13437.0|0|13461.0|0|195.0|0|0.0|100
0|2021-12-11|13437.0|0|13461.0|0|195.0|0|0.0|100
0|2021-12-12|13437.0|0|13461.0|0|195.0|0|0.0|100
0|2021-12-13|13584.0|0|13608.0|0|195.0|0|0.0|100
0|2021-12-14|13584.0|0|13668.0|0|195.0|0|0.0|100
0|2021-12-15|13701.0|0|13725.0|0|196.0|0|0.0|100
0|2021-12-16|13776.0|0|13800.0|0|196.0|0|0.0|100
0|2021-12-17|13852.0|0|13876.0|0|196.0|0|0.0|100
0|2021-12-18|13852.0|0|13876.0|0|196.0|0|0.0|100
0|2021-12-19|13852.0|0|13876.0|0|196.0|0|0.0|100
0|2021-12-20|13976.0|0|14000.0|0|197.0|0|0.0|100
0|2021-12-21|14025.0|0|14049.0|0|199.0|0|0.0|100
0|2021-12-22|14076.0|0|14100.0|0|200.0|0|0.0|100
0|2021-12-23|14076.0|0|14100.0|0|200.0|0|0.0|100
0|2021-12-24|14076.0|0|14100.0|0|200.0|0|0.0|100
0|2021-12-25|14076.0|0|14100.0|0|200.0|0|0.0|100
0|2021-12-26|14076.0|0|14100.0|0|200.0|0|0.0|100
0|2021-12-27|14312.0|0|14337.0|0|200.0|0|0.0|100
0|2021-12-28|14342.0|0|14367.0|0|201.0|0|0.0|100
0|2021-12-29|14437.0|0|14463.0|0|201.0|0|0.0|100
0|2021-12-30|14543.0|0|14569.0|0|201.0|0|0.0|100
0|2021-12-31|14543.0|0|14569.0|0|201.0|0|0.0|100
0|2022-01-01|14543.0|0|14569.0|0|201.0|0|0.0|100
0|2022-01-02|14543.0|0|14569.0|0|201.0|0|0.0|100
0|2022-01-03|14879.0|0|14905.0|0|201.0|0|0.0|100
0|2022-01-04|14937.0|0|14964.0|0|201.0|0|0.0|100
0|2022-01-05|15080.0|0|15107.0|0|205.0|0|0.0|100
0|2022-01-06|15248.0|0|15275.0|0|206.0|0|0.0|100
0|2022-01-07|15433.0|0|15460.0|0|207.0|0|0.0|100
0|2022-01-08|15433.0|0|15460.0|0|207.0|0|0.0|100
0|2022-01-09|15433.0|0|15460.0|0|207.0|0|0.0|100
0|2022-01-10|15911.0|0|15938.0|0|208.0|0|0.0|100
0|2022-01-11|16109.0|0|16136.0|0|208.0|0|0.0|100
0|2022-01-12|16335.0|0|16362.0|0|209.0|0|0.0|100
0|2022-01-13|16335.0|0|16648.0|0|209.0|0|0.0|100
0|2022-01-14|16862.0|0|16889.0|0|210.0|0|0.0|100
0|2022-01-15|16862.0|0|16889.0|0|210.0|0|0.0|100
0|2022-01-16|16862.0|0|16889.0|0|210.0|0|0.0|100
0|2022-01-17|17399.0|0|0.0|100|212.0|0|0.0|100
