|dates|Ciales_PuertoRico_UnitedStates.BLS_EmployedPopulation.data|Ciales_PuertoRico_UnitedStates.BLS_EmployedPopulation.missing|Ciales_PuertoRico_UnitedStates.BLS_UnemployedPopulation.data|Ciales_PuertoRico_UnitedStates.BLS_UnemployedPopulation.missing|Ciales_PuertoRico_UnitedStates.BLS_UnemploymentRate.data|Ciales_PuertoRico_UnitedStates.BLS_UnemploymentRate.missing|Ciales_PuertoRico_UnitedStates.BLS_LaborForcePopulation.data|Ciales_PuertoRico_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|3097.0|0|491.0|0|13.684503901895207|0|3588.0|0
0|2020-01-02|3097.0|0|491.0|0|13.684503901895207|0|3588.0|0
0|2020-01-03|3097.0|0|491.0|0|13.684503901895207|0|3588.0|0
0|2020-01-04|3097.0|0|491.0|0|13.684503901895207|0|3588.0|0
0|2020-01-05|3097.0|0|491.0|0|13.684503901895207|0|3588.0|0
0|2020-01-06|3097.0|0|491.0|0|13.684503901895207|0|3588.0|0
0|2020-01-07|3097.0|0|491.0|0|13.684503901895207|0|3588.0|0
0|2020-01-08|3097.0|0|491.0|0|13.684503901895207|0|3588.0|0
0|2020-01-09|3097.0|0|491.0|0|13.684503901895207|0|3588.0|0
0|2020-01-10|3097.0|0|491.0|0|13.684503901895207|0|3588.0|0
0|2020-01-11|3097.0|0|491.0|0|13.684503901895207|0|3588.0|0
0|2020-01-12|3097.0|0|491.0|0|13.684503901895207|0|3588.0|0
0|2020-01-13|3097.0|0|491.0|0|13.684503901895207|0|3588.0|0
0|2020-01-14|3097.0|0|491.0|0|13.684503901895207|0|3588.0|0
0|2020-01-15|3097.0|0|491.0|0|13.684503901895207|0|3588.0|0
0|2020-01-16|3097.0|0|491.0|0|13.684503901895207|0|3588.0|0
0|2020-01-17|3097.0|0|491.0|0|13.684503901895207|0|3588.0|0
0|2020-01-18|3097.0|0|491.0|0|13.684503901895207|0|3588.0|0
0|2020-01-19|3097.0|0|491.0|0|13.684503901895207|0|3588.0|0
0|2020-01-20|3097.0|0|491.0|0|13.684503901895207|0|3588.0|0
0|2020-01-21|3097.0|0|491.0|0|13.684503901895207|0|3588.0|0
0|2020-01-22|3097.0|0|491.0|0|13.684503901895207|0|3588.0|0
0|2020-01-23|3097.0|0|491.0|0|13.684503901895207|0|3588.0|0
0|2020-01-24|3097.0|0|491.0|0|13.684503901895207|0|3588.0|0
0|2020-01-25|3097.0|0|491.0|0|13.684503901895207|0|3588.0|0
0|2020-01-26|3097.0|0|491.0|0|13.684503901895207|0|3588.0|0
0|2020-01-27|3097.0|0|491.0|0|13.684503901895207|0|3588.0|0
0|2020-01-28|3097.0|0|491.0|0|13.684503901895207|0|3588.0|0
0|2020-01-29|3097.0|0|491.0|0|13.684503901895207|0|3588.0|0
0|2020-01-30|3097.0|0|491.0|0|13.684503901895207|0|3588.0|0
0|2020-01-31|3097.0|0|491.0|0|13.684503901895207|0|3588.0|0
0|2020-02-01|3168.0|0|362.0|0|10.254957507082153|0|3530.0|0
0|2020-02-02|3168.0|0|362.0|0|10.254957507082153|0|3530.0|0
0|2020-02-03|3168.0|0|362.0|0|10.254957507082153|0|3530.0|0
0|2020-02-04|3168.0|0|362.0|0|10.254957507082153|0|3530.0|0
0|2020-02-05|3168.0|0|362.0|0|10.254957507082153|0|3530.0|0
0|2020-02-06|3168.0|0|362.0|0|10.254957507082153|0|3530.0|0
0|2020-02-07|3168.0|0|362.0|0|10.254957507082153|0|3530.0|0
0|2020-02-08|3168.0|0|362.0|0|10.254957507082153|0|3530.0|0
0|2020-02-09|3168.0|0|362.0|0|10.254957507082153|0|3530.0|0
0|2020-02-10|3168.0|0|362.0|0|10.254957507082153|0|3530.0|0
0|2020-02-11|3168.0|0|362.0|0|10.254957507082153|0|3530.0|0
0|2020-02-12|3168.0|0|362.0|0|10.254957507082153|0|3530.0|0
0|2020-02-13|3168.0|0|362.0|0|10.254957507082153|0|3530.0|0
0|2020-02-14|3168.0|0|362.0|0|10.254957507082153|0|3530.0|0
0|2020-02-15|3168.0|0|362.0|0|10.254957507082153|0|3530.0|0
0|2020-02-16|3168.0|0|362.0|0|10.254957507082153|0|3530.0|0
0|2020-02-17|3168.0|0|362.0|0|10.254957507082153|0|3530.0|0
0|2020-02-18|3168.0|0|362.0|0|10.254957507082153|0|3530.0|0
0|2020-02-19|3168.0|0|362.0|0|10.254957507082153|0|3530.0|0
0|2020-02-20|3168.0|0|362.0|0|10.254957507082153|0|3530.0|0
0|2020-02-21|3168.0|0|362.0|0|10.254957507082153|0|3530.0|0
0|2020-02-22|3168.0|0|362.0|0|10.254957507082153|0|3530.0|0
0|2020-02-23|3168.0|0|362.0|0|10.254957507082153|0|3530.0|0
0|2020-02-24|3168.0|0|362.0|0|10.254957507082153|0|3530.0|0
