|dates|Lee_Georgia_UnitedStates.JHU_ConfirmedCases.data|Lee_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Lee_Georgia_UnitedStates.NYT_ConfirmedCases.data|Lee_Georgia_UnitedStates.NYT_ConfirmedCases.missing|Lee_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Lee_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Lee_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Lee_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|4615.0|0|4648.0|0|79.0|0|0.0|100
0|2021-10-18|4631.0|0|4665.0|0|79.0|0|0.0|100
0|2021-10-19|4636.0|0|4670.0|0|79.0|0|0.0|100
0|2021-10-20|4644.0|0|4678.0|0|79.0|0|0.0|100
0|2021-10-21|4657.0|0|4691.0|0|79.0|0|0.0|100
0|2021-10-22|4667.0|0|4701.0|0|79.0|0|0.0|100
0|2021-10-23|4667.0|0|4701.0|0|79.0|0|0.0|100
0|2021-10-24|4667.0|0|4701.0|0|79.0|0|0.0|100
0|2021-10-25|4675.0|0|4710.0|0|79.0|0|0.0|100
0|2021-10-26|4676.0|0|4711.0|0|79.0|0|0.0|100
0|2021-10-27|4680.0|0|4715.0|0|79.0|0|0.0|100
0|2021-10-28|4682.0|0|4717.0|0|79.0|0|0.0|100
0|2021-10-29|4685.0|0|4720.0|0|80.0|0|0.0|100
0|2021-10-30|4685.0|0|4720.0|0|80.0|0|0.0|100
0|2021-10-31|4685.0|0|4720.0|0|80.0|0|0.0|100
0|2021-11-01|4698.0|0|4733.0|0|80.0|0|0.0|100
0|2021-11-02|4699.0|0|4734.0|0|80.0|0|0.0|100
0|2021-11-03|4709.0|0|4744.0|0|80.0|0|0.0|100
0|2021-11-04|4713.0|0|4748.0|0|80.0|0|0.0|100
0|2021-11-05|4725.0|0|4760.0|0|80.0|0|0.0|100
0|2021-11-06|4725.0|0|4760.0|0|80.0|0|0.0|100
0|2021-11-07|4725.0|0|4760.0|0|80.0|0|0.0|100
0|2021-11-08|4725.0|0|4758.0|0|80.0|0|0.0|100
0|2021-11-09|4734.0|0|4767.0|0|80.0|0|0.0|100
0|2021-11-10|4734.0|0|4769.0|0|80.0|0|0.0|100
0|2021-11-11|4736.0|0|4769.0|0|80.0|0|0.0|100
0|2021-11-12|4744.0|0|4777.0|0|80.0|0|0.0|100
0|2021-11-13|4744.0|0|4777.0|0|80.0|0|0.0|100
0|2021-11-14|4744.0|0|4777.0|0|80.0|0|0.0|100
0|2021-11-15|4752.0|0|4785.0|0|80.0|0|0.0|100
0|2021-11-16|4755.0|0|4788.0|0|80.0|0|0.0|100
0|2021-11-17|4760.0|0|4793.0|0|80.0|0|0.0|100
0|2021-11-18|4763.0|0|4796.0|0|81.0|0|0.0|100
0|2021-11-19|4765.0|0|4798.0|0|81.0|0|0.0|100
0|2021-11-20|4765.0|0|4798.0|0|81.0|0|0.0|100
0|2021-11-21|4765.0|0|4798.0|0|81.0|0|0.0|100
0|2021-11-22|4770.0|0|4802.0|0|82.0|0|0.0|100
0|2021-11-23|4772.0|0|4804.0|0|82.0|0|0.0|100
0|2021-11-24|4777.0|0|4809.0|0|82.0|0|0.0|100
0|2021-11-25|4777.0|0|4809.0|0|82.0|0|0.0|100
0|2021-11-26|4777.0|0|4809.0|0|82.0|0|0.0|100
0|2021-11-27|4777.0|0|4809.0|0|82.0|0|0.0|100
0|2021-11-28|4777.0|0|4809.0|0|82.0|0|0.0|100
0|2021-11-29|4779.0|0|4811.0|0|82.0|0|0.0|100
0|2021-11-30|4784.0|0|4813.0|0|82.0|0|0.0|100
0|2021-12-01|4786.0|0|4815.0|0|82.0|0|0.0|100
0|2021-12-02|4786.0|0|4821.0|0|82.0|0|0.0|100
0|2021-12-03|4795.0|0|4824.0|0|82.0|0|0.0|100
0|2021-12-04|4795.0|0|4824.0|0|82.0|0|0.0|100
0|2021-12-05|4795.0|0|4824.0|0|82.0|0|0.0|100
0|2021-12-06|4798.0|0|4827.0|0|82.0|0|0.0|100
0|2021-12-07|4803.0|0|4832.0|0|82.0|0|0.0|100
0|2021-12-08|4810.0|0|4839.0|0|82.0|0|0.0|100
0|2021-12-09|4812.0|0|4841.0|0|82.0|0|0.0|100
0|2021-12-10|4820.0|0|4849.0|0|82.0|0|0.0|100
0|2021-12-11|4820.0|0|4849.0|0|82.0|0|0.0|100
0|2021-12-12|4820.0|0|4849.0|0|82.0|0|0.0|100
0|2021-12-13|4840.0|0|4868.0|0|82.0|0|0.0|100
0|2021-12-14|4840.0|0|4874.0|0|82.0|0|0.0|100
0|2021-12-15|4848.0|0|4876.0|0|82.0|0|0.0|100
0|2021-12-16|4854.0|0|4882.0|0|82.0|0|0.0|100
0|2021-12-17|4858.0|0|4886.0|0|83.0|0|0.0|100
0|2021-12-18|4858.0|0|4886.0|0|83.0|0|0.0|100
0|2021-12-19|4858.0|0|4886.0|0|83.0|0|0.0|100
0|2021-12-20|4864.0|0|4892.0|0|83.0|0|0.0|100
0|2021-12-21|4873.0|0|4901.0|0|83.0|0|0.0|100
0|2021-12-22|4882.0|0|4910.0|0|83.0|0|0.0|100
0|2021-12-23|4890.0|0|4918.0|0|83.0|0|0.0|100
0|2021-12-24|4898.0|0|4926.0|0|83.0|0|0.0|100
0|2021-12-25|4898.0|0|4926.0|0|83.0|0|0.0|100
0|2021-12-26|4898.0|0|4926.0|0|83.0|0|0.0|100
0|2021-12-27|4910.0|0|4938.0|0|83.0|0|0.0|100
0|2021-12-28|4924.0|0|4952.0|0|83.0|0|0.0|100
0|2021-12-29|4960.0|0|4988.0|0|83.0|0|0.0|100
0|2021-12-30|4979.0|0|5007.0|0|84.0|0|0.0|100
0|2021-12-31|5014.0|0|5042.0|0|85.0|0|0.0|100
0|2022-01-01|5014.0|0|5042.0|0|85.0|0|0.0|100
0|2022-01-02|5014.0|0|5042.0|0|85.0|0|0.0|100
0|2022-01-03|5014.0|0|5042.0|0|85.0|0|0.0|100
0|2022-01-04|5116.0|0|5144.0|0|86.0|0|0.0|100
0|2022-01-05|5154.0|0|5182.0|0|86.0|0|0.0|100
0|2022-01-06|5154.0|0|5182.0|0|86.0|0|0.0|100
0|2022-01-07|5154.0|0|5182.0|0|86.0|0|0.0|100
0|2022-01-08|5154.0|0|5182.0|0|86.0|0|0.0|100
0|2022-01-09|5154.0|0|5182.0|0|86.0|0|0.0|100
0|2022-01-10|5309.0|0|5349.0|0|86.0|0|0.0|100
0|2022-01-11|5371.0|0|5411.0|0|86.0|0|0.0|100
0|2022-01-12|5417.0|0|5457.0|0|87.0|0|0.0|100
0|2022-01-13|5417.0|0|5535.0|0|87.0|0|0.0|100
0|2022-01-14|5540.0|0|5580.0|0|87.0|0|0.0|100
0|2022-01-15|5540.0|0|5580.0|0|87.0|0|0.0|100
0|2022-01-16|5540.0|0|5580.0|0|87.0|0|0.0|100
0|2022-01-17|5653.0|0|0.0|100|89.0|0|0.0|100
