|dates|Kenton_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Kenton_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Kenton_Kentucky_UnitedStates.NYT_ConfirmedCases.data|Kenton_Kentucky_UnitedStates.NYT_ConfirmedCases.missing|Kenton_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Kenton_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Kenton_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Kenton_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-21|24861.0|0|26017.0|0|273.0|0|0.0|100
0|2021-11-22|25023.0|0|26213.0|0|275.0|0|0.0|100
0|2021-11-23|25105.0|0|26251.0|0|276.0|0|0.0|100
0|2021-11-24|25223.0|0|26386.0|0|276.0|0|0.0|100
0|2021-11-25|25223.0|0|26386.0|0|276.0|0|0.0|100
0|2021-11-26|25223.0|0|26386.0|0|276.0|0|0.0|100
0|2021-11-27|25223.0|0|26386.0|0|276.0|0|0.0|100
0|2021-11-28|25223.0|0|26386.0|0|276.0|0|0.0|100
0|2021-11-29|25472.0|0|26679.0|0|276.0|0|0.0|100
0|2021-11-30|25549.0|0|26750.0|0|278.0|0|0.0|100
0|2021-12-01|25665.0|0|26859.0|0|282.0|0|0.0|100
0|2021-12-02|25665.0|0|27010.0|0|282.0|0|0.0|100
0|2021-12-03|25928.0|0|27155.0|0|285.0|0|0.0|100
0|2021-12-04|25928.0|0|27155.0|0|285.0|0|0.0|100
0|2021-12-05|25928.0|0|27155.0|0|285.0|0|0.0|100
0|2021-12-06|26143.0|0|27465.0|0|290.0|0|0.0|100
0|2021-12-07|26205.0|0|27534.0|0|293.0|0|0.0|100
0|2021-12-08|26324.0|0|27662.0|0|298.0|0|0.0|100
0|2021-12-09|26402.0|0|27730.0|0|300.0|0|0.0|100
0|2021-12-10|26526.0|0|27831.0|0|301.0|0|0.0|100
0|2021-12-11|26526.0|0|27831.0|0|301.0|0|0.0|100
0|2021-12-12|26526.0|0|27831.0|0|301.0|0|0.0|100
0|2021-12-13|26708.0|0|28047.0|0|306.0|0|0.0|100
0|2021-12-14|26708.0|0|28109.0|0|306.0|0|0.0|100
0|2021-12-15|26874.0|0|28211.0|0|306.0|0|0.0|100
0|2021-12-16|26970.0|0|28277.0|0|306.0|0|0.0|100
0|2021-12-17|27073.0|0|28476.0|0|306.0|0|0.0|100
0|2021-12-18|27073.0|0|28476.0|0|306.0|0|0.0|100
0|2021-12-19|27073.0|0|28476.0|0|306.0|0|0.0|100
0|2021-12-20|27304.0|0|28739.0|0|307.0|0|0.0|100
0|2021-12-21|27369.0|0|28821.0|0|308.0|0|0.0|100
0|2021-12-22|27456.0|0|28947.0|0|309.0|0|0.0|100
0|2021-12-23|27456.0|0|28947.0|0|309.0|0|0.0|100
0|2021-12-24|27456.0|0|28947.0|0|309.0|0|0.0|100
0|2021-12-25|27456.0|0|28947.0|0|309.0|0|0.0|100
0|2021-12-26|27456.0|0|28947.0|0|309.0|0|0.0|100
0|2021-12-27|27924.0|0|29341.0|0|316.0|0|0.0|100
0|2021-12-28|28072.0|0|29715.0|0|317.0|0|0.0|100
0|2021-12-29|28334.0|0|30064.0|0|317.0|0|0.0|100
0|2021-12-30|28334.0|0|30064.0|0|317.0|0|0.0|100
0|2021-12-31|28334.0|0|30064.0|0|317.0|0|0.0|100
0|2022-01-01|28334.0|0|30064.0|0|317.0|0|0.0|100
0|2022-01-02|28334.0|0|30064.0|0|317.0|0|0.0|100
0|2022-01-03|29312.0|0|31446.0|0|318.0|0|0.0|100
0|2022-01-04|29581.0|0|31696.0|0|321.0|0|0.0|100
0|2022-01-05|29926.0|0|32111.0|0|322.0|0|0.0|100
0|2022-01-06|30427.0|0|32743.0|0|322.0|0|0.0|100
0|2022-01-07|30882.0|0|33288.0|0|322.0|0|0.0|100
0|2022-01-08|30882.0|0|33288.0|0|322.0|0|0.0|100
0|2022-01-09|30882.0|0|33288.0|0|322.0|0|0.0|100
0|2022-01-10|31812.0|0|34539.0|0|322.0|0|0.0|100
0|2022-01-11|32120.0|0|34865.0|0|323.0|0|0.0|100
0|2022-01-12|32652.0|0|35602.0|0|323.0|0|0.0|100
0|2022-01-13|32652.0|0|36107.0|0|323.0|0|0.0|100
0|2022-01-14|33447.0|0|36616.0|0|324.0|0|0.0|100
0|2022-01-15|33447.0|0|36616.0|0|324.0|0|0.0|100
0|2022-01-16|33447.0|0|36616.0|0|324.0|0|0.0|100
0|2022-01-17|33447.0|0|0.0|100|324.0|0|0.0|100
