|dates|Stanton_Kansas_UnitedStates.BLS_EmployedPopulation.data|Stanton_Kansas_UnitedStates.BLS_EmployedPopulation.missing|Stanton_Kansas_UnitedStates.BLS_UnemployedPopulation.data|Stanton_Kansas_UnitedStates.BLS_UnemployedPopulation.missing|Stanton_Kansas_UnitedStates.BLS_UnemploymentRate.data|Stanton_Kansas_UnitedStates.BLS_UnemploymentRate.missing|Stanton_Kansas_UnitedStates.BLS_LaborForcePopulation.data|Stanton_Kansas_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-11-21|1071.0|0|20.0|0|1.833180568285976|0|1091.0|0
0|2021-11-22|1071.0|0|20.0|0|1.833180568285976|0|1091.0|0
0|2021-11-23|1071.0|0|20.0|0|1.833180568285976|0|1091.0|0
0|2021-11-24|1071.0|0|20.0|0|1.833180568285976|0|1091.0|0
0|2021-11-25|1071.0|0|20.0|0|1.833180568285976|0|1091.0|0
0|2021-11-26|1071.0|0|20.0|0|1.833180568285976|0|1091.0|0
0|2021-11-27|1071.0|0|20.0|0|1.833180568285976|0|1091.0|0
0|2021-11-28|1071.0|0|20.0|0|1.833180568285976|0|1091.0|0
0|2021-11-29|1071.0|0|20.0|0|1.833180568285976|0|1091.0|0
0|2021-11-30|1071.0|0|20.0|0|1.833180568285976|0|1091.0|0
0|2021-12-01|1071.0|0|20.0|0|1.833180568285976|0|1091.0|0
0|2021-12-02|1071.0|0|20.0|0|1.833180568285976|0|1091.0|0
0|2021-12-03|1071.0|0|20.0|0|1.833180568285976|0|1091.0|0
0|2021-12-04|1071.0|0|20.0|0|1.833180568285976|0|1091.0|0
0|2021-12-05|1071.0|0|20.0|0|1.833180568285976|0|1091.0|0
0|2021-12-06|1071.0|0|20.0|0|1.833180568285976|0|1091.0|0
0|2021-12-07|1071.0|0|20.0|0|1.833180568285976|0|1091.0|0
0|2021-12-08|1071.0|0|20.0|0|1.833180568285976|0|1091.0|0
0|2021-12-09|1071.0|0|20.0|0|1.833180568285976|0|1091.0|0
0|2021-12-10|1071.0|0|20.0|0|1.833180568285976|0|1091.0|0
0|2021-12-11|1071.0|0|20.0|0|1.833180568285976|0|1091.0|0
0|2021-12-12|1071.0|0|20.0|0|1.833180568285976|0|1091.0|0
0|2021-12-13|1071.0|0|20.0|0|1.833180568285976|0|1091.0|0
0|2021-12-14|1071.0|0|20.0|0|1.833180568285976|0|1091.0|0
0|2021-12-15|1071.0|0|20.0|0|1.833180568285976|0|1091.0|0
0|2021-12-16|1071.0|0|20.0|0|1.833180568285976|0|1091.0|0
0|2021-12-17|1071.0|0|20.0|0|1.833180568285976|0|1091.0|0
0|2021-12-18|1071.0|0|20.0|0|1.833180568285976|0|1091.0|0
0|2021-12-19|1071.0|0|20.0|0|1.833180568285976|0|1091.0|0
0|2021-12-20|1071.0|0|20.0|0|1.833180568285976|0|1091.0|0
0|2021-12-21|1071.0|0|20.0|0|1.833180568285976|0|1091.0|0
0|2021-12-22|1071.0|0|20.0|0|1.833180568285976|0|1091.0|0
0|2021-12-23|1071.0|0|20.0|0|1.833180568285976|0|1091.0|0
0|2021-12-24|1071.0|0|20.0|0|1.833180568285976|0|1091.0|0
0|2021-12-25|1071.0|0|20.0|0|1.833180568285976|0|1091.0|0
0|2021-12-26|1071.0|0|20.0|0|1.833180568285976|0|1091.0|0
0|2021-12-27|1071.0|0|20.0|0|1.833180568285976|0|1091.0|0
0|2021-12-28|1071.0|0|20.0|0|1.833180568285976|0|1091.0|0
0|2021-12-29|1071.0|0|20.0|0|1.833180568285976|0|1091.0|0
0|2021-12-30|1071.0|0|20.0|0|1.833180568285976|0|1091.0|0
0|2021-12-31|1071.0|0|20.0|0|1.833180568285976|0|1091.0|0
0|2022-01-01|1071.0|0|20.0|0|1.833180568285976|0|1091.0|0
0|2022-01-02|1071.0|0|20.0|0|1.833180568285976|0|1091.0|0
0|2022-01-03|1071.0|0|20.0|0|1.833180568285976|0|1091.0|0
0|2022-01-04|1071.0|0|20.0|0|1.833180568285976|0|1091.0|0
0|2022-01-05|1071.0|0|20.0|0|1.833180568285976|0|1091.0|0
0|2022-01-06|1071.0|0|20.0|0|1.833180568285976|0|1091.0|0
0|2022-01-07|1071.0|0|20.0|0|1.833180568285976|0|1091.0|0
0|2022-01-08|1071.0|0|20.0|0|1.833180568285976|0|1091.0|0
0|2022-01-09|1071.0|0|20.0|0|1.833180568285976|0|1091.0|0
0|2022-01-10|1071.0|0|20.0|0|1.833180568285976|0|1091.0|0
0|2022-01-11|1071.0|0|20.0|0|1.833180568285976|0|1091.0|0
0|2022-01-12|1071.0|0|20.0|0|1.833180568285976|0|1091.0|0
0|2022-01-13|1071.0|0|20.0|0|1.833180568285976|0|1091.0|0
0|2022-01-14|1071.0|0|20.0|0|1.833180568285976|0|1091.0|0
0|2022-01-15|1071.0|0|20.0|0|1.833180568285976|0|1091.0|0
0|2022-01-16|1071.0|0|20.0|0|1.833180568285976|0|1091.0|0
0|2022-01-17|1071.0|0|20.0|0|1.833180568285976|0|1091.0|0
