|dates|Ellis_Kansas_UnitedStates.JHU_ConfirmedCases.data|Ellis_Kansas_UnitedStates.JHU_ConfirmedCases.missing|Ellis_Kansas_UnitedStates.NYT_ConfirmedCases.data|Ellis_Kansas_UnitedStates.NYT_ConfirmedCases.missing|Ellis_Kansas_UnitedStates.JHU_ConfirmedDeaths.data|Ellis_Kansas_UnitedStates.JHU_ConfirmedDeaths.missing|Ellis_Kansas_UnitedStates.JHU_ConfirmedRecoveries.data|Ellis_Kansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|4467.0|0|4467.0|0|76.0|0|0.0|100
0|2021-10-18|4481.0|0|4481.0|0|76.0|0|0.0|100
0|2021-10-19|4481.0|0|4481.0|0|76.0|0|0.0|100
0|2021-10-20|4510.0|0|4510.0|0|76.0|0|0.0|100
0|2021-10-21|4510.0|0|4510.0|0|76.0|0|0.0|100
0|2021-10-22|4522.0|0|4522.0|0|76.0|0|0.0|100
0|2021-10-23|4522.0|0|4522.0|0|76.0|0|0.0|100
0|2021-10-24|4522.0|0|4522.0|0|76.0|0|0.0|100
0|2021-10-25|4534.0|0|4534.0|0|76.0|0|0.0|100
0|2021-10-26|4534.0|0|4534.0|0|76.0|0|0.0|100
0|2021-10-27|4569.0|0|4569.0|0|76.0|0|0.0|100
0|2021-10-28|4569.0|0|4569.0|0|76.0|0|0.0|100
0|2021-10-29|4586.0|0|4586.0|0|76.0|0|0.0|100
0|2021-10-30|4586.0|0|4586.0|0|76.0|0|0.0|100
0|2021-10-31|4586.0|0|4586.0|0|76.0|0|0.0|100
0|2021-11-01|4604.0|0|4604.0|0|76.0|0|0.0|100
0|2021-11-02|4604.0|0|4604.0|0|76.0|0|0.0|100
0|2021-11-03|4623.0|0|4623.0|0|76.0|0|0.0|100
0|2021-11-04|4623.0|0|4623.0|0|76.0|0|0.0|100
0|2021-11-05|4645.0|0|4645.0|0|76.0|0|0.0|100
0|2021-11-06|4645.0|0|4645.0|0|76.0|0|0.0|100
0|2021-11-07|4645.0|0|4645.0|0|76.0|0|0.0|100
0|2021-11-08|4657.0|0|4657.0|0|76.0|0|0.0|100
0|2021-11-09|4657.0|0|4657.0|0|76.0|0|0.0|100
0|2021-11-10|4657.0|0|4672.0|0|76.0|0|0.0|100
0|2021-11-11|4672.0|0|4672.0|0|76.0|0|0.0|100
0|2021-11-12|4692.0|0|4692.0|0|76.0|0|0.0|100
0|2021-11-13|4692.0|0|4692.0|0|76.0|0|0.0|100
0|2021-11-14|4692.0|0|4692.0|0|76.0|0|0.0|100
0|2021-11-15|4717.0|0|4717.0|0|76.0|0|0.0|100
0|2021-11-16|4717.0|0|4717.0|0|76.0|0|0.0|100
0|2021-11-17|4748.0|0|4748.0|0|76.0|0|0.0|100
0|2021-11-18|4748.0|0|4748.0|0|76.0|0|0.0|100
0|2021-11-19|4770.0|0|4770.0|0|75.0|0|0.0|100
0|2021-11-20|4770.0|0|4770.0|0|75.0|0|0.0|100
0|2021-11-21|4770.0|0|4770.0|0|75.0|0|0.0|100
0|2021-11-22|4789.0|0|4789.0|0|75.0|0|0.0|100
0|2021-11-23|4789.0|0|4789.0|0|75.0|0|0.0|100
0|2021-11-24|4789.0|0|4812.0|0|75.0|0|0.0|100
0|2021-11-25|4812.0|0|4812.0|0|75.0|0|0.0|100
0|2021-11-26|4812.0|0|4812.0|0|75.0|0|0.0|100
0|2021-11-27|4812.0|0|4812.0|0|75.0|0|0.0|100
0|2021-11-28|4812.0|0|4812.0|0|75.0|0|0.0|100
0|2021-11-29|4858.0|0|4858.0|0|75.0|0|0.0|100
0|2021-11-30|4858.0|0|4858.0|0|75.0|0|0.0|100
0|2021-12-01|4894.0|0|4894.0|0|75.0|0|0.0|100
0|2021-12-02|4894.0|0|4894.0|0|75.0|0|0.0|100
0|2021-12-03|4894.0|0|4928.0|0|75.0|0|0.0|100
0|2021-12-04|4928.0|0|4928.0|0|75.0|0|0.0|100
0|2021-12-05|4928.0|0|4928.0|0|75.0|0|0.0|100
0|2021-12-06|4959.0|0|4959.0|0|75.0|0|0.0|100
0|2021-12-07|4959.0|0|4959.0|0|75.0|0|0.0|100
0|2021-12-08|4990.0|0|4990.0|0|75.0|0|0.0|100
0|2021-12-09|4990.0|0|4990.0|0|75.0|0|0.0|100
0|2021-12-10|5000.0|0|5000.0|0|75.0|0|0.0|100
0|2021-12-11|5000.0|0|5000.0|0|75.0|0|0.0|100
0|2021-12-12|5000.0|0|5000.0|0|75.0|0|0.0|100
0|2021-12-13|5031.0|0|5031.0|0|75.0|0|0.0|100
0|2021-12-14|5031.0|0|5031.0|0|75.0|0|0.0|100
0|2021-12-15|5060.0|0|5060.0|0|75.0|0|0.0|100
0|2021-12-16|5060.0|0|5060.0|0|75.0|0|0.0|100
0|2021-12-17|5077.0|0|5077.0|0|75.0|0|0.0|100
0|2021-12-18|5077.0|0|5077.0|0|75.0|0|0.0|100
0|2021-12-19|5077.0|0|5077.0|0|75.0|0|0.0|100
0|2021-12-20|5092.0|0|5092.0|0|75.0|0|0.0|100
0|2021-12-21|5092.0|0|5092.0|0|75.0|0|0.0|100
0|2021-12-22|5115.0|0|5115.0|0|75.0|0|0.0|100
0|2021-12-23|5115.0|0|5115.0|0|75.0|0|0.0|100
0|2021-12-24|5115.0|0|5115.0|0|75.0|0|0.0|100
0|2021-12-25|5115.0|0|5115.0|0|75.0|0|0.0|100
0|2021-12-26|5115.0|0|5115.0|0|75.0|0|0.0|100
0|2021-12-27|5171.0|0|5171.0|0|75.0|0|0.0|100
0|2021-12-28|5171.0|0|5171.0|0|75.0|0|0.0|100
0|2021-12-29|5210.0|0|5210.0|0|75.0|0|0.0|100
0|2021-12-30|5210.0|0|5210.0|0|75.0|0|0.0|100
0|2021-12-31|5210.0|0|5210.0|0|75.0|0|0.0|100
0|2022-01-01|5210.0|0|5210.0|0|75.0|0|0.0|100
0|2022-01-02|5210.0|0|5210.0|0|75.0|0|0.0|100
0|2022-01-03|5287.0|0|5287.0|0|75.0|0|0.0|100
0|2022-01-04|5287.0|0|5287.0|0|75.0|0|0.0|100
0|2022-01-05|5367.0|0|5367.0|0|75.0|0|0.0|100
0|2022-01-06|5367.0|0|5367.0|0|75.0|0|0.0|100
0|2022-01-07|5464.0|0|5464.0|0|78.0|0|0.0|100
0|2022-01-08|5464.0|0|5464.0|0|78.0|0|0.0|100
0|2022-01-09|5464.0|0|5464.0|0|78.0|0|0.0|100
0|2022-01-10|5553.0|0|5553.0|0|78.0|0|0.0|100
0|2022-01-11|5553.0|0|5553.0|0|78.0|0|0.0|100
0|2022-01-12|5553.0|0|5628.0|0|78.0|0|0.0|100
0|2022-01-13|5553.0|0|5702.0|0|78.0|0|0.0|100
0|2022-01-14|5815.0|0|5815.0|0|78.0|0|0.0|100
0|2022-01-15|5815.0|0|5815.0|0|78.0|0|0.0|100
0|2022-01-16|5815.0|0|5815.0|0|78.0|0|0.0|100
0|2022-01-17|5815.0|0|0.0|100|78.0|0|0.0|100
