|dates|Merrimack_NewHampshire_UnitedStates.JHU_ConfirmedCases.data|Merrimack_NewHampshire_UnitedStates.JHU_ConfirmedCases.missing|Merrimack_NewHampshire_UnitedStates.NYT_ConfirmedCases.data|Merrimack_NewHampshire_UnitedStates.NYT_ConfirmedCases.missing|Merrimack_NewHampshire_UnitedStates.JHU_ConfirmedDeaths.data|Merrimack_NewHampshire_UnitedStates.JHU_ConfirmedDeaths.missing|Merrimack_NewHampshire_UnitedStates.JHU_ConfirmedRecoveries.data|Merrimack_NewHampshire_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-28|16127.0|0|16127.0|0|143.0|0|0.0|100
0|2021-11-29|16613.0|0|16613.0|0|145.0|0|0.0|100
0|2021-11-30|16696.0|0|16696.0|0|147.0|0|0.0|100
0|2021-12-01|16863.0|0|16863.0|0|147.0|0|0.0|100
0|2021-12-02|17034.0|0|17034.0|0|149.0|0|0.0|100
0|2021-12-03|17034.0|0|17204.0|0|149.0|0|0.0|100
0|2021-12-04|17204.0|0|17204.0|0|149.0|0|0.0|100
0|2021-12-05|17204.0|0|17204.0|0|149.0|0|0.0|100
0|2021-12-06|17204.0|0|17606.0|0|149.0|0|0.0|100
0|2021-12-07|17724.0|0|17724.0|0|153.0|0|0.0|100
0|2021-12-08|17894.0|0|17894.0|0|154.0|0|0.0|100
0|2021-12-09|18081.0|0|18081.0|0|155.0|0|0.0|100
0|2021-12-10|18232.0|0|18232.0|0|155.0|0|0.0|100
0|2021-12-11|18232.0|0|18232.0|0|155.0|0|0.0|100
0|2021-12-12|18232.0|0|18232.0|0|155.0|0|0.0|100
0|2021-12-13|18654.0|0|18654.0|0|156.0|0|0.0|100
0|2021-12-14|18654.0|0|18753.0|0|156.0|0|0.0|100
0|2021-12-15|18930.0|0|18930.0|0|156.0|0|0.0|100
0|2021-12-16|19092.0|0|19092.0|0|156.0|0|0.0|100
0|2021-12-17|19247.0|0|19247.0|0|156.0|0|0.0|100
0|2021-12-18|19247.0|0|19247.0|0|156.0|0|0.0|100
0|2021-12-19|19247.0|0|19247.0|0|156.0|0|0.0|100
0|2021-12-20|19659.0|0|19659.0|0|156.0|0|0.0|100
0|2021-12-21|19738.0|0|19738.0|0|161.0|0|0.0|100
0|2021-12-22|19868.0|0|19868.0|0|161.0|0|0.0|100
0|2021-12-23|20025.0|0|20025.0|0|161.0|0|0.0|100
0|2021-12-24|20025.0|0|20025.0|0|161.0|0|0.0|100
0|2021-12-25|20025.0|0|20025.0|0|161.0|0|0.0|100
0|2021-12-26|20025.0|0|20025.0|0|161.0|0|0.0|100
0|2021-12-27|20450.0|0|20450.0|0|164.0|0|0.0|100
0|2021-12-28|20503.0|0|20503.0|0|167.0|0|0.0|100
0|2021-12-29|20662.0|0|20662.0|0|167.0|0|0.0|100
0|2021-12-30|20874.0|0|20874.0|0|168.0|0|0.0|100
0|2021-12-31|20874.0|0|20874.0|0|168.0|0|0.0|100
0|2022-01-01|20874.0|0|20874.0|0|168.0|0|0.0|100
0|2022-01-02|20874.0|0|20874.0|0|168.0|0|0.0|100
0|2022-01-03|21433.0|0|21433.0|0|171.0|0|0.0|100
0|2022-01-04|21549.0|0|21549.0|0|173.0|0|0.0|100
0|2022-01-05|21862.0|0|21862.0|0|173.0|0|0.0|100
0|2022-01-06|22172.0|0|22172.0|0|174.0|0|0.0|100
0|2022-01-07|22468.0|0|22468.0|0|174.0|0|0.0|100
0|2022-01-08|22468.0|0|22468.0|0|174.0|0|0.0|100
0|2022-01-09|22468.0|0|22468.0|0|174.0|0|0.0|100
0|2022-01-10|23478.0|0|23478.0|0|174.0|0|0.0|100
0|2022-01-11|23670.0|0|23670.0|0|174.0|0|0.0|100
0|2022-01-12|24013.0|0|24013.0|0|174.0|0|0.0|100
0|2022-01-13|24013.0|0|24460.0|0|174.0|0|0.0|100
0|2022-01-14|24667.0|0|24667.0|0|180.0|0|0.0|100
0|2022-01-15|24667.0|0|24667.0|0|180.0|0|0.0|100
0|2022-01-16|24667.0|0|24667.0|0|180.0|0|0.0|100
0|2022-01-17|24667.0|0|0.0|100|180.0|0|0.0|100
