|dates|Robertson_Kentucky_UnitedStates.BLS_EmployedPopulation.data|Robertson_Kentucky_UnitedStates.BLS_EmployedPopulation.missing|Robertson_Kentucky_UnitedStates.BLS_UnemployedPopulation.data|Robertson_Kentucky_UnitedStates.BLS_UnemployedPopulation.missing|Robertson_Kentucky_UnitedStates.BLS_UnemploymentRate.data|Robertson_Kentucky_UnitedStates.BLS_UnemploymentRate.missing|Robertson_Kentucky_UnitedStates.BLS_LaborForcePopulation.data|Robertson_Kentucky_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-11-07|749.0|0|27.0|0|3.479381443298969|0|776.0|0
0|2021-11-08|749.0|0|27.0|0|3.479381443298969|0|776.0|0
0|2021-11-09|749.0|0|27.0|0|3.479381443298969|0|776.0|0
0|2021-11-10|749.0|0|27.0|0|3.479381443298969|0|776.0|0
0|2021-11-11|749.0|0|27.0|0|3.479381443298969|0|776.0|0
0|2021-11-12|749.0|0|27.0|0|3.479381443298969|0|776.0|0
0|2021-11-13|749.0|0|27.0|0|3.479381443298969|0|776.0|0
0|2021-11-14|749.0|0|27.0|0|3.479381443298969|0|776.0|0
0|2021-11-15|749.0|0|27.0|0|3.479381443298969|0|776.0|0
0|2021-11-16|749.0|0|27.0|0|3.479381443298969|0|776.0|0
0|2021-11-17|749.0|0|27.0|0|3.479381443298969|0|776.0|0
0|2021-11-18|749.0|0|27.0|0|3.479381443298969|0|776.0|0
0|2021-11-19|749.0|0|27.0|0|3.479381443298969|0|776.0|0
0|2021-11-20|749.0|0|27.0|0|3.479381443298969|0|776.0|0
0|2021-11-21|749.0|0|27.0|0|3.479381443298969|0|776.0|0
0|2021-11-22|749.0|0|27.0|0|3.479381443298969|0|776.0|0
0|2021-11-23|749.0|0|27.0|0|3.479381443298969|0|776.0|0
0|2021-11-24|749.0|0|27.0|0|3.479381443298969|0|776.0|0
0|2021-11-25|749.0|0|27.0|0|3.479381443298969|0|776.0|0
0|2021-11-26|749.0|0|27.0|0|3.479381443298969|0|776.0|0
0|2021-11-27|749.0|0|27.0|0|3.479381443298969|0|776.0|0
0|2021-11-28|749.0|0|27.0|0|3.479381443298969|0|776.0|0
0|2021-11-29|749.0|0|27.0|0|3.479381443298969|0|776.0|0
0|2021-11-30|749.0|0|27.0|0|3.479381443298969|0|776.0|0
0|2021-12-01|749.0|0|27.0|0|3.479381443298969|0|776.0|0
0|2021-12-02|749.0|0|27.0|0|3.479381443298969|0|776.0|0
0|2021-12-03|749.0|0|27.0|0|3.479381443298969|0|776.0|0
0|2021-12-04|749.0|0|27.0|0|3.479381443298969|0|776.0|0
0|2021-12-05|749.0|0|27.0|0|3.479381443298969|0|776.0|0
0|2021-12-06|749.0|0|27.0|0|3.479381443298969|0|776.0|0
0|2021-12-07|749.0|0|27.0|0|3.479381443298969|0|776.0|0
0|2021-12-08|749.0|0|27.0|0|3.479381443298969|0|776.0|0
0|2021-12-09|749.0|0|27.0|0|3.479381443298969|0|776.0|0
0|2021-12-10|749.0|0|27.0|0|3.479381443298969|0|776.0|0
0|2021-12-11|749.0|0|27.0|0|3.479381443298969|0|776.0|0
0|2021-12-12|749.0|0|27.0|0|3.479381443298969|0|776.0|0
0|2021-12-13|749.0|0|27.0|0|3.479381443298969|0|776.0|0
0|2021-12-14|749.0|0|27.0|0|3.479381443298969|0|776.0|0
0|2021-12-15|749.0|0|27.0|0|3.479381443298969|0|776.0|0
0|2021-12-16|749.0|0|27.0|0|3.479381443298969|0|776.0|0
0|2021-12-17|749.0|0|27.0|0|3.479381443298969|0|776.0|0
0|2021-12-18|749.0|0|27.0|0|3.479381443298969|0|776.0|0
0|2021-12-19|749.0|0|27.0|0|3.479381443298969|0|776.0|0
0|2021-12-20|749.0|0|27.0|0|3.479381443298969|0|776.0|0
0|2021-12-21|749.0|0|27.0|0|3.479381443298969|0|776.0|0
0|2021-12-22|749.0|0|27.0|0|3.479381443298969|0|776.0|0
0|2021-12-23|749.0|0|27.0|0|3.479381443298969|0|776.0|0
0|2021-12-24|749.0|0|27.0|0|3.479381443298969|0|776.0|0
0|2021-12-25|749.0|0|27.0|0|3.479381443298969|0|776.0|0
0|2021-12-26|749.0|0|27.0|0|3.479381443298969|0|776.0|0
0|2021-12-27|749.0|0|27.0|0|3.479381443298969|0|776.0|0
0|2021-12-28|749.0|0|27.0|0|3.479381443298969|0|776.0|0
0|2021-12-29|749.0|0|27.0|0|3.479381443298969|0|776.0|0
0|2021-12-30|749.0|0|27.0|0|3.479381443298969|0|776.0|0
0|2021-12-31|749.0|0|27.0|0|3.479381443298969|0|776.0|0
0|2022-01-01|749.0|0|27.0|0|3.479381443298969|0|776.0|0
0|2022-01-02|749.0|0|27.0|0|3.479381443298969|0|776.0|0
0|2022-01-03|749.0|0|27.0|0|3.479381443298969|0|776.0|0
0|2022-01-04|749.0|0|27.0|0|3.479381443298969|0|776.0|0
0|2022-01-05|749.0|0|27.0|0|3.479381443298969|0|776.0|0
0|2022-01-06|749.0|0|27.0|0|3.479381443298969|0|776.0|0
0|2022-01-07|749.0|0|27.0|0|3.479381443298969|0|776.0|0
0|2022-01-08|749.0|0|27.0|0|3.479381443298969|0|776.0|0
0|2022-01-09|749.0|0|27.0|0|3.479381443298969|0|776.0|0
0|2022-01-10|749.0|0|27.0|0|3.479381443298969|0|776.0|0
0|2022-01-11|749.0|0|27.0|0|3.479381443298969|0|776.0|0
0|2022-01-12|749.0|0|27.0|0|3.479381443298969|0|776.0|0
0|2022-01-13|749.0|0|27.0|0|3.479381443298969|0|776.0|0
0|2022-01-14|749.0|0|27.0|0|3.479381443298969|0|776.0|0
0|2022-01-15|749.0|0|27.0|0|3.479381443298969|0|776.0|0
0|2022-01-16|749.0|0|27.0|0|3.479381443298969|0|776.0|0
0|2022-01-17|749.0|0|27.0|0|3.479381443298969|0|776.0|0
