|dates|Outagamie_Wisconsin_UnitedStates.BLS_EmployedPopulation.data|Outagamie_Wisconsin_UnitedStates.BLS_EmployedPopulation.missing|Outagamie_Wisconsin_UnitedStates.BLS_UnemployedPopulation.data|Outagamie_Wisconsin_UnitedStates.BLS_UnemployedPopulation.missing|Outagamie_Wisconsin_UnitedStates.BLS_UnemploymentRate.data|Outagamie_Wisconsin_UnitedStates.BLS_UnemploymentRate.missing|Outagamie_Wisconsin_UnitedStates.BLS_LaborForcePopulation.data|Outagamie_Wisconsin_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-11-14|100959.0|0|3314.0|0|3.1781956978316535|0|104273.0|0
0|2021-11-15|100959.0|0|3314.0|0|3.1781956978316535|0|104273.0|0
0|2021-11-16|100959.0|0|3314.0|0|3.1781956978316535|0|104273.0|0
0|2021-11-17|100959.0|0|3314.0|0|3.1781956978316535|0|104273.0|0
0|2021-11-18|100959.0|0|3314.0|0|3.1781956978316535|0|104273.0|0
0|2021-11-19|100959.0|0|3314.0|0|3.1781956978316535|0|104273.0|0
0|2021-11-20|100959.0|0|3314.0|0|3.1781956978316535|0|104273.0|0
0|2021-11-21|100959.0|0|3314.0|0|3.1781956978316535|0|104273.0|0
0|2021-11-22|100959.0|0|3314.0|0|3.1781956978316535|0|104273.0|0
0|2021-11-23|100959.0|0|3314.0|0|3.1781956978316535|0|104273.0|0
0|2021-11-24|100959.0|0|3314.0|0|3.1781956978316535|0|104273.0|0
0|2021-11-25|100959.0|0|3314.0|0|3.1781956978316535|0|104273.0|0
0|2021-11-26|100959.0|0|3314.0|0|3.1781956978316535|0|104273.0|0
0|2021-11-27|100959.0|0|3314.0|0|3.1781956978316535|0|104273.0|0
0|2021-11-28|100959.0|0|3314.0|0|3.1781956978316535|0|104273.0|0
0|2021-11-29|100959.0|0|3314.0|0|3.1781956978316535|0|104273.0|0
0|2021-11-30|100959.0|0|3314.0|0|3.1781956978316535|0|104273.0|0
0|2021-12-01|100959.0|0|3314.0|0|3.1781956978316535|0|104273.0|0
0|2021-12-02|100959.0|0|3314.0|0|3.1781956978316535|0|104273.0|0
0|2021-12-03|100959.0|0|3314.0|0|3.1781956978316535|0|104273.0|0
0|2021-12-04|100959.0|0|3314.0|0|3.1781956978316535|0|104273.0|0
0|2021-12-05|100959.0|0|3314.0|0|3.1781956978316535|0|104273.0|0
0|2021-12-06|100959.0|0|3314.0|0|3.1781956978316535|0|104273.0|0
0|2021-12-07|100959.0|0|3314.0|0|3.1781956978316535|0|104273.0|0
0|2021-12-08|100959.0|0|3314.0|0|3.1781956978316535|0|104273.0|0
0|2021-12-09|100959.0|0|3314.0|0|3.1781956978316535|0|104273.0|0
0|2021-12-10|100959.0|0|3314.0|0|3.1781956978316535|0|104273.0|0
0|2021-12-11|100959.0|0|3314.0|0|3.1781956978316535|0|104273.0|0
0|2021-12-12|100959.0|0|3314.0|0|3.1781956978316535|0|104273.0|0
0|2021-12-13|100959.0|0|3314.0|0|3.1781956978316535|0|104273.0|0
0|2021-12-14|100959.0|0|3314.0|0|3.1781956978316535|0|104273.0|0
0|2021-12-15|100959.0|0|3314.0|0|3.1781956978316535|0|104273.0|0
0|2021-12-16|100959.0|0|3314.0|0|3.1781956978316535|0|104273.0|0
0|2021-12-17|100959.0|0|3314.0|0|3.1781956978316535|0|104273.0|0
0|2021-12-18|100959.0|0|3314.0|0|3.1781956978316535|0|104273.0|0
0|2021-12-19|100959.0|0|3314.0|0|3.1781956978316535|0|104273.0|0
0|2021-12-20|100959.0|0|3314.0|0|3.1781956978316535|0|104273.0|0
0|2021-12-21|100959.0|0|3314.0|0|3.1781956978316535|0|104273.0|0
0|2021-12-22|100959.0|0|3314.0|0|3.1781956978316535|0|104273.0|0
0|2021-12-23|100959.0|0|3314.0|0|3.1781956978316535|0|104273.0|0
0|2021-12-24|100959.0|0|3314.0|0|3.1781956978316535|0|104273.0|0
0|2021-12-25|100959.0|0|3314.0|0|3.1781956978316535|0|104273.0|0
0|2021-12-26|100959.0|0|3314.0|0|3.1781956978316535|0|104273.0|0
0|2021-12-27|100959.0|0|3314.0|0|3.1781956978316535|0|104273.0|0
0|2021-12-28|100959.0|0|3314.0|0|3.1781956978316535|0|104273.0|0
0|2021-12-29|100959.0|0|3314.0|0|3.1781956978316535|0|104273.0|0
0|2021-12-30|100959.0|0|3314.0|0|3.1781956978316535|0|104273.0|0
0|2021-12-31|100959.0|0|3314.0|0|3.1781956978316535|0|104273.0|0
0|2022-01-01|100959.0|0|3314.0|0|3.1781956978316535|0|104273.0|0
0|2022-01-02|100959.0|0|3314.0|0|3.1781956978316535|0|104273.0|0
0|2022-01-03|100959.0|0|3314.0|0|3.1781956978316535|0|104273.0|0
0|2022-01-04|100959.0|0|3314.0|0|3.1781956978316535|0|104273.0|0
0|2022-01-05|100959.0|0|3314.0|0|3.1781956978316535|0|104273.0|0
0|2022-01-06|100959.0|0|3314.0|0|3.1781956978316535|0|104273.0|0
0|2022-01-07|100959.0|0|3314.0|0|3.1781956978316535|0|104273.0|0
0|2022-01-08|100959.0|0|3314.0|0|3.1781956978316535|0|104273.0|0
0|2022-01-09|100959.0|0|3314.0|0|3.1781956978316535|0|104273.0|0
0|2022-01-10|100959.0|0|3314.0|0|3.1781956978316535|0|104273.0|0
0|2022-01-11|100959.0|0|3314.0|0|3.1781956978316535|0|104273.0|0
0|2022-01-12|100959.0|0|3314.0|0|3.1781956978316535|0|104273.0|0
0|2022-01-13|100959.0|0|3314.0|0|3.1781956978316535|0|104273.0|0
0|2022-01-14|100959.0|0|3314.0|0|3.1781956978316535|0|104273.0|0
0|2022-01-15|100959.0|0|3314.0|0|3.1781956978316535|0|104273.0|0
0|2022-01-16|100959.0|0|3314.0|0|3.1781956978316535|0|104273.0|0
0|2022-01-17|100959.0|0|3314.0|0|3.1781956978316535|0|104273.0|0
