|dates|Musselshell_Montana_UnitedStates.BLS_EmployedPopulation.data|Musselshell_Montana_UnitedStates.BLS_EmployedPopulation.missing|Musselshell_Montana_UnitedStates.BLS_UnemployedPopulation.data|Musselshell_Montana_UnitedStates.BLS_UnemployedPopulation.missing|Musselshell_Montana_UnitedStates.BLS_UnemploymentRate.data|Musselshell_Montana_UnitedStates.BLS_UnemploymentRate.missing|Musselshell_Montana_UnitedStates.BLS_LaborForcePopulation.data|Musselshell_Montana_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|2299.0|0|98.0|0|4.088443888193575|0|2397.0|0
0|2021-10-18|2299.0|0|98.0|0|4.088443888193575|0|2397.0|0
0|2021-10-19|2299.0|0|98.0|0|4.088443888193575|0|2397.0|0
0|2021-10-20|2299.0|0|98.0|0|4.088443888193575|0|2397.0|0
0|2021-10-21|2299.0|0|98.0|0|4.088443888193575|0|2397.0|0
0|2021-10-22|2299.0|0|98.0|0|4.088443888193575|0|2397.0|0
0|2021-10-23|2299.0|0|98.0|0|4.088443888193575|0|2397.0|0
0|2021-10-24|2299.0|0|98.0|0|4.088443888193575|0|2397.0|0
0|2021-10-25|2299.0|0|98.0|0|4.088443888193575|0|2397.0|0
0|2021-10-26|2299.0|0|98.0|0|4.088443888193575|0|2397.0|0
0|2021-10-27|2299.0|0|98.0|0|4.088443888193575|0|2397.0|0
0|2021-10-28|2299.0|0|98.0|0|4.088443888193575|0|2397.0|0
0|2021-10-29|2299.0|0|98.0|0|4.088443888193575|0|2397.0|0
0|2021-10-30|2299.0|0|98.0|0|4.088443888193575|0|2397.0|0
0|2021-10-31|2299.0|0|98.0|0|4.088443888193575|0|2397.0|0
0|2021-11-01|2299.0|0|98.0|0|4.088443888193575|0|2397.0|0
0|2021-11-02|2299.0|0|98.0|0|4.088443888193575|0|2397.0|0
0|2021-11-03|2299.0|0|98.0|0|4.088443888193575|0|2397.0|0
0|2021-11-04|2299.0|0|98.0|0|4.088443888193575|0|2397.0|0
0|2021-11-05|2299.0|0|98.0|0|4.088443888193575|0|2397.0|0
0|2021-11-06|2299.0|0|98.0|0|4.088443888193575|0|2397.0|0
0|2021-11-07|2299.0|0|98.0|0|4.088443888193575|0|2397.0|0
0|2021-11-08|2299.0|0|98.0|0|4.088443888193575|0|2397.0|0
0|2021-11-09|2299.0|0|98.0|0|4.088443888193575|0|2397.0|0
0|2021-11-10|2299.0|0|98.0|0|4.088443888193575|0|2397.0|0
0|2021-11-11|2299.0|0|98.0|0|4.088443888193575|0|2397.0|0
0|2021-11-12|2299.0|0|98.0|0|4.088443888193575|0|2397.0|0
0|2021-11-13|2299.0|0|98.0|0|4.088443888193575|0|2397.0|0
0|2021-11-14|2299.0|0|98.0|0|4.088443888193575|0|2397.0|0
0|2021-11-15|2299.0|0|98.0|0|4.088443888193575|0|2397.0|0
0|2021-11-16|2299.0|0|98.0|0|4.088443888193575|0|2397.0|0
0|2021-11-17|2299.0|0|98.0|0|4.088443888193575|0|2397.0|0
0|2021-11-18|2299.0|0|98.0|0|4.088443888193575|0|2397.0|0
0|2021-11-19|2299.0|0|98.0|0|4.088443888193575|0|2397.0|0
0|2021-11-20|2299.0|0|98.0|0|4.088443888193575|0|2397.0|0
0|2021-11-21|2299.0|0|98.0|0|4.088443888193575|0|2397.0|0
0|2021-11-22|2299.0|0|98.0|0|4.088443888193575|0|2397.0|0
0|2021-11-23|2299.0|0|98.0|0|4.088443888193575|0|2397.0|0
0|2021-11-24|2299.0|0|98.0|0|4.088443888193575|0|2397.0|0
0|2021-11-25|2299.0|0|98.0|0|4.088443888193575|0|2397.0|0
0|2021-11-26|2299.0|0|98.0|0|4.088443888193575|0|2397.0|0
0|2021-11-27|2299.0|0|98.0|0|4.088443888193575|0|2397.0|0
0|2021-11-28|2299.0|0|98.0|0|4.088443888193575|0|2397.0|0
0|2021-11-29|2299.0|0|98.0|0|4.088443888193575|0|2397.0|0
0|2021-11-30|2299.0|0|98.0|0|4.088443888193575|0|2397.0|0
0|2021-12-01|2299.0|0|98.0|0|4.088443888193575|0|2397.0|0
0|2021-12-02|2299.0|0|98.0|0|4.088443888193575|0|2397.0|0
0|2021-12-03|2299.0|0|98.0|0|4.088443888193575|0|2397.0|0
0|2021-12-04|2299.0|0|98.0|0|4.088443888193575|0|2397.0|0
0|2021-12-05|2299.0|0|98.0|0|4.088443888193575|0|2397.0|0
0|2021-12-06|2299.0|0|98.0|0|4.088443888193575|0|2397.0|0
0|2021-12-07|2299.0|0|98.0|0|4.088443888193575|0|2397.0|0
0|2021-12-08|2299.0|0|98.0|0|4.088443888193575|0|2397.0|0
0|2021-12-09|2299.0|0|98.0|0|4.088443888193575|0|2397.0|0
