|dates|Hamilton_Florida_UnitedStates.JHU_ConfirmedCases.data|Hamilton_Florida_UnitedStates.JHU_ConfirmedCases.missing|Hamilton_Florida_UnitedStates.NYT_ConfirmedCases.data|Hamilton_Florida_UnitedStates.NYT_ConfirmedCases.missing|Hamilton_Florida_UnitedStates.JHU_ConfirmedDeaths.data|Hamilton_Florida_UnitedStates.JHU_ConfirmedDeaths.missing|Hamilton_Florida_UnitedStates.JHU_ConfirmedRecoveries.data|Hamilton_Florida_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-12|2771.0|0|2751.0|0|25.0|0|0.0|100
0|2021-11-13|2771.0|0|2751.0|0|25.0|0|0.0|100
0|2021-11-14|2771.0|0|2751.0|0|25.0|0|0.0|100
0|2021-11-15|2771.0|0|2751.0|0|25.0|0|0.0|100
0|2021-11-16|2771.0|0|2751.0|0|25.0|0|0.0|100
0|2021-11-17|2771.0|0|2751.0|0|25.0|0|0.0|100
0|2021-11-18|2771.0|0|2751.0|0|25.0|0|0.0|100
0|2021-11-19|2772.0|0|2752.0|0|25.0|0|0.0|100
0|2021-11-20|2772.0|0|2752.0|0|25.0|0|0.0|100
0|2021-11-21|2772.0|0|2752.0|0|25.0|0|0.0|100
0|2021-11-22|2772.0|0|2752.0|0|25.0|0|0.0|100
0|2021-11-23|2772.0|0|2752.0|0|25.0|0|0.0|100
0|2021-11-24|2772.0|0|2752.0|0|25.0|0|0.0|100
0|2021-11-25|2772.0|0|2752.0|0|25.0|0|0.0|100
0|2021-11-26|2772.0|0|2752.0|0|25.0|0|0.0|100
0|2021-11-27|2772.0|0|2752.0|0|25.0|0|0.0|100
0|2021-11-28|2772.0|0|2752.0|0|25.0|0|0.0|100
0|2021-11-29|2772.0|0|2752.0|0|25.0|0|0.0|100
0|2021-11-30|2776.0|0|2756.0|0|25.0|0|0.0|100
0|2021-12-01|2776.0|0|2756.0|0|25.0|0|0.0|100
0|2021-12-02|2776.0|0|2756.0|0|25.0|0|0.0|100
0|2021-12-03|2781.0|0|2761.0|0|25.0|0|0.0|100
0|2021-12-04|2781.0|0|2761.0|0|25.0|0|0.0|100
0|2021-12-05|2781.0|0|2761.0|0|25.0|0|0.0|100
0|2021-12-06|2781.0|0|2761.0|0|25.0|0|0.0|100
0|2021-12-07|2781.0|0|2761.0|0|25.0|0|0.0|100
0|2021-12-08|2781.0|0|2761.0|0|25.0|0|0.0|100
0|2021-12-09|2781.0|0|2761.0|0|25.0|0|0.0|100
0|2021-12-10|2782.0|0|2762.0|0|25.0|0|0.0|100
0|2021-12-11|2782.0|0|2762.0|0|25.0|0|0.0|100
0|2021-12-12|2782.0|0|2762.0|0|25.0|0|0.0|100
0|2021-12-13|2782.0|0|2762.0|0|25.0|0|0.0|100
0|2021-12-14|2782.0|0|2762.0|0|25.0|0|0.0|100
0|2021-12-15|2782.0|0|2762.0|0|25.0|0|0.0|100
0|2021-12-16|2782.0|0|2762.0|0|25.0|0|0.0|100
0|2021-12-17|2783.0|0|2763.0|0|25.0|0|0.0|100
0|2021-12-18|2783.0|0|2763.0|0|25.0|0|0.0|100
0|2021-12-19|2783.0|0|2763.0|0|25.0|0|0.0|100
0|2021-12-20|2783.0|0|2763.0|0|25.0|0|0.0|100
0|2021-12-21|2783.0|0|2763.0|0|25.0|0|0.0|100
0|2021-12-22|2783.0|0|2763.0|0|25.0|0|0.0|100
0|2021-12-23|2783.0|0|2763.0|0|25.0|0|0.0|100
0|2021-12-24|2783.0|0|2768.0|0|25.0|0|0.0|100
0|2021-12-25|2788.0|0|2768.0|0|25.0|0|0.0|100
0|2021-12-26|2788.0|0|2768.0|0|25.0|0|0.0|100
0|2021-12-27|2788.0|0|2768.0|0|25.0|0|0.0|100
0|2021-12-28|2788.0|0|2768.0|0|25.0|0|0.0|100
0|2021-12-29|2788.0|0|2768.0|0|25.0|0|0.0|100
0|2021-12-30|2788.0|0|2768.0|0|25.0|0|0.0|100
0|2021-12-31|2849.0|0|2829.0|0|25.0|0|0.0|100
0|2022-01-01|2849.0|0|2829.0|0|25.0|0|0.0|100
0|2022-01-02|2849.0|0|2829.0|0|25.0|0|0.0|100
0|2022-01-03|2849.0|0|2829.0|0|25.0|0|0.0|100
0|2022-01-04|2849.0|0|2829.0|0|25.0|0|0.0|100
0|2022-01-05|2849.0|0|2829.0|0|25.0|0|0.0|100
0|2022-01-06|2849.0|0|2829.0|0|25.0|0|0.0|100
0|2022-01-07|3014.0|0|2994.0|0|25.0|0|0.0|100
0|2022-01-08|3014.0|0|2994.0|0|25.0|0|0.0|100
0|2022-01-09|3014.0|0|2994.0|0|25.0|0|0.0|100
0|2022-01-10|3014.0|0|2994.0|0|25.0|0|0.0|100
0|2022-01-11|3014.0|0|2994.0|0|25.0|0|0.0|100
0|2022-01-12|3014.0|0|2994.0|0|49.0|0|0.0|100
0|2022-01-13|3014.0|0|2994.0|0|49.0|0|0.0|100
0|2022-01-14|3014.0|0|3211.0|0|49.0|0|0.0|100
0|2022-01-15|3231.0|0|3211.0|0|49.0|0|0.0|100
0|2022-01-16|3231.0|0|3211.0|0|49.0|0|0.0|100
0|2022-01-17|3231.0|0|0.0|100|49.0|0|0.0|100
