|dates|Hart_Georgia_UnitedStates.JHU_ConfirmedCases.data|Hart_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Hart_Georgia_UnitedStates.NYT_ConfirmedCases.data|Hart_Georgia_UnitedStates.NYT_ConfirmedCases.missing|Hart_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Hart_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Hart_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Hart_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|3460.0|0|3501.0|0|64.0|0|0.0|100
0|2021-10-18|3473.0|0|3514.0|0|64.0|0|0.0|100
0|2021-10-19|3481.0|0|3522.0|0|64.0|0|0.0|100
0|2021-10-20|3487.0|0|3528.0|0|65.0|0|0.0|100
0|2021-10-21|3491.0|0|3532.0|0|65.0|0|0.0|100
0|2021-10-22|3491.0|0|3532.0|0|65.0|0|0.0|100
0|2021-10-23|3491.0|0|3532.0|0|65.0|0|0.0|100
0|2021-10-24|3491.0|0|3532.0|0|65.0|0|0.0|100
0|2021-10-25|3496.0|0|3538.0|0|65.0|0|0.0|100
0|2021-10-26|3502.0|0|3544.0|0|66.0|0|0.0|100
0|2021-10-27|3509.0|0|3551.0|0|68.0|0|0.0|100
0|2021-10-28|3512.0|0|3554.0|0|68.0|0|0.0|100
0|2021-10-29|3513.0|0|3555.0|0|68.0|0|0.0|100
0|2021-10-30|3513.0|0|3555.0|0|68.0|0|0.0|100
0|2021-10-31|3513.0|0|3555.0|0|68.0|0|0.0|100
0|2021-11-01|3523.0|0|3563.0|0|68.0|0|0.0|100
0|2021-11-02|3523.0|0|3563.0|0|69.0|0|0.0|100
0|2021-11-03|3526.0|0|3566.0|0|69.0|0|0.0|100
0|2021-11-04|3528.0|0|3568.0|0|69.0|0|0.0|100
0|2021-11-05|3528.0|0|3568.0|0|70.0|0|0.0|100
0|2021-11-06|3528.0|0|3568.0|0|70.0|0|0.0|100
0|2021-11-07|3528.0|0|3568.0|0|70.0|0|0.0|100
0|2021-11-08|3528.0|0|3569.0|0|70.0|0|0.0|100
0|2021-11-09|3535.0|0|3576.0|0|70.0|0|0.0|100
0|2021-11-10|3538.0|0|3579.0|0|71.0|0|0.0|100
0|2021-11-11|3538.0|0|3579.0|0|71.0|0|0.0|100
0|2021-11-12|3539.0|0|3580.0|0|73.0|0|0.0|100
0|2021-11-13|3539.0|0|3580.0|0|73.0|0|0.0|100
0|2021-11-14|3539.0|0|3580.0|0|73.0|0|0.0|100
0|2021-11-15|3544.0|0|3583.0|0|73.0|0|0.0|100
0|2021-11-16|3545.0|0|3584.0|0|73.0|0|0.0|100
0|2021-11-17|3546.0|0|3585.0|0|73.0|0|0.0|100
0|2021-11-18|3547.0|0|3586.0|0|73.0|0|0.0|100
0|2021-11-19|3549.0|0|3588.0|0|73.0|0|0.0|100
0|2021-11-20|3549.0|0|3588.0|0|73.0|0|0.0|100
0|2021-11-21|3549.0|0|3588.0|0|73.0|0|0.0|100
0|2021-11-22|3552.0|0|3591.0|0|73.0|0|0.0|100
0|2021-11-23|3555.0|0|3594.0|0|73.0|0|0.0|100
0|2021-11-24|3557.0|0|3596.0|0|73.0|0|0.0|100
0|2021-11-25|3557.0|0|3596.0|0|73.0|0|0.0|100
0|2021-11-26|3557.0|0|3596.0|0|73.0|0|0.0|100
0|2021-11-27|3557.0|0|3596.0|0|73.0|0|0.0|100
0|2021-11-28|3557.0|0|3596.0|0|73.0|0|0.0|100
0|2021-11-29|3565.0|0|3604.0|0|73.0|0|0.0|100
0|2021-11-30|3568.0|0|3607.0|0|73.0|0|0.0|100
0|2021-12-01|3570.0|0|3609.0|0|73.0|0|0.0|100
0|2021-12-02|3590.0|0|3629.0|0|73.0|0|0.0|100
0|2021-12-03|3589.0|0|3628.0|0|73.0|0|0.0|100
0|2021-12-04|3589.0|0|3628.0|0|73.0|0|0.0|100
0|2021-12-05|3589.0|0|3628.0|0|73.0|0|0.0|100
0|2021-12-06|3592.0|0|3631.0|0|73.0|0|0.0|100
0|2021-12-07|3594.0|0|3633.0|0|73.0|0|0.0|100
0|2021-12-08|3594.0|0|3633.0|0|73.0|0|0.0|100
0|2021-12-09|3597.0|0|3636.0|0|73.0|0|0.0|100
0|2021-12-10|3599.0|0|3638.0|0|73.0|0|0.0|100
0|2021-12-11|3599.0|0|3638.0|0|73.0|0|0.0|100
0|2021-12-12|3599.0|0|3638.0|0|73.0|0|0.0|100
0|2021-12-13|3604.0|0|3643.0|0|73.0|0|0.0|100
0|2021-12-14|3604.0|0|3645.0|0|73.0|0|0.0|100
0|2021-12-15|3608.0|0|3647.0|0|73.0|0|0.0|100
0|2021-12-16|3608.0|0|3647.0|0|73.0|0|0.0|100
0|2021-12-17|3608.0|0|3647.0|0|73.0|0|0.0|100
0|2021-12-18|3608.0|0|3647.0|0|73.0|0|0.0|100
0|2021-12-19|3608.0|0|3647.0|0|73.0|0|0.0|100
0|2021-12-20|3615.0|0|3659.0|0|74.0|0|0.0|100
0|2021-12-21|3624.0|0|3668.0|0|74.0|0|0.0|100
0|2021-12-22|3629.0|0|3673.0|0|74.0|0|0.0|100
0|2021-12-23|3637.0|0|3681.0|0|74.0|0|0.0|100
0|2021-12-24|3640.0|0|3684.0|0|74.0|0|0.0|100
0|2021-12-25|3640.0|0|3684.0|0|74.0|0|0.0|100
0|2021-12-26|3640.0|0|3684.0|0|74.0|0|0.0|100
0|2021-12-27|3652.0|0|3696.0|0|74.0|0|0.0|100
0|2021-12-28|3656.0|0|3700.0|0|75.0|0|0.0|100
0|2021-12-29|3662.0|0|3706.0|0|75.0|0|0.0|100
0|2021-12-30|3682.0|0|3726.0|0|75.0|0|0.0|100
0|2021-12-31|3702.0|0|3746.0|0|75.0|0|0.0|100
0|2022-01-01|3702.0|0|3746.0|0|75.0|0|0.0|100
0|2022-01-02|3702.0|0|3746.0|0|75.0|0|0.0|100
0|2022-01-03|3702.0|0|3746.0|0|75.0|0|0.0|100
0|2022-01-04|3764.0|0|3808.0|0|75.0|0|0.0|100
0|2022-01-05|3801.0|0|3845.0|0|75.0|0|0.0|100
0|2022-01-06|3801.0|0|3845.0|0|75.0|0|0.0|100
0|2022-01-07|3801.0|0|3845.0|0|75.0|0|0.0|100
0|2022-01-08|3801.0|0|3845.0|0|75.0|0|0.0|100
0|2022-01-09|3801.0|0|3845.0|0|75.0|0|0.0|100
0|2022-01-10|3972.0|0|4019.0|0|76.0|0|0.0|100
0|2022-01-11|4032.0|0|4079.0|0|76.0|0|0.0|100
0|2022-01-12|4058.0|0|4105.0|0|76.0|0|0.0|100
