|dates|Starr_Texas_UnitedStates.JHU_ConfirmedCases.data|Starr_Texas_UnitedStates.JHU_ConfirmedCases.missing|Starr_Texas_UnitedStates.NYT_ConfirmedCases.data|Starr_Texas_UnitedStates.NYT_ConfirmedCases.missing|Starr_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Starr_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Starr_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Starr_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|11518.0|0|11518.0|0|331.0|0|0.0|100
0|2021-10-18|11518.0|0|11518.0|0|331.0|0|0.0|100
0|2021-10-19|11521.0|0|11521.0|0|331.0|0|0.0|100
0|2021-10-20|11536.0|0|11536.0|0|331.0|0|0.0|100
0|2021-10-21|11542.0|0|11542.0|0|331.0|0|0.0|100
0|2021-10-22|11548.0|0|11548.0|0|331.0|0|0.0|100
0|2021-10-23|11553.0|0|11553.0|0|331.0|0|0.0|100
0|2021-10-24|11564.0|0|11564.0|0|331.0|0|0.0|100
0|2021-10-25|11564.0|0|11564.0|0|331.0|0|0.0|100
0|2021-10-26|11568.0|0|11568.0|0|331.0|0|0.0|100
0|2021-10-27|11573.0|0|11573.0|0|331.0|0|0.0|100
0|2021-10-28|11577.0|0|11577.0|0|331.0|0|0.0|100
0|2021-10-29|11580.0|0|11580.0|0|331.0|0|0.0|100
0|2021-10-30|11586.0|0|11586.0|0|331.0|0|0.0|100
0|2021-10-31|11593.0|0|11593.0|0|331.0|0|0.0|100
0|2021-11-01|11593.0|0|11593.0|0|331.0|0|0.0|100
0|2021-11-02|11609.0|0|11609.0|0|331.0|0|0.0|100
0|2021-11-03|11630.0|0|11630.0|0|331.0|0|0.0|100
0|2021-11-04|11632.0|0|11632.0|0|331.0|0|0.0|100
0|2021-11-05|11637.0|0|11637.0|0|331.0|0|0.0|100
0|2021-11-06|11639.0|0|11639.0|0|331.0|0|0.0|100
0|2021-11-07|11640.0|0|11640.0|0|331.0|0|0.0|100
0|2021-11-08|11640.0|0|11640.0|0|331.0|0|0.0|100
0|2021-11-09|11646.0|0|11646.0|0|331.0|0|0.0|100
0|2021-11-10|11646.0|0|11646.0|0|331.0|0|0.0|100
0|2021-11-11|11664.0|0|11664.0|0|331.0|0|0.0|100
0|2021-11-12|11673.0|0|11673.0|0|331.0|0|0.0|100
0|2021-11-13|11677.0|0|11677.0|0|331.0|0|0.0|100
0|2021-11-14|11680.0|0|11680.0|0|331.0|0|0.0|100
0|2021-11-15|11680.0|0|11680.0|0|331.0|0|0.0|100
0|2021-11-16|11682.0|0|11682.0|0|332.0|0|0.0|100
0|2021-11-17|11696.0|0|11696.0|0|332.0|0|0.0|100
0|2021-11-18|11696.0|0|11696.0|0|332.0|0|0.0|100
0|2021-11-19|11697.0|0|11697.0|0|332.0|0|0.0|100
0|2021-11-20|11715.0|0|11715.0|0|332.0|0|0.0|100
0|2021-11-21|11727.0|0|11727.0|0|332.0|0|0.0|100
0|2021-11-22|11727.0|0|11727.0|0|332.0|0|0.0|100
0|2021-11-23|11721.0|0|11721.0|0|332.0|0|0.0|100
0|2021-11-24|11734.0|0|11734.0|0|333.0|0|0.0|100
0|2021-11-25|11734.0|0|11734.0|0|333.0|0|0.0|100
0|2021-11-26|11734.0|0|11734.0|0|333.0|0|0.0|100
0|2021-11-27|11734.0|0|11734.0|0|333.0|0|0.0|100
0|2021-11-28|11734.0|0|11734.0|0|333.0|0|0.0|100
0|2021-11-29|11767.0|0|11767.0|0|333.0|0|0.0|100
0|2021-11-30|11769.0|0|11769.0|0|334.0|0|0.0|100
0|2021-12-01|11770.0|0|11770.0|0|334.0|0|0.0|100
0|2021-12-02|11772.0|0|11772.0|0|334.0|0|0.0|100
0|2021-12-03|11773.0|0|11773.0|0|335.0|0|0.0|100
0|2021-12-04|11780.0|0|11780.0|0|335.0|0|0.0|100
0|2021-12-05|11780.0|0|11780.0|0|335.0|0|0.0|100
0|2021-12-06|11782.0|0|11782.0|0|335.0|0|0.0|100
0|2021-12-07|11785.0|0|11785.0|0|335.0|0|0.0|100
0|2021-12-08|11797.0|0|11797.0|0|335.0|0|0.0|100
0|2021-12-09|11814.0|0|11814.0|0|336.0|0|0.0|100
0|2021-12-10|11867.0|0|11867.0|0|336.0|0|0.0|100
0|2021-12-11|11894.0|0|11894.0|0|336.0|0|0.0|100
0|2021-12-12|11895.0|0|11895.0|0|336.0|0|0.0|100
0|2021-12-13|11896.0|0|11896.0|0|336.0|0|0.0|100
0|2021-12-14|11896.0|0|11912.0|0|336.0|0|0.0|100
0|2021-12-15|11933.0|0|11933.0|0|336.0|0|0.0|100
0|2021-12-16|11944.0|0|11944.0|0|336.0|0|0.0|100
0|2021-12-17|11958.0|0|11958.0|0|336.0|0|0.0|100
0|2021-12-18|11964.0|0|11964.0|0|336.0|0|0.0|100
0|2021-12-19|11964.0|0|11964.0|0|336.0|0|0.0|100
0|2021-12-20|11969.0|0|11969.0|0|336.0|0|0.0|100
0|2021-12-21|11969.0|0|11969.0|0|336.0|0|0.0|100
0|2021-12-22|11989.0|0|11989.0|0|336.0|0|0.0|100
0|2021-12-23|11991.0|0|11991.0|0|336.0|0|0.0|100
0|2021-12-24|11991.0|0|11991.0|0|336.0|0|0.0|100
0|2021-12-25|11991.0|0|11991.0|0|336.0|0|0.0|100
0|2021-12-26|11991.0|0|11991.0|0|336.0|0|0.0|100
0|2021-12-27|12018.0|0|12018.0|0|337.0|0|0.0|100
0|2021-12-28|12028.0|0|12028.0|0|337.0|0|0.0|100
0|2021-12-29|12052.0|0|12052.0|0|337.0|0|0.0|100
0|2021-12-30|12092.0|0|12092.0|0|337.0|0|0.0|100
0|2021-12-31|12092.0|0|12092.0|0|337.0|0|0.0|100
0|2022-01-01|12092.0|0|12092.0|0|337.0|0|0.0|100
0|2022-01-02|12092.0|0|12092.0|0|337.0|0|0.0|100
0|2022-01-03|12397.0|0|12397.0|0|338.0|0|0.0|100
0|2022-01-04|12515.0|0|12515.0|0|338.0|0|0.0|100
0|2022-01-05|12621.0|0|12621.0|0|338.0|0|0.0|100
0|2022-01-06|12771.0|0|12771.0|0|338.0|0|0.0|100
0|2022-01-07|12972.0|0|12972.0|0|338.0|0|0.0|100
0|2022-01-08|13133.0|0|13133.0|0|338.0|0|0.0|100
0|2022-01-09|13278.0|0|13278.0|0|338.0|0|0.0|100
0|2022-01-10|13339.0|0|13339.0|0|338.0|0|0.0|100
0|2022-01-11|13466.0|0|13466.0|0|338.0|0|0.0|100
0|2022-01-12|13567.0|0|13567.0|0|338.0|0|0.0|100
0|2022-01-13|13567.0|0|13714.0|0|338.0|0|0.0|100
0|2022-01-14|13714.0|0|14386.0|0|338.0|0|0.0|100
0|2022-01-15|14503.0|0|14503.0|0|338.0|0|0.0|100
0|2022-01-16|14658.0|0|14658.0|0|338.0|0|0.0|100
0|2022-01-17|14706.0|0|0.0|100|338.0|0|0.0|100
