|dates|Hertford_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Hertford_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Hertford_NorthCarolina_UnitedStates.NYT_ConfirmedCases.data|Hertford_NorthCarolina_UnitedStates.NYT_ConfirmedCases.missing|Hertford_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Hertford_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Hertford_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Hertford_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-04|2903.0|0|2903.0|0|72.0|0|0.0|100
0|2021-12-05|2903.0|0|2903.0|0|72.0|0|0.0|100
0|2021-12-06|2916.0|0|2916.0|0|72.0|0|0.0|100
0|2021-12-07|2916.0|0|2916.0|0|72.0|0|0.0|100
0|2021-12-08|2923.0|0|2923.0|0|72.0|0|0.0|100
0|2021-12-09|2926.0|0|2926.0|0|72.0|0|0.0|100
0|2021-12-10|2927.0|0|2927.0|0|72.0|0|0.0|100
0|2021-12-11|2927.0|0|2927.0|0|72.0|0|0.0|100
0|2021-12-12|2927.0|0|2927.0|0|72.0|0|0.0|100
0|2021-12-13|2937.0|0|2937.0|0|72.0|0|0.0|100
0|2021-12-14|2937.0|0|2937.0|0|72.0|0|0.0|100
0|2021-12-15|2939.0|0|2939.0|0|73.0|0|0.0|100
0|2021-12-16|2942.0|0|2942.0|0|73.0|0|0.0|100
0|2021-12-17|2953.0|0|2953.0|0|72.0|0|0.0|100
0|2021-12-18|2953.0|0|2953.0|0|72.0|0|0.0|100
0|2021-12-19|2953.0|0|2953.0|0|72.0|0|0.0|100
0|2021-12-20|2959.0|0|2959.0|0|72.0|0|0.0|100
0|2021-12-21|2960.0|0|2960.0|0|72.0|0|0.0|100
0|2021-12-22|2969.0|0|2969.0|0|72.0|0|0.0|100
0|2021-12-23|2969.0|0|2969.0|0|72.0|0|0.0|100
0|2021-12-24|2969.0|0|2969.0|0|72.0|0|0.0|100
0|2021-12-25|2969.0|0|2969.0|0|72.0|0|0.0|100
0|2021-12-26|2969.0|0|2969.0|0|72.0|0|0.0|100
0|2021-12-27|2969.0|0|2969.0|0|72.0|0|0.0|100
0|2021-12-28|2996.0|0|2996.0|0|73.0|0|0.0|100
0|2021-12-29|3002.0|0|3002.0|0|73.0|0|0.0|100
0|2021-12-30|3020.0|0|3020.0|0|73.0|0|0.0|100
0|2021-12-31|3020.0|0|3070.0|0|73.0|0|0.0|100
0|2022-01-01|3020.0|0|3070.0|0|73.0|0|0.0|100
0|2022-01-02|3020.0|0|3070.0|0|73.0|0|0.0|100
0|2022-01-03|3174.0|0|3174.0|0|73.0|0|0.0|100
0|2022-01-04|3192.0|0|3192.0|0|74.0|0|0.0|100
0|2022-01-05|3264.0|0|3264.0|0|74.0|0|0.0|100
0|2022-01-06|3325.0|0|3325.0|0|74.0|0|0.0|100
0|2022-01-07|3403.0|0|3403.0|0|76.0|0|0.0|100
0|2022-01-08|3403.0|0|3403.0|0|76.0|0|0.0|100
0|2022-01-09|3403.0|0|3403.0|0|76.0|0|0.0|100
0|2022-01-10|3615.0|0|3615.0|0|77.0|0|0.0|100
0|2022-01-11|3652.0|0|3652.0|0|77.0|0|0.0|100
0|2022-01-12|3693.0|0|3693.0|0|76.0|0|0.0|100
0|2022-01-13|3693.0|0|3815.0|0|76.0|0|0.0|100
0|2022-01-14|3871.0|0|3871.0|0|77.0|0|0.0|100
0|2022-01-15|3871.0|0|3871.0|0|77.0|0|0.0|100
0|2022-01-16|3871.0|0|3871.0|0|77.0|0|0.0|100
0|2022-01-17|3871.0|0|0.0|100|77.0|0|0.0|100
