|dates|NorthSlope_Alaska_UnitedStates.JHU_ConfirmedCases.data|NorthSlope_Alaska_UnitedStates.JHU_ConfirmedCases.missing|NorthSlope_Alaska_UnitedStates.NYT_ConfirmedCases.data|NorthSlope_Alaska_UnitedStates.NYT_ConfirmedCases.missing|NorthSlope_Alaska_UnitedStates.JHU_ConfirmedDeaths.data|NorthSlope_Alaska_UnitedStates.JHU_ConfirmedDeaths.missing|NorthSlope_Alaska_UnitedStates.JHU_ConfirmedRecoveries.data|NorthSlope_Alaska_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2022-01-02|2928.0|0|0.0|100|9.0|0|0.0|100
0|2022-01-03|2961.0|0|0.0|100|9.0|0|0.0|100
0|2022-01-04|2961.0|0|0.0|100|9.0|0|0.0|100
0|2022-01-05|2981.0|0|0.0|100|9.0|0|0.0|100
0|2022-01-06|2981.0|0|0.0|100|9.0|0|0.0|100
0|2022-01-07|3014.0|0|0.0|100|9.0|0|0.0|100
0|2022-01-08|3014.0|0|0.0|100|9.0|0|0.0|100
0|2022-01-09|3014.0|0|0.0|100|9.0|0|0.0|100
0|2022-01-10|3060.0|0|0.0|100|9.0|0|0.0|100
0|2022-01-11|3060.0|0|0.0|100|9.0|0|0.0|100
0|2022-01-12|3104.0|0|0.0|100|9.0|0|0.0|100
0|2022-01-13|3104.0|0|0.0|100|9.0|0|0.0|100
0|2022-01-14|3139.0|0|0.0|100|9.0|0|0.0|100
0|2022-01-15|3139.0|0|0.0|100|9.0|0|0.0|100
0|2022-01-16|3139.0|0|0.0|100|9.0|0|0.0|100
0|2022-01-17|3139.0|0|0.0|100|9.0|0|0.0|100
