|dates|Williamsburg_Virginia_UnitedStates.JHU_ConfirmedCases.data|Williamsburg_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Williamsburg_Virginia_UnitedStates.NYT_ConfirmedCases.data|Williamsburg_Virginia_UnitedStates.NYT_ConfirmedCases.missing|Williamsburg_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Williamsburg_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Williamsburg_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Williamsburg_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-19|1271.0|0|1271.0|0|13.0|0|0.0|100
0|2021-12-20|1283.0|0|1283.0|0|13.0|0|0.0|100
0|2021-12-21|1286.0|0|1286.0|0|13.0|0|0.0|100
0|2021-12-22|1285.0|0|1285.0|0|13.0|0|0.0|100
0|2021-12-23|1291.0|0|1291.0|0|13.0|0|0.0|100
0|2021-12-24|1297.0|0|1297.0|0|13.0|0|0.0|100
0|2021-12-25|1297.0|0|1297.0|0|13.0|0|0.0|100
0|2021-12-26|1297.0|0|1297.0|0|13.0|0|0.0|100
0|2021-12-27|1302.0|0|1302.0|0|13.0|0|0.0|100
0|2021-12-28|1306.0|0|1306.0|0|13.0|0|0.0|100
0|2021-12-29|1307.0|0|1307.0|0|13.0|0|0.0|100
0|2021-12-30|1320.0|0|1320.0|0|13.0|0|0.0|100
0|2021-12-31|1343.0|0|1343.0|0|13.0|0|0.0|100
0|2022-01-01|1343.0|0|1343.0|0|13.0|0|0.0|100
0|2022-01-02|1343.0|0|1343.0|0|13.0|0|0.0|100
0|2022-01-03|1349.0|0|1349.0|0|13.0|0|0.0|100
0|2022-01-04|1359.0|0|1359.0|0|13.0|0|0.0|100
0|2022-01-05|1364.0|0|1364.0|0|13.0|0|0.0|100
0|2022-01-06|1375.0|0|1375.0|0|13.0|0|0.0|100
0|2022-01-07|1384.0|0|1384.0|0|13.0|0|0.0|100
0|2022-01-08|1384.0|0|1384.0|0|13.0|0|0.0|100
0|2022-01-09|1384.0|0|1384.0|0|13.0|0|0.0|100
0|2022-01-10|1405.0|0|1405.0|0|13.0|0|0.0|100
0|2022-01-11|1414.0|0|1414.0|0|13.0|0|0.0|100
0|2022-01-12|1424.0|0|1424.0|0|13.0|0|0.0|100
0|2022-01-13|1424.0|0|1430.0|0|13.0|0|0.0|100
0|2022-01-14|1430.0|0|1430.0|0|13.0|0|0.0|100
0|2022-01-15|1430.0|0|1430.0|0|13.0|0|0.0|100
0|2022-01-16|1430.0|0|1430.0|0|13.0|0|0.0|100
0|2022-01-17|1453.0|0|0.0|100|13.0|0|0.0|100
