|dates|Columbia_Pennsylvania_UnitedStates.BLS_EmployedPopulation.data|Columbia_Pennsylvania_UnitedStates.BLS_EmployedPopulation.missing|Columbia_Pennsylvania_UnitedStates.BLS_UnemployedPopulation.data|Columbia_Pennsylvania_UnitedStates.BLS_UnemployedPopulation.missing|Columbia_Pennsylvania_UnitedStates.BLS_UnemploymentRate.data|Columbia_Pennsylvania_UnitedStates.BLS_UnemploymentRate.missing|Columbia_Pennsylvania_UnitedStates.BLS_LaborForcePopulation.data|Columbia_Pennsylvania_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|31291.0|0|1631.0|0|4.954134013729421|0|32922.0|0
0|2021-10-18|31291.0|0|1631.0|0|4.954134013729421|0|32922.0|0
0|2021-10-19|31291.0|0|1631.0|0|4.954134013729421|0|32922.0|0
0|2021-10-20|31291.0|0|1631.0|0|4.954134013729421|0|32922.0|0
0|2021-10-21|31291.0|0|1631.0|0|4.954134013729421|0|32922.0|0
0|2021-10-22|31291.0|0|1631.0|0|4.954134013729421|0|32922.0|0
0|2021-10-23|31291.0|0|1631.0|0|4.954134013729421|0|32922.0|0
0|2021-10-24|31291.0|0|1631.0|0|4.954134013729421|0|32922.0|0
0|2021-10-25|31291.0|0|1631.0|0|4.954134013729421|0|32922.0|0
0|2021-10-26|31291.0|0|1631.0|0|4.954134013729421|0|32922.0|0
0|2021-10-27|31291.0|0|1631.0|0|4.954134013729421|0|32922.0|0
0|2021-10-28|31291.0|0|1631.0|0|4.954134013729421|0|32922.0|0
0|2021-10-29|31291.0|0|1631.0|0|4.954134013729421|0|32922.0|0
0|2021-10-30|31291.0|0|1631.0|0|4.954134013729421|0|32922.0|0
0|2021-10-31|31291.0|0|1631.0|0|4.954134013729421|0|32922.0|0
0|2021-11-01|31291.0|0|1631.0|0|4.954134013729421|0|32922.0|0
0|2021-11-02|31291.0|0|1631.0|0|4.954134013729421|0|32922.0|0
0|2021-11-03|31291.0|0|1631.0|0|4.954134013729421|0|32922.0|0
