|dates|Marion_Arkansas_UnitedStates.JHU_ConfirmedCases.data|Marion_Arkansas_UnitedStates.JHU_ConfirmedCases.missing|Marion_Arkansas_UnitedStates.NYT_ConfirmedCases.data|Marion_Arkansas_UnitedStates.NYT_ConfirmedCases.missing|Marion_Arkansas_UnitedStates.JHU_ConfirmedDeaths.data|Marion_Arkansas_UnitedStates.JHU_ConfirmedDeaths.missing|Marion_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.data|Marion_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|2115.0|0|2115.0|0|57.0|0|0.0|100
0|2021-10-18|2117.0|0|2117.0|0|57.0|0|0.0|100
0|2021-10-19|2119.0|0|2119.0|0|57.0|0|0.0|100
0|2021-10-20|2121.0|0|2121.0|0|57.0|0|0.0|100
0|2021-10-21|2121.0|0|2121.0|0|57.0|0|0.0|100
0|2021-10-22|2125.0|0|2125.0|0|57.0|0|0.0|100
0|2021-10-23|2128.0|0|2128.0|0|57.0|0|0.0|100
0|2021-10-24|2130.0|0|2130.0|0|57.0|0|0.0|100
0|2021-10-25|2131.0|0|2131.0|0|57.0|0|0.0|100
0|2021-10-26|2131.0|0|2131.0|0|57.0|0|0.0|100
0|2021-10-27|2133.0|0|2133.0|0|57.0|0|0.0|100
0|2021-10-28|2134.0|0|2134.0|0|57.0|0|0.0|100
0|2021-10-29|2136.0|0|2136.0|0|57.0|0|0.0|100
0|2021-10-30|2137.0|0|2137.0|0|57.0|0|0.0|100
0|2021-10-31|2137.0|0|2137.0|0|57.0|0|0.0|100
0|2021-11-01|2137.0|0|2137.0|0|57.0|0|0.0|100
0|2021-11-02|2141.0|0|2141.0|0|57.0|0|0.0|100
0|2021-11-03|2145.0|0|2145.0|0|57.0|0|0.0|100
0|2021-11-04|2149.0|0|2149.0|0|58.0|0|0.0|100
0|2021-11-05|2157.0|0|2157.0|0|59.0|0|0.0|100
0|2021-11-06|2157.0|0|2157.0|0|59.0|0|0.0|100
0|2021-11-07|2159.0|0|2159.0|0|59.0|0|0.0|100
0|2021-11-08|2159.0|0|2159.0|0|59.0|0|0.0|100
0|2021-11-09|2164.0|0|2164.0|0|59.0|0|0.0|100
0|2021-11-10|2174.0|0|2174.0|0|59.0|0|0.0|100
0|2021-11-11|2177.0|0|2177.0|0|61.0|0|0.0|100
0|2021-11-12|2182.0|0|2182.0|0|61.0|0|0.0|100
0|2021-11-13|2184.0|0|2184.0|0|61.0|0|0.0|100
0|2021-11-14|2189.0|0|2189.0|0|61.0|0|0.0|100
0|2021-11-15|2199.0|0|2199.0|0|61.0|0|0.0|100
0|2021-11-16|2225.0|0|2225.0|0|61.0|0|0.0|100
0|2021-11-17|2234.0|0|2234.0|0|61.0|0|0.0|100
0|2021-11-18|2237.0|0|2237.0|0|61.0|0|0.0|100
0|2021-11-19|2247.0|0|2247.0|0|62.0|0|0.0|100
0|2021-11-20|2251.0|0|2251.0|0|62.0|0|0.0|100
0|2021-11-21|2253.0|0|2253.0|0|62.0|0|0.0|100
0|2021-11-22|2255.0|0|2255.0|0|62.0|0|0.0|100
0|2021-11-23|2264.0|0|2264.0|0|62.0|0|0.0|100
0|2021-11-24|2271.0|0|2271.0|0|62.0|0|0.0|100
0|2021-11-25|2279.0|0|2279.0|0|62.0|0|0.0|100
0|2021-11-26|2281.0|0|2281.0|0|62.0|0|0.0|100
0|2021-11-27|2281.0|0|2281.0|0|62.0|0|0.0|100
0|2021-11-28|2281.0|0|2282.0|0|62.0|0|0.0|100
0|2021-11-29|2283.0|0|2283.0|0|62.0|0|0.0|100
0|2021-11-30|2286.0|0|2286.0|0|62.0|0|0.0|100
0|2021-12-01|2293.0|0|2293.0|0|62.0|0|0.0|100
0|2021-12-02|2329.0|0|2329.0|0|62.0|0|0.0|100
0|2021-12-03|2373.0|0|2373.0|0|62.0|0|0.0|100
0|2021-12-04|2385.0|0|2385.0|0|63.0|0|0.0|100
0|2021-12-05|2388.0|0|2388.0|0|63.0|0|0.0|100
0|2021-12-06|2391.0|0|2391.0|0|63.0|0|0.0|100
0|2021-12-07|2408.0|0|2408.0|0|63.0|0|0.0|100
0|2021-12-08|2415.0|0|2415.0|0|66.0|0|0.0|100
0|2021-12-09|2424.0|0|2424.0|0|66.0|0|0.0|100
0|2021-12-10|2438.0|0|2438.0|0|66.0|0|0.0|100
0|2021-12-11|2449.0|0|2449.0|0|66.0|0|0.0|100
0|2021-12-12|2455.0|0|2455.0|0|66.0|0|0.0|100
0|2021-12-13|2457.0|0|2457.0|0|66.0|0|0.0|100
0|2021-12-14|2457.0|0|2468.0|0|66.0|0|0.0|100
0|2021-12-15|2482.0|0|2482.0|0|67.0|0|0.0|100
0|2021-12-16|2486.0|0|2486.0|0|68.0|0|0.0|100
0|2021-12-17|2502.0|0|2502.0|0|68.0|0|0.0|100
0|2021-12-18|2513.0|0|2513.0|0|68.0|0|0.0|100
0|2021-12-19|2514.0|0|2514.0|0|68.0|0|0.0|100
0|2021-12-20|2517.0|0|2517.0|0|69.0|0|0.0|100
0|2021-12-21|2521.0|0|2521.0|0|69.0|0|0.0|100
0|2021-12-22|2501.0|0|2501.0|0|69.0|0|0.0|100
0|2021-12-23|2506.0|0|2506.0|0|69.0|0|0.0|100
0|2021-12-24|2515.0|0|2515.0|0|70.0|0|0.0|100
0|2021-12-25|2521.0|0|2521.0|0|70.0|0|0.0|100
0|2021-12-26|2522.0|0|2522.0|0|70.0|0|0.0|100
0|2021-12-27|2524.0|0|2524.0|0|70.0|0|0.0|100
0|2021-12-28|2528.0|0|2528.0|0|70.0|0|0.0|100
0|2021-12-29|2540.0|0|2540.0|0|71.0|0|0.0|100
0|2021-12-30|2551.0|0|2551.0|0|71.0|0|0.0|100
0|2021-12-31|2555.0|0|2555.0|0|71.0|0|0.0|100
0|2022-01-01|2558.0|0|2558.0|0|71.0|0|0.0|100
0|2022-01-02|2560.0|0|2560.0|0|71.0|0|0.0|100
0|2022-01-03|2561.0|0|2561.0|0|72.0|0|0.0|100
0|2022-01-04|2570.0|0|2570.0|0|75.0|0|0.0|100
0|2022-01-05|2593.0|0|2593.0|0|75.0|0|0.0|100
0|2022-01-06|2606.0|0|2606.0|0|75.0|0|0.0|100
0|2022-01-07|2616.0|0|2616.0|0|75.0|0|0.0|100
0|2022-01-08|2639.0|0|2639.0|0|75.0|0|0.0|100
0|2022-01-09|2639.0|0|2639.0|0|75.0|0|0.0|100
0|2022-01-10|2651.0|0|2651.0|0|75.0|0|0.0|100
0|2022-01-11|2668.0|0|2668.0|0|75.0|0|0.0|100
0|2022-01-12|2681.0|0|2681.0|0|75.0|0|0.0|100
0|2022-01-13|2681.0|0|2702.0|0|75.0|0|0.0|100
0|2022-01-14|2723.0|0|2723.0|0|76.0|0|0.0|100
0|2022-01-15|2744.0|0|2744.0|0|76.0|0|0.0|100
0|2022-01-16|2766.0|0|2766.0|0|76.0|0|0.0|100
0|2022-01-17|2768.0|0|0.0|100|76.0|0|0.0|100
