|dates|Matanuska-Susitna_Alaska_UnitedStates.JHU_ConfirmedCases.data|Matanuska-Susitna_Alaska_UnitedStates.JHU_ConfirmedCases.missing|Matanuska-Susitna_Alaska_UnitedStates.NYT_ConfirmedCases.data|Matanuska-Susitna_Alaska_UnitedStates.NYT_ConfirmedCases.missing|Matanuska-Susitna_Alaska_UnitedStates.JHU_ConfirmedDeaths.data|Matanuska-Susitna_Alaska_UnitedStates.JHU_ConfirmedDeaths.missing|Matanuska-Susitna_Alaska_UnitedStates.JHU_ConfirmedRecoveries.data|Matanuska-Susitna_Alaska_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|20240.0|0|20138.0|0|84.0|0|0.0|100
0|2021-10-18|20240.0|0|20138.0|0|84.0|0|0.0|100
0|2021-10-19|20830.0|0|20727.0|0|107.0|0|0.0|100
0|2021-10-20|20915.0|0|20812.0|0|107.0|0|0.0|100
0|2021-10-21|21073.0|0|20970.0|0|107.0|0|0.0|100
0|2021-10-22|21228.0|0|21125.0|0|108.0|0|0.0|100
0|2021-10-23|21228.0|0|21125.0|0|108.0|0|0.0|100
0|2021-10-24|21228.0|0|21125.0|0|108.0|0|0.0|100
0|2021-10-25|21460.0|0|21357.0|0|109.0|0|0.0|100
0|2021-10-26|21660.0|0|21557.0|0|109.0|0|0.0|100
0|2021-10-27|21722.0|0|21616.0|0|109.0|0|0.0|100
0|2021-10-28|21923.0|0|21817.0|0|109.0|0|0.0|100
0|2021-10-29|22044.0|0|21938.0|0|109.0|0|0.0|100
0|2021-10-30|22044.0|0|21938.0|0|109.0|0|0.0|100
0|2021-10-31|22044.0|0|21938.0|0|109.0|0|0.0|100
0|2021-11-01|22282.0|0|22176.0|0|109.0|0|0.0|100
0|2021-11-02|22396.0|0|22290.0|0|109.0|0|0.0|100
0|2021-11-03|22502.0|0|22394.0|0|109.0|0|0.0|100
0|2021-11-04|22559.0|0|22451.0|0|109.0|0|0.0|100
0|2021-11-05|22758.0|0|22649.0|0|109.0|0|0.0|100
0|2021-11-06|22758.0|0|22649.0|0|109.0|0|0.0|100
0|2021-11-07|22758.0|0|22649.0|0|109.0|0|0.0|100
0|2021-11-08|22981.0|0|22872.0|0|120.0|0|0.0|100
0|2021-11-09|23094.0|0|22985.0|0|134.0|0|0.0|100
0|2021-11-10|23094.0|0|23028.0|0|134.0|0|0.0|100
0|2021-11-11|23137.0|0|23028.0|0|136.0|0|0.0|100
0|2021-11-12|23306.0|0|23197.0|0|136.0|0|0.0|100
0|2021-11-13|23306.0|0|23197.0|0|136.0|0|0.0|100
0|2021-11-14|23306.0|0|23197.0|0|136.0|0|0.0|100
0|2021-11-15|23496.0|0|23387.0|0|136.0|0|0.0|100
0|2021-11-16|23547.0|0|23437.0|0|136.0|0|0.0|100
0|2021-11-17|23610.0|0|23500.0|0|137.0|0|0.0|100
0|2021-11-18|23706.0|0|23596.0|0|137.0|0|0.0|100
0|2021-11-19|23784.0|0|23674.0|0|148.0|0|0.0|100
0|2021-11-20|23784.0|0|23674.0|0|148.0|0|0.0|100
0|2021-11-21|23784.0|0|23674.0|0|148.0|0|0.0|100
0|2021-11-22|23908.0|0|23797.0|0|148.0|0|0.0|100
0|2021-11-23|23923.0|0|23812.0|0|148.0|0|0.0|100
0|2021-11-24|24023.0|0|23912.0|0|148.0|0|0.0|100
0|2021-11-25|24023.0|0|23912.0|0|148.0|0|0.0|100
0|2021-11-26|24128.0|0|24017.0|0|148.0|0|0.0|100
0|2021-11-27|24128.0|0|24017.0|0|148.0|0|0.0|100
0|2021-11-28|24128.0|0|24017.0|0|148.0|0|0.0|100
0|2021-11-29|24260.0|0|24149.0|0|148.0|0|0.0|100
0|2021-11-30|24260.0|0|24183.0|0|148.0|0|0.0|100
0|2021-12-01|24352.0|0|24240.0|0|148.0|0|0.0|100
0|2021-12-02|24407.0|0|24295.0|0|148.0|0|0.0|100
0|2021-12-03|24452.0|0|24340.0|0|148.0|0|0.0|100
0|2021-12-04|24452.0|0|24340.0|0|148.0|0|0.0|100
0|2021-12-05|24452.0|0|24340.0|0|148.0|0|0.0|100
0|2021-12-06|24548.0|0|24436.0|0|148.0|0|0.0|100
0|2021-12-07|24548.0|0|24436.0|0|148.0|0|0.0|100
0|2021-12-08|24633.0|0|24521.0|0|148.0|0|0.0|100
0|2021-12-09|24633.0|0|24521.0|0|148.0|0|0.0|100
0|2021-12-10|24695.0|0|24583.0|0|148.0|0|0.0|100
0|2021-12-11|24695.0|0|24583.0|0|148.0|0|0.0|100
