|dates|Matanuska-Susitna_Alaska_UnitedStates.JHU_ConfirmedCases.data|Matanuska-Susitna_Alaska_UnitedStates.JHU_ConfirmedCases.missing|Matanuska-Susitna_Alaska_UnitedStates.NYT_ConfirmedCases.data|Matanuska-Susitna_Alaska_UnitedStates.NYT_ConfirmedCases.missing|Matanuska-Susitna_Alaska_UnitedStates.JHU_ConfirmedDeaths.data|Matanuska-Susitna_Alaska_UnitedStates.JHU_ConfirmedDeaths.missing|Matanuska-Susitna_Alaska_UnitedStates.JHU_ConfirmedRecoveries.data|Matanuska-Susitna_Alaska_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-12|24695.0|0|24583.0|0|148.0|0|0.0|100
0|2021-12-13|24770.0|0|24658.0|0|148.0|0|0.0|100
0|2021-12-14|24770.0|0|24658.0|0|148.0|0|0.0|100
0|2021-12-15|24844.0|0|24731.0|0|148.0|0|0.0|100
0|2021-12-16|24844.0|0|24731.0|0|148.0|0|0.0|100
0|2021-12-17|24905.0|0|24792.0|0|163.0|0|0.0|100
0|2021-12-18|24905.0|0|24792.0|0|163.0|0|0.0|100
0|2021-12-19|24905.0|0|24792.0|0|163.0|0|0.0|100
0|2021-12-20|24959.0|0|24845.0|0|163.0|0|0.0|100
0|2021-12-21|24959.0|0|24845.0|0|163.0|0|0.0|100
0|2021-12-22|24979.0|0|24864.0|0|177.0|0|0.0|100
0|2021-12-23|24979.0|0|24864.0|0|177.0|0|0.0|100
0|2021-12-24|24979.0|0|24864.0|0|177.0|0|0.0|100
0|2021-12-25|24979.0|0|24864.0|0|177.0|0|0.0|100
0|2021-12-26|24979.0|0|24864.0|0|177.0|0|0.0|100
0|2021-12-27|25073.0|0|24958.0|0|177.0|0|0.0|100
0|2021-12-28|25073.0|0|24958.0|0|177.0|0|0.0|100
0|2021-12-29|25206.0|0|25091.0|0|177.0|0|0.0|100
0|2021-12-30|25206.0|0|25091.0|0|177.0|0|0.0|100
0|2021-12-31|25206.0|0|25091.0|0|177.0|0|0.0|100
0|2022-01-01|25206.0|0|25091.0|0|177.0|0|0.0|100
0|2022-01-02|25206.0|0|25091.0|0|177.0|0|0.0|100
0|2022-01-03|25542.0|0|25423.0|0|177.0|0|0.0|100
0|2022-01-04|25542.0|0|25423.0|0|177.0|0|0.0|100
0|2022-01-05|25620.0|0|25423.0|0|177.0|0|0.0|100
0|2022-01-06|25620.0|0|25498.0|0|177.0|0|0.0|100
0|2022-01-07|25761.0|0|25642.0|0|177.0|0|0.0|100
0|2022-01-08|25761.0|0|25642.0|0|177.0|0|0.0|100
0|2022-01-09|25761.0|0|25642.0|0|177.0|0|0.0|100
0|2022-01-10|25942.0|0|25822.0|0|177.0|0|0.0|100
0|2022-01-11|25942.0|0|25822.0|0|177.0|0|0.0|100
0|2022-01-12|26272.0|0|26152.0|0|177.0|0|0.0|100
0|2022-01-13|26272.0|0|26152.0|0|177.0|0|0.0|100
0|2022-01-14|26661.0|0|26540.0|0|177.0|0|0.0|100
0|2022-01-15|26661.0|0|26540.0|0|177.0|0|0.0|100
0|2022-01-16|26661.0|0|26540.0|0|177.0|0|0.0|100
0|2022-01-17|26661.0|0|0.0|100|177.0|0|0.0|100
