|dates|Jackson_Florida_UnitedStates.JHU_ConfirmedCases.data|Jackson_Florida_UnitedStates.JHU_ConfirmedCases.missing|Jackson_Florida_UnitedStates.NYT_ConfirmedCases.data|Jackson_Florida_UnitedStates.NYT_ConfirmedCases.missing|Jackson_Florida_UnitedStates.JHU_ConfirmedDeaths.data|Jackson_Florida_UnitedStates.JHU_ConfirmedDeaths.missing|Jackson_Florida_UnitedStates.JHU_ConfirmedRecoveries.data|Jackson_Florida_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-08|10244.0|0|10171.0|0|158.0|0|0.0|100
0|2021-12-09|10244.0|0|10171.0|0|158.0|0|0.0|100
0|2021-12-10|10275.0|0|10202.0|0|158.0|0|0.0|100
0|2021-12-11|10275.0|0|10202.0|0|158.0|0|0.0|100
0|2021-12-12|10275.0|0|10202.0|0|158.0|0|0.0|100
0|2021-12-13|10275.0|0|10202.0|0|158.0|0|0.0|100
0|2021-12-14|10275.0|0|10202.0|0|158.0|0|0.0|100
0|2021-12-15|10275.0|0|10202.0|0|158.0|0|0.0|100
0|2021-12-16|10275.0|0|10202.0|0|158.0|0|0.0|100
0|2021-12-17|10292.0|0|10219.0|0|158.0|0|0.0|100
0|2021-12-18|10292.0|0|10219.0|0|158.0|0|0.0|100
0|2021-12-19|10292.0|0|10219.0|0|158.0|0|0.0|100
0|2021-12-20|10292.0|0|10219.0|0|158.0|0|0.0|100
0|2021-12-21|10292.0|0|10219.0|0|158.0|0|0.0|100
0|2021-12-22|10292.0|0|10219.0|0|158.0|0|0.0|100
0|2021-12-23|10292.0|0|10219.0|0|158.0|0|0.0|100
0|2021-12-24|10292.0|0|10239.0|0|158.0|0|0.0|100
0|2021-12-25|10312.0|0|10239.0|0|158.0|0|0.0|100
0|2021-12-26|10312.0|0|10239.0|0|158.0|0|0.0|100
0|2021-12-27|10312.0|0|10239.0|0|158.0|0|0.0|100
0|2021-12-28|10312.0|0|10239.0|0|158.0|0|0.0|100
0|2021-12-29|10312.0|0|10239.0|0|158.0|0|0.0|100
0|2021-12-30|10312.0|0|10239.0|0|158.0|0|0.0|100
0|2021-12-31|10533.0|0|10460.0|0|158.0|0|0.0|100
0|2022-01-01|10533.0|0|10460.0|0|158.0|0|0.0|100
0|2022-01-02|10533.0|0|10460.0|0|158.0|0|0.0|100
0|2022-01-03|10533.0|0|10460.0|0|158.0|0|0.0|100
0|2022-01-04|10533.0|0|10460.0|0|158.0|0|0.0|100
0|2022-01-05|10533.0|0|10460.0|0|158.0|0|0.0|100
0|2022-01-06|10533.0|0|10460.0|0|158.0|0|0.0|100
0|2022-01-07|11056.0|0|10983.0|0|158.0|0|0.0|100
0|2022-01-08|11056.0|0|10983.0|0|158.0|0|0.0|100
0|2022-01-09|11056.0|0|10983.0|0|158.0|0|0.0|100
0|2022-01-10|11056.0|0|10983.0|0|158.0|0|0.0|100
0|2022-01-11|11056.0|0|10983.0|0|158.0|0|0.0|100
0|2022-01-12|11056.0|0|10983.0|0|243.0|0|0.0|100
0|2022-01-13|11056.0|0|10983.0|0|243.0|0|0.0|100
0|2022-01-14|11056.0|0|11723.0|0|243.0|0|0.0|100
0|2022-01-15|11796.0|0|11723.0|0|243.0|0|0.0|100
0|2022-01-16|11796.0|0|11723.0|0|243.0|0|0.0|100
0|2022-01-17|11796.0|0|0.0|100|243.0|0|0.0|100
