|dates|Jackson_Florida_UnitedStates.JHU_ConfirmedCases.data|Jackson_Florida_UnitedStates.JHU_ConfirmedCases.missing|Jackson_Florida_UnitedStates.NYT_ConfirmedCases.data|Jackson_Florida_UnitedStates.NYT_ConfirmedCases.missing|Jackson_Florida_UnitedStates.JHU_ConfirmedDeaths.data|Jackson_Florida_UnitedStates.JHU_ConfirmedDeaths.missing|Jackson_Florida_UnitedStates.JHU_ConfirmedRecoveries.data|Jackson_Florida_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|10108.0|0|10035.0|0|158.0|0|0.0|100
0|2021-10-18|10108.0|0|10035.0|0|158.0|0|0.0|100
0|2021-10-19|10108.0|0|10035.0|0|158.0|0|0.0|100
0|2021-10-20|10108.0|0|10035.0|0|158.0|0|0.0|100
0|2021-10-21|10108.0|0|10035.0|0|158.0|0|0.0|100
0|2021-10-22|10143.0|0|10070.0|0|158.0|0|0.0|100
0|2021-10-23|10143.0|0|10070.0|0|158.0|0|0.0|100
0|2021-10-24|10143.0|0|10070.0|0|158.0|0|0.0|100
0|2021-10-25|10143.0|0|10070.0|0|158.0|0|0.0|100
0|2021-10-26|10143.0|0|10070.0|0|158.0|0|0.0|100
0|2021-10-27|10143.0|0|10070.0|0|158.0|0|0.0|100
0|2021-10-28|10143.0|0|10070.0|0|158.0|0|0.0|100
0|2021-10-29|10177.0|0|10104.0|0|158.0|0|0.0|100
0|2021-10-30|10177.0|0|10104.0|0|158.0|0|0.0|100
0|2021-10-31|10177.0|0|10104.0|0|158.0|0|0.0|100
0|2021-11-01|10177.0|0|10104.0|0|158.0|0|0.0|100
0|2021-11-02|10177.0|0|10104.0|0|158.0|0|0.0|100
0|2021-11-03|10177.0|0|10104.0|0|158.0|0|0.0|100
0|2021-11-04|10177.0|0|10104.0|0|158.0|0|0.0|100
0|2021-11-05|10194.0|0|10121.0|0|158.0|0|0.0|100
0|2021-11-06|10194.0|0|10121.0|0|158.0|0|0.0|100
0|2021-11-07|10194.0|0|10121.0|0|158.0|0|0.0|100
0|2021-11-08|10194.0|0|10121.0|0|158.0|0|0.0|100
0|2021-11-09|10194.0|0|10121.0|0|158.0|0|0.0|100
0|2021-11-10|10194.0|0|10121.0|0|158.0|0|0.0|100
0|2021-11-11|10194.0|0|10121.0|0|158.0|0|0.0|100
0|2021-11-12|10212.0|0|10139.0|0|158.0|0|0.0|100
0|2021-11-13|10212.0|0|10139.0|0|158.0|0|0.0|100
0|2021-11-14|10212.0|0|10139.0|0|158.0|0|0.0|100
0|2021-11-15|10212.0|0|10139.0|0|158.0|0|0.0|100
0|2021-11-16|10212.0|0|10139.0|0|158.0|0|0.0|100
0|2021-11-17|10212.0|0|10139.0|0|158.0|0|0.0|100
0|2021-11-18|10212.0|0|10139.0|0|158.0|0|0.0|100
0|2021-11-19|10225.0|0|10152.0|0|158.0|0|0.0|100
0|2021-11-20|10225.0|0|10152.0|0|158.0|0|0.0|100
0|2021-11-21|10225.0|0|10152.0|0|158.0|0|0.0|100
0|2021-11-22|10225.0|0|10152.0|0|158.0|0|0.0|100
0|2021-11-23|10225.0|0|10152.0|0|158.0|0|0.0|100
0|2021-11-24|10225.0|0|10152.0|0|158.0|0|0.0|100
0|2021-11-25|10225.0|0|10152.0|0|158.0|0|0.0|100
0|2021-11-26|10225.0|0|10152.0|0|158.0|0|0.0|100
0|2021-11-27|10225.0|0|10152.0|0|158.0|0|0.0|100
0|2021-11-28|10225.0|0|10152.0|0|158.0|0|0.0|100
0|2021-11-29|10225.0|0|10152.0|0|158.0|0|0.0|100
0|2021-11-30|10231.0|0|10158.0|0|158.0|0|0.0|100
0|2021-12-01|10231.0|0|10158.0|0|158.0|0|0.0|100
0|2021-12-02|10231.0|0|10158.0|0|158.0|0|0.0|100
0|2021-12-03|10244.0|0|10171.0|0|158.0|0|0.0|100
0|2021-12-04|10244.0|0|10171.0|0|158.0|0|0.0|100
0|2021-12-05|10244.0|0|10171.0|0|158.0|0|0.0|100
0|2021-12-06|10244.0|0|10171.0|0|158.0|0|0.0|100
0|2021-12-07|10244.0|0|10171.0|0|158.0|0|0.0|100
