|dates|Pawnee_Kansas_UnitedStates.JHU_ConfirmedCases.data|Pawnee_Kansas_UnitedStates.JHU_ConfirmedCases.missing|Pawnee_Kansas_UnitedStates.NYT_ConfirmedCases.data|Pawnee_Kansas_UnitedStates.NYT_ConfirmedCases.missing|Pawnee_Kansas_UnitedStates.JHU_ConfirmedDeaths.data|Pawnee_Kansas_UnitedStates.JHU_ConfirmedDeaths.missing|Pawnee_Kansas_UnitedStates.JHU_ConfirmedRecoveries.data|Pawnee_Kansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|1430.0|0|1430.0|0|15.0|0|0.0|100
0|2021-10-18|1441.0|0|1441.0|0|15.0|0|0.0|100
0|2021-10-19|1441.0|0|1441.0|0|15.0|0|0.0|100
0|2021-10-20|1451.0|0|1451.0|0|15.0|0|0.0|100
0|2021-10-21|1451.0|0|1451.0|0|15.0|0|0.0|100
0|2021-10-22|1461.0|0|1461.0|0|15.0|0|0.0|100
0|2021-10-23|1461.0|0|1461.0|0|15.0|0|0.0|100
0|2021-10-24|1461.0|0|1461.0|0|15.0|0|0.0|100
0|2021-10-25|1468.0|0|1468.0|0|15.0|0|0.0|100
0|2021-10-26|1468.0|0|1468.0|0|15.0|0|0.0|100
0|2021-10-27|1481.0|0|1481.0|0|15.0|0|0.0|100
0|2021-10-28|1481.0|0|1481.0|0|15.0|0|0.0|100
0|2021-10-29|1489.0|0|1489.0|0|15.0|0|0.0|100
0|2021-10-30|1489.0|0|1489.0|0|15.0|0|0.0|100
0|2021-10-31|1489.0|0|1489.0|0|15.0|0|0.0|100
0|2021-11-01|1497.0|0|1497.0|0|15.0|0|0.0|100
0|2021-11-02|1497.0|0|1497.0|0|15.0|0|0.0|100
0|2021-11-03|1504.0|0|1504.0|0|15.0|0|0.0|100
0|2021-11-04|1504.0|0|1504.0|0|15.0|0|0.0|100
0|2021-11-05|1509.0|0|1509.0|0|16.0|0|0.0|100
0|2021-11-06|1509.0|0|1509.0|0|16.0|0|0.0|100
0|2021-11-07|1509.0|0|1509.0|0|16.0|0|0.0|100
0|2021-11-08|1513.0|0|1513.0|0|18.0|0|0.0|100
0|2021-11-09|1513.0|0|1513.0|0|18.0|0|0.0|100
0|2021-11-10|1513.0|0|1517.0|0|18.0|0|0.0|100
0|2021-11-11|1517.0|0|1517.0|0|19.0|0|0.0|100
0|2021-11-12|1527.0|0|1527.0|0|19.0|0|0.0|100
0|2021-11-13|1527.0|0|1527.0|0|19.0|0|0.0|100
0|2021-11-14|1527.0|0|1527.0|0|19.0|0|0.0|100
0|2021-11-15|1533.0|0|1533.0|0|19.0|0|0.0|100
0|2021-11-16|1533.0|0|1533.0|0|19.0|0|0.0|100
0|2021-11-17|1550.0|0|1550.0|0|20.0|0|0.0|100
0|2021-11-18|1550.0|0|1550.0|0|20.0|0|0.0|100
0|2021-11-19|1558.0|0|1558.0|0|20.0|0|0.0|100
0|2021-11-20|1558.0|0|1558.0|0|20.0|0|0.0|100
0|2021-11-21|1558.0|0|1558.0|0|20.0|0|0.0|100
0|2021-11-22|1561.0|0|1561.0|0|20.0|0|0.0|100
0|2021-11-23|1561.0|0|1561.0|0|20.0|0|0.0|100
0|2021-11-24|1561.0|0|1566.0|0|20.0|0|0.0|100
0|2021-11-25|1566.0|0|1566.0|0|20.0|0|0.0|100
0|2021-11-26|1566.0|0|1566.0|0|20.0|0|0.0|100
0|2021-11-27|1566.0|0|1566.0|0|20.0|0|0.0|100
0|2021-11-28|1566.0|0|1566.0|0|20.0|0|0.0|100
0|2021-11-29|1568.0|0|1568.0|0|20.0|0|0.0|100
0|2021-11-30|1568.0|0|1568.0|0|20.0|0|0.0|100
0|2021-12-01|1570.0|0|1570.0|0|20.0|0|0.0|100
0|2021-12-02|1570.0|0|1570.0|0|20.0|0|0.0|100
0|2021-12-03|1570.0|0|1576.0|0|20.0|0|0.0|100
0|2021-12-04|1576.0|0|1576.0|0|20.0|0|0.0|100
0|2021-12-05|1576.0|0|1576.0|0|20.0|0|0.0|100
0|2021-12-06|1584.0|0|1584.0|0|20.0|0|0.0|100
0|2021-12-07|1584.0|0|1584.0|0|20.0|0|0.0|100
0|2021-12-08|1593.0|0|1593.0|0|20.0|0|0.0|100
0|2021-12-09|1593.0|0|1593.0|0|20.0|0|0.0|100
0|2021-12-10|1594.0|0|1594.0|0|20.0|0|0.0|100
0|2021-12-11|1594.0|0|1594.0|0|20.0|0|0.0|100
0|2021-12-12|1594.0|0|1594.0|0|20.0|0|0.0|100
0|2021-12-13|1606.0|0|1606.0|0|20.0|0|0.0|100
0|2021-12-14|1606.0|0|1606.0|0|20.0|0|0.0|100
0|2021-12-15|1613.0|0|1613.0|0|20.0|0|0.0|100
0|2021-12-16|1613.0|0|1613.0|0|20.0|0|0.0|100
0|2021-12-17|1620.0|0|1620.0|0|20.0|0|0.0|100
0|2021-12-18|1620.0|0|1620.0|0|20.0|0|0.0|100
0|2021-12-19|1620.0|0|1620.0|0|20.0|0|0.0|100
0|2021-12-20|1627.0|0|1627.0|0|20.0|0|0.0|100
0|2021-12-21|1627.0|0|1627.0|0|20.0|0|0.0|100
0|2021-12-22|1635.0|0|1635.0|0|20.0|0|0.0|100
0|2021-12-23|1635.0|0|1635.0|0|20.0|0|0.0|100
0|2021-12-24|1635.0|0|1635.0|0|20.0|0|0.0|100
0|2021-12-25|1635.0|0|1635.0|0|20.0|0|0.0|100
0|2021-12-26|1635.0|0|1635.0|0|20.0|0|0.0|100
0|2021-12-27|1643.0|0|1643.0|0|20.0|0|0.0|100
0|2021-12-28|1643.0|0|1643.0|0|20.0|0|0.0|100
0|2021-12-29|1659.0|0|1659.0|0|20.0|0|0.0|100
0|2021-12-30|1659.0|0|1659.0|0|20.0|0|0.0|100
0|2021-12-31|1659.0|0|1659.0|0|20.0|0|0.0|100
0|2022-01-01|1659.0|0|1659.0|0|20.0|0|0.0|100
0|2022-01-02|1659.0|0|1659.0|0|20.0|0|0.0|100
0|2022-01-03|1680.0|0|1680.0|0|20.0|0|0.0|100
0|2022-01-04|1680.0|0|1680.0|0|20.0|0|0.0|100
0|2022-01-05|1693.0|0|1693.0|0|20.0|0|0.0|100
0|2022-01-06|1693.0|0|1693.0|0|20.0|0|0.0|100
0|2022-01-07|1707.0|0|1707.0|0|21.0|0|0.0|100
0|2022-01-08|1707.0|0|1707.0|0|21.0|0|0.0|100
0|2022-01-09|1707.0|0|1707.0|0|21.0|0|0.0|100
0|2022-01-10|1718.0|0|1718.0|0|21.0|0|0.0|100
0|2022-01-11|1718.0|0|1718.0|0|21.0|0|0.0|100
0|2022-01-12|1718.0|0|1728.0|0|21.0|0|0.0|100
0|2022-01-13|1718.0|0|1737.0|0|21.0|0|0.0|100
0|2022-01-14|1772.0|0|1772.0|0|21.0|0|0.0|100
0|2022-01-15|1772.0|0|1772.0|0|21.0|0|0.0|100
0|2022-01-16|1772.0|0|1772.0|0|21.0|0|0.0|100
0|2022-01-17|1772.0|0|0.0|100|21.0|0|0.0|100
