|dates|Washington_Nebraska_UnitedStates.JHU_ConfirmedCases.data|Washington_Nebraska_UnitedStates.JHU_ConfirmedCases.missing|Washington_Nebraska_UnitedStates.NYT_ConfirmedCases.data|Washington_Nebraska_UnitedStates.NYT_ConfirmedCases.missing|Washington_Nebraska_UnitedStates.JHU_ConfirmedDeaths.data|Washington_Nebraska_UnitedStates.JHU_ConfirmedDeaths.missing|Washington_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.data|Washington_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|2721.0|0|2721.0|0|25.0|0|0.0|100
0|2021-10-18|2733.0|0|2733.0|0|25.0|0|0.0|100
0|2021-10-19|2739.0|0|2739.0|0|25.0|0|0.0|100
0|2021-10-20|2744.0|0|2744.0|0|25.0|0|0.0|100
0|2021-10-21|2754.0|0|2754.0|0|25.0|0|0.0|100
0|2021-10-22|2754.0|0|2754.0|0|25.0|0|0.0|100
0|2021-10-23|2754.0|0|2754.0|0|25.0|0|0.0|100
0|2021-10-24|2754.0|0|2754.0|0|25.0|0|0.0|100
0|2021-10-25|2754.0|0|2754.0|0|25.0|0|0.0|100
0|2021-10-26|2754.0|0|2754.0|0|25.0|0|0.0|100
0|2021-10-27|2780.0|0|2780.0|0|25.0|0|0.0|100
0|2021-10-28|2780.0|0|2780.0|0|25.0|0|0.0|100
0|2021-10-29|2780.0|0|2793.0|0|25.0|0|0.0|100
0|2021-10-30|2780.0|0|2793.0|0|25.0|0|0.0|100
0|2021-10-31|2780.0|0|2799.0|0|25.0|0|0.0|100
0|2021-11-01|2780.0|0|2813.0|0|25.0|0|0.0|100
0|2021-11-02|2780.0|0|2813.0|0|25.0|0|0.0|100
0|2021-11-03|2823.0|0|2823.0|0|25.0|0|0.0|100
0|2021-11-04|2823.0|0|2823.0|0|25.0|0|0.0|100
0|2021-11-05|2823.0|0|2823.0|0|25.0|0|0.0|100
0|2021-11-06|2823.0|0|2823.0|0|25.0|0|0.0|100
0|2021-11-07|2823.0|0|2823.0|0|25.0|0|0.0|100
0|2021-11-08|2852.0|0|2852.0|0|25.0|0|0.0|100
0|2021-11-09|2865.0|0|2865.0|0|25.0|0|0.0|100
0|2021-11-10|2876.0|0|2876.0|0|25.0|0|0.0|100
0|2021-11-11|2888.0|0|2888.0|0|25.0|0|0.0|100
0|2021-11-12|2903.0|0|2903.0|0|25.0|0|0.0|100
0|2021-11-13|2903.0|0|2903.0|0|25.0|0|0.0|100
0|2021-11-14|2903.0|0|2903.0|0|25.0|0|0.0|100
0|2021-11-15|2934.0|0|2934.0|0|25.0|0|0.0|100
0|2021-11-16|2942.0|0|2942.0|0|25.0|0|0.0|100
0|2021-11-17|2951.0|0|2951.0|0|25.0|0|0.0|100
0|2021-11-18|2960.0|0|2960.0|0|25.0|0|0.0|100
0|2021-11-19|2966.0|0|2966.0|0|25.0|0|0.0|100
0|2021-11-20|2966.0|0|2966.0|0|25.0|0|0.0|100
0|2021-11-21|2966.0|0|2966.0|0|25.0|0|0.0|100
0|2021-11-22|2990.0|0|2990.0|0|25.0|0|0.0|100
0|2021-11-23|3001.0|0|3001.0|0|25.0|0|0.0|100
0|2021-11-24|3014.0|0|3014.0|0|25.0|0|0.0|100
0|2021-11-25|3014.0|0|3014.0|0|25.0|0|0.0|100
0|2021-11-26|3014.0|0|3014.0|0|25.0|0|0.0|100
0|2021-11-27|3014.0|0|3014.0|0|25.0|0|0.0|100
0|2021-11-28|3014.0|0|3014.0|0|25.0|0|0.0|100
0|2021-11-29|3045.0|0|3045.0|0|25.0|0|0.0|100
0|2021-11-30|3062.0|0|3062.0|0|25.0|0|0.0|100
0|2021-12-01|3076.0|0|3076.0|0|25.0|0|0.0|100
0|2021-12-02|3106.0|0|3106.0|0|25.0|0|0.0|100
0|2021-12-03|3114.0|0|3114.0|0|25.0|0|0.0|100
0|2021-12-04|3114.0|0|3114.0|0|25.0|0|0.0|100
