|dates|Arapahoe_Colorado_UnitedStates.BLS_EmployedPopulation.data|Arapahoe_Colorado_UnitedStates.BLS_EmployedPopulation.missing|Arapahoe_Colorado_UnitedStates.BLS_UnemployedPopulation.data|Arapahoe_Colorado_UnitedStates.BLS_UnemployedPopulation.missing|Arapahoe_Colorado_UnitedStates.BLS_UnemploymentRate.data|Arapahoe_Colorado_UnitedStates.BLS_UnemploymentRate.missing|Arapahoe_Colorado_UnitedStates.BLS_LaborForcePopulation.data|Arapahoe_Colorado_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|351191.0|0|23071.0|0|6.16439820232885|0|374262.0|0
0|2021-10-18|351191.0|0|23071.0|0|6.16439820232885|0|374262.0|0
0|2021-10-19|351191.0|0|23071.0|0|6.16439820232885|0|374262.0|0
0|2021-10-20|351191.0|0|23071.0|0|6.16439820232885|0|374262.0|0
0|2021-10-21|351191.0|0|23071.0|0|6.16439820232885|0|374262.0|0
0|2021-10-22|351191.0|0|23071.0|0|6.16439820232885|0|374262.0|0
0|2021-10-23|351191.0|0|23071.0|0|6.16439820232885|0|374262.0|0
0|2021-10-24|351191.0|0|23071.0|0|6.16439820232885|0|374262.0|0
0|2021-10-25|351191.0|0|23071.0|0|6.16439820232885|0|374262.0|0
0|2021-10-26|351191.0|0|23071.0|0|6.16439820232885|0|374262.0|0
0|2021-10-27|351191.0|0|23071.0|0|6.16439820232885|0|374262.0|0
0|2021-10-28|351191.0|0|23071.0|0|6.16439820232885|0|374262.0|0
0|2021-10-29|351191.0|0|23071.0|0|6.16439820232885|0|374262.0|0
0|2021-10-30|351191.0|0|23071.0|0|6.16439820232885|0|374262.0|0
0|2021-10-31|351191.0|0|23071.0|0|6.16439820232885|0|374262.0|0
0|2021-11-01|351191.0|0|23071.0|0|6.16439820232885|0|374262.0|0
0|2021-11-02|351191.0|0|23071.0|0|6.16439820232885|0|374262.0|0
0|2021-11-03|351191.0|0|23071.0|0|6.16439820232885|0|374262.0|0
0|2021-11-04|351191.0|0|23071.0|0|6.16439820232885|0|374262.0|0
0|2021-11-05|351191.0|0|23071.0|0|6.16439820232885|0|374262.0|0
0|2021-11-06|351191.0|0|23071.0|0|6.16439820232885|0|374262.0|0
