|dates|Adair_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Adair_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Adair_Kentucky_UnitedStates.NYT_ConfirmedCases.data|Adair_Kentucky_UnitedStates.NYT_ConfirmedCases.missing|Adair_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Adair_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Adair_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Adair_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-31|3973.0|0|3973.0|0|89.0|0|0.0|100
0|2022-01-01|3973.0|0|3973.0|0|89.0|0|0.0|100
0|2022-01-02|3973.0|0|3973.0|0|89.0|0|0.0|100
0|2022-01-03|4005.0|0|4009.0|0|90.0|0|0.0|100
0|2022-01-04|4015.0|0|4015.0|0|90.0|0|0.0|100
0|2022-01-05|4030.0|0|4037.0|0|90.0|0|0.0|100
0|2022-01-06|4051.0|0|4062.0|0|90.0|0|0.0|100
0|2022-01-07|4069.0|0|4069.0|0|91.0|0|0.0|100
0|2022-01-08|4069.0|0|4069.0|0|91.0|0|0.0|100
0|2022-01-09|4069.0|0|4069.0|0|91.0|0|0.0|100
0|2022-01-10|4085.0|0|4085.0|0|91.0|0|0.0|100
0|2022-01-11|4130.0|0|4130.0|0|91.0|0|0.0|100
0|2022-01-12|4173.0|0|4173.0|0|91.0|0|0.0|100
0|2022-01-13|4173.0|0|4195.0|0|91.0|0|0.0|100
0|2022-01-14|4232.0|0|4232.0|0|93.0|0|0.0|100
0|2022-01-15|4232.0|0|4232.0|0|93.0|0|0.0|100
0|2022-01-16|4232.0|0|4232.0|0|93.0|0|0.0|100
0|2022-01-17|4232.0|0|0.0|100|93.0|0|0.0|100
