|dates|Grant_Minnesota_UnitedStates.JHU_ConfirmedCases.data|Grant_Minnesota_UnitedStates.JHU_ConfirmedCases.missing|Grant_Minnesota_UnitedStates.NYT_ConfirmedCases.data|Grant_Minnesota_UnitedStates.NYT_ConfirmedCases.missing|Grant_Minnesota_UnitedStates.JHU_ConfirmedDeaths.data|Grant_Minnesota_UnitedStates.JHU_ConfirmedDeaths.missing|Grant_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.data|Grant_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-13|900.0|0|900.0|0|9.0|0|0.0|100
0|2021-11-14|900.0|0|900.0|0|9.0|0|0.0|100
0|2021-11-15|916.0|0|916.0|0|9.0|0|0.0|100
0|2021-11-16|922.0|0|922.0|0|9.0|0|0.0|100
0|2021-11-17|928.0|0|928.0|0|9.0|0|0.0|100
0|2021-11-18|936.0|0|936.0|0|9.0|0|0.0|100
0|2021-11-19|940.0|0|940.0|0|9.0|0|0.0|100
0|2021-11-20|940.0|0|940.0|0|9.0|0|0.0|100
0|2021-11-21|940.0|0|940.0|0|9.0|0|0.0|100
0|2021-11-22|945.0|0|945.0|0|9.0|0|0.0|100
0|2021-11-23|961.0|0|961.0|0|9.0|0|0.0|100
0|2021-11-24|967.0|0|967.0|0|9.0|0|0.0|100
0|2021-11-25|967.0|0|967.0|0|9.0|0|0.0|100
0|2021-11-26|971.0|0|971.0|0|9.0|0|0.0|100
0|2021-11-27|971.0|0|971.0|0|9.0|0|0.0|100
0|2021-11-28|971.0|0|971.0|0|9.0|0|0.0|100
0|2021-11-29|975.0|0|975.0|0|10.0|0|0.0|100
0|2021-11-30|1011.0|0|1011.0|0|10.0|0|0.0|100
0|2021-12-01|1015.0|0|1015.0|0|10.0|0|0.0|100
0|2021-12-02|1015.0|0|1018.0|0|10.0|0|0.0|100
0|2021-12-03|1024.0|0|1024.0|0|10.0|0|0.0|100
0|2021-12-04|1024.0|0|1024.0|0|10.0|0|0.0|100
0|2021-12-05|1024.0|0|1024.0|0|10.0|0|0.0|100
0|2021-12-06|1032.0|0|1032.0|0|10.0|0|0.0|100
0|2021-12-07|1049.0|0|1049.0|0|10.0|0|0.0|100
0|2021-12-08|1046.0|0|1046.0|0|11.0|0|0.0|100
0|2021-12-09|1050.0|0|1050.0|0|11.0|0|0.0|100
0|2021-12-10|1054.0|0|1054.0|0|11.0|0|0.0|100
0|2021-12-11|1054.0|0|1054.0|0|11.0|0|0.0|100
0|2021-12-12|1054.0|0|1054.0|0|11.0|0|0.0|100
0|2021-12-13|1057.0|0|1057.0|0|11.0|0|0.0|100
0|2021-12-14|1057.0|0|1066.0|0|11.0|0|0.0|100
0|2021-12-15|1074.0|0|1074.0|0|11.0|0|0.0|100
0|2021-12-16|1085.0|0|1085.0|0|11.0|0|0.0|100
0|2021-12-17|1086.0|0|1086.0|0|12.0|0|0.0|100
0|2021-12-18|1086.0|0|1086.0|0|12.0|0|0.0|100
0|2021-12-19|1086.0|0|1086.0|0|12.0|0|0.0|100
0|2021-12-20|1099.0|0|1099.0|0|12.0|0|0.0|100
0|2021-12-21|1102.0|0|1102.0|0|12.0|0|0.0|100
0|2021-12-22|1102.0|0|1102.0|0|12.0|0|0.0|100
0|2021-12-23|1104.0|0|1104.0|0|12.0|0|0.0|100
0|2021-12-24|1104.0|0|1104.0|0|12.0|0|0.0|100
0|2021-12-25|1104.0|0|1104.0|0|12.0|0|0.0|100
0|2021-12-26|1104.0|0|1104.0|0|12.0|0|0.0|100
0|2021-12-27|1106.0|0|1106.0|0|12.0|0|0.0|100
0|2021-12-28|1112.0|0|1112.0|0|12.0|0|0.0|100
0|2021-12-29|1116.0|0|1116.0|0|12.0|0|0.0|100
0|2021-12-30|1120.0|0|1120.0|0|12.0|0|0.0|100
0|2021-12-31|1120.0|0|1120.0|0|12.0|0|0.0|100
0|2022-01-01|1120.0|0|1120.0|0|12.0|0|0.0|100
0|2022-01-02|1120.0|0|1120.0|0|12.0|0|0.0|100
0|2022-01-03|1122.0|0|1122.0|0|12.0|0|0.0|100
0|2022-01-04|1129.0|0|1129.0|0|12.0|0|0.0|100
0|2022-01-05|1132.0|0|1132.0|0|12.0|0|0.0|100
0|2022-01-06|1135.0|0|1135.0|0|12.0|0|0.0|100
0|2022-01-07|1147.0|0|1147.0|0|12.0|0|0.0|100
0|2022-01-08|1147.0|0|1147.0|0|12.0|0|0.0|100
0|2022-01-09|1147.0|0|1147.0|0|12.0|0|0.0|100
0|2022-01-10|1148.0|0|1148.0|0|12.0|0|0.0|100
0|2022-01-11|1166.0|0|1166.0|0|12.0|0|0.0|100
0|2022-01-12|1173.0|0|1173.0|0|12.0|0|0.0|100
0|2022-01-13|1173.0|0|1176.0|0|12.0|0|0.0|100
0|2022-01-14|1180.0|0|1180.0|0|12.0|0|0.0|100
0|2022-01-15|1180.0|0|1180.0|0|12.0|0|0.0|100
0|2022-01-16|1180.0|0|1180.0|0|12.0|0|0.0|100
0|2022-01-17|1180.0|0|0.0|100|12.0|0|0.0|100
