|dates|NewCastle_Delaware_UnitedStates.JHU_ConfirmedCases.data|NewCastle_Delaware_UnitedStates.JHU_ConfirmedCases.missing|NewCastle_Delaware_UnitedStates.NYT_ConfirmedCases.data|NewCastle_Delaware_UnitedStates.NYT_ConfirmedCases.missing|NewCastle_Delaware_UnitedStates.JHU_ConfirmedDeaths.data|NewCastle_Delaware_UnitedStates.JHU_ConfirmedDeaths.missing|NewCastle_Delaware_UnitedStates.JHU_ConfirmedRecoveries.data|NewCastle_Delaware_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|79813.0|0|79813.0|0|989.0|0|0.0|100
0|2021-10-18|80125.0|0|80125.0|0|989.0|0|0.0|100
0|2021-10-19|80214.0|0|80214.0|0|993.0|0|0.0|100
0|2021-10-20|80364.0|0|80364.0|0|994.0|0|0.0|100
0|2021-10-21|80529.0|0|80529.0|0|996.0|0|0.0|100
0|2021-10-22|80725.0|0|80725.0|0|996.0|0|0.0|100
0|2021-10-23|80933.0|0|80933.0|0|1004.0|0|0.0|100
0|2021-10-24|81061.0|0|81061.0|0|1004.0|0|0.0|100
0|2021-10-25|81222.0|0|81222.0|0|1004.0|0|0.0|100
0|2021-10-26|81267.0|0|81267.0|0|1007.0|0|0.0|100
0|2021-10-27|81406.0|0|81406.0|0|1007.0|0|0.0|100
0|2021-10-28|81556.0|0|81556.0|0|1007.0|0|0.0|100
0|2021-10-29|81667.0|0|81667.0|0|1014.0|0|0.0|100
0|2021-10-30|81889.0|0|81889.0|0|1016.0|0|0.0|100
0|2021-10-31|82013.0|0|82013.0|0|1016.0|0|0.0|100
0|2021-11-01|82126.0|0|82126.0|0|1016.0|0|0.0|100
0|2021-11-02|82163.0|0|82163.0|0|1017.0|0|0.0|100
0|2021-11-03|82309.0|0|82309.0|0|1018.0|0|0.0|100
0|2021-11-04|82472.0|0|82472.0|0|1020.0|0|0.0|100
0|2021-11-05|82622.0|0|82472.0|0|1028.0|0|0.0|100
0|2021-11-06|82779.0|0|82779.0|0|1029.0|0|0.0|100
0|2021-11-07|82929.0|0|82929.0|0|1029.0|0|0.0|100
0|2021-11-08|83071.0|0|83071.0|0|1029.0|0|0.0|100
0|2021-11-09|83110.0|0|83110.0|0|1031.0|0|0.0|100
0|2021-11-10|83110.0|0|83253.0|0|1031.0|0|0.0|100
0|2021-11-11|83446.0|0|83446.0|0|1032.0|0|0.0|100
0|2021-11-12|83692.0|0|83692.0|0|1032.0|0|0.0|100
0|2021-11-13|83851.0|0|83851.0|0|1039.0|0|0.0|100
0|2021-11-14|84042.0|0|84042.0|0|1039.0|0|0.0|100
0|2021-11-15|84140.0|0|84140.0|0|1039.0|0|0.0|100
0|2021-11-16|84157.0|0|84157.0|0|1041.0|0|0.0|100
0|2021-11-17|84235.0|0|84235.0|0|1041.0|0|0.0|100
0|2021-11-18|84309.0|0|84309.0|0|1045.0|0|0.0|100
0|2021-11-19|84462.0|0|84462.0|0|1045.0|0|0.0|100
0|2021-11-20|85352.0|0|85352.0|0|1047.0|0|0.0|100
0|2021-11-21|85521.0|0|85521.0|0|1047.0|0|0.0|100
0|2021-11-22|85662.0|0|85662.0|0|1047.0|0|0.0|100
0|2021-11-23|85810.0|0|85810.0|0|1050.0|0|0.0|100
0|2021-11-24|85974.0|0|85974.0|0|1050.0|0|0.0|100
0|2021-11-25|86194.0|0|86194.0|0|1054.0|0|0.0|100
0|2021-11-26|86497.0|0|86497.0|0|1054.0|0|0.0|100
0|2021-11-27|86641.0|0|86641.0|0|1054.0|0|0.0|100
0|2021-11-28|86770.0|0|86770.0|0|1054.0|0|0.0|100
0|2021-11-29|86901.0|0|86901.0|0|1054.0|0|0.0|100
0|2021-11-30|87086.0|0|87086.0|0|1056.0|0|0.0|100
0|2021-12-01|87424.0|0|87424.0|0|1057.0|0|0.0|100
0|2021-12-02|87424.0|0|87743.0|0|1057.0|0|0.0|100
0|2021-12-03|88159.0|0|88159.0|0|1066.0|0|0.0|100
0|2021-12-04|88612.0|0|88612.0|0|1066.0|0|0.0|100
0|2021-12-05|88888.0|0|88888.0|0|1066.0|0|0.0|100
0|2021-12-06|88888.0|0|89112.0|0|1066.0|0|0.0|100
0|2021-12-07|89279.0|0|89279.0|0|1069.0|0|0.0|100
0|2021-12-08|89589.0|0|89589.0|0|1072.0|0|0.0|100
0|2021-12-09|89970.0|0|89970.0|0|1074.0|0|0.0|100
0|2021-12-10|90416.0|0|90416.0|0|1075.0|0|0.0|100
0|2021-12-11|90795.0|0|90795.0|0|1080.0|0|0.0|100
0|2021-12-12|91096.0|0|91096.0|0|1080.0|0|0.0|100
0|2021-12-13|91454.0|0|91454.0|0|1080.0|0|0.0|100
0|2021-12-14|91454.0|0|91588.0|0|1080.0|0|0.0|100
0|2021-12-15|91873.0|0|91873.0|0|1085.0|0|0.0|100
0|2021-12-16|92205.0|0|92205.0|0|1085.0|0|0.0|100
0|2021-12-17|92734.0|0|92734.0|0|1085.0|0|0.0|100
0|2021-12-18|93189.0|0|93189.0|0|1091.0|0|0.0|100
0|2021-12-19|93554.0|0|93554.0|0|1091.0|0|0.0|100
0|2021-12-20|93921.0|0|93921.0|0|1091.0|0|0.0|100
0|2021-12-21|94218.0|0|94218.0|0|1095.0|0|0.0|100
0|2021-12-22|94520.0|0|94520.0|0|1095.0|0|0.0|100
0|2021-12-23|95144.0|0|95144.0|0|1096.0|0|0.0|100
0|2021-12-24|95970.0|0|95970.0|0|1105.0|0|0.0|100
0|2021-12-25|96862.0|0|96862.0|0|1105.0|0|0.0|100
0|2021-12-26|97631.0|0|97631.0|0|1105.0|0|0.0|100
0|2021-12-27|97915.0|0|97915.0|0|1105.0|0|0.0|100
0|2021-12-28|98237.0|0|98237.0|0|1107.0|0|0.0|100
0|2021-12-29|98819.0|0|98819.0|0|1111.0|0|0.0|100
0|2021-12-30|100020.0|0|100020.0|0|1112.0|0|0.0|100
0|2021-12-31|101913.0|0|101913.0|0|1112.0|0|0.0|100
0|2022-01-01|104426.0|0|104426.0|0|1112.0|0|0.0|100
0|2022-01-02|106161.0|0|106161.0|0|1112.0|0|0.0|100
