|dates|DonaAna_NewMexico_UnitedStates.MaleAndFemale_AtLeast65_Population.data|DonaAna_NewMexico_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|DonaAna_NewMexico_UnitedStates.Male_Total_Population.data|DonaAna_NewMexico_UnitedStates.Male_Total_Population.missing|DonaAna_NewMexico_UnitedStates.Female_Total_Population.data|DonaAna_NewMexico_UnitedStates.Female_Total_Population.missing|DonaAna_NewMexico_UnitedStates.MaleAndFemale_Under18_Population.data|DonaAna_NewMexico_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-11-20|34338.0|0|106762.0|0|110760.0|0|53231.0|0
0|2021-11-21|34338.0|0|106762.0|0|110760.0|0|53231.0|0
0|2021-11-22|34338.0|0|106762.0|0|110760.0|0|53231.0|0
0|2021-11-23|34338.0|0|106762.0|0|110760.0|0|53231.0|0
0|2021-11-24|34338.0|0|106762.0|0|110760.0|0|53231.0|0
0|2021-11-25|34338.0|0|106762.0|0|110760.0|0|53231.0|0
0|2021-11-26|34338.0|0|106762.0|0|110760.0|0|53231.0|0
0|2021-11-27|34338.0|0|106762.0|0|110760.0|0|53231.0|0
0|2021-11-28|34338.0|0|106762.0|0|110760.0|0|53231.0|0
0|2021-11-29|34338.0|0|106762.0|0|110760.0|0|53231.0|0
0|2021-11-30|34338.0|0|106762.0|0|110760.0|0|53231.0|0
0|2021-12-01|34338.0|0|106762.0|0|110760.0|0|53231.0|0
0|2021-12-02|34338.0|0|106762.0|0|110760.0|0|53231.0|0
0|2021-12-03|34338.0|0|106762.0|0|110760.0|0|53231.0|0
0|2021-12-04|34338.0|0|106762.0|0|110760.0|0|53231.0|0
0|2021-12-05|34338.0|0|106762.0|0|110760.0|0|53231.0|0
0|2021-12-06|34338.0|0|106762.0|0|110760.0|0|53231.0|0
0|2021-12-07|34338.0|0|106762.0|0|110760.0|0|53231.0|0
0|2021-12-08|34338.0|0|106762.0|0|110760.0|0|53231.0|0
0|2021-12-09|34338.0|0|106762.0|0|110760.0|0|53231.0|0
0|2021-12-10|34338.0|0|106762.0|0|110760.0|0|53231.0|0
0|2021-12-11|34338.0|0|106762.0|0|110760.0|0|53231.0|0
0|2021-12-12|34338.0|0|106762.0|0|110760.0|0|53231.0|0
0|2021-12-13|34338.0|0|106762.0|0|110760.0|0|53231.0|0
0|2021-12-14|34338.0|0|106762.0|0|110760.0|0|53231.0|0
0|2021-12-15|34338.0|0|106762.0|0|110760.0|0|53231.0|0
0|2021-12-16|34338.0|0|106762.0|0|110760.0|0|53231.0|0
0|2021-12-17|34338.0|0|106762.0|0|110760.0|0|53231.0|0
0|2021-12-18|34338.0|0|106762.0|0|110760.0|0|53231.0|0
0|2021-12-19|34338.0|0|106762.0|0|110760.0|0|53231.0|0
0|2021-12-20|34338.0|0|106762.0|0|110760.0|0|53231.0|0
0|2021-12-21|34338.0|0|106762.0|0|110760.0|0|53231.0|0
0|2021-12-22|34338.0|0|106762.0|0|110760.0|0|53231.0|0
0|2021-12-23|34338.0|0|106762.0|0|110760.0|0|53231.0|0
0|2021-12-24|34338.0|0|106762.0|0|110760.0|0|53231.0|0
0|2021-12-25|34338.0|0|106762.0|0|110760.0|0|53231.0|0
0|2021-12-26|34338.0|0|106762.0|0|110760.0|0|53231.0|0
0|2021-12-27|34338.0|0|106762.0|0|110760.0|0|53231.0|0
0|2021-12-28|34338.0|0|106762.0|0|110760.0|0|53231.0|0
0|2021-12-29|34338.0|0|106762.0|0|110760.0|0|53231.0|0
0|2021-12-30|34338.0|0|106762.0|0|110760.0|0|53231.0|0
0|2021-12-31|34338.0|0|106762.0|0|110760.0|0|53231.0|0
0|2022-01-01|34338.0|0|106762.0|0|110760.0|0|53231.0|0
0|2022-01-02|34338.0|0|106762.0|0|110760.0|0|53231.0|0
0|2022-01-03|34338.0|0|106762.0|0|110760.0|0|53231.0|0
0|2022-01-04|34338.0|0|106762.0|0|110760.0|0|53231.0|0
0|2022-01-05|34338.0|0|106762.0|0|110760.0|0|53231.0|0
0|2022-01-06|34338.0|0|106762.0|0|110760.0|0|53231.0|0
0|2022-01-07|34338.0|0|106762.0|0|110760.0|0|53231.0|0
0|2022-01-08|34338.0|0|106762.0|0|110760.0|0|53231.0|0
0|2022-01-09|34338.0|0|106762.0|0|110760.0|0|53231.0|0
0|2022-01-10|34338.0|0|106762.0|0|110760.0|0|53231.0|0
0|2022-01-11|34338.0|0|106762.0|0|110760.0|0|53231.0|0
0|2022-01-12|34338.0|0|106762.0|0|110760.0|0|53231.0|0
0|2022-01-13|34338.0|0|106762.0|0|110760.0|0|53231.0|0
0|2022-01-14|34338.0|0|106762.0|0|110760.0|0|53231.0|0
0|2022-01-15|34338.0|0|106762.0|0|110760.0|0|53231.0|0
0|2022-01-16|34338.0|0|106762.0|0|110760.0|0|53231.0|0
0|2022-01-17|34338.0|0|106762.0|0|110760.0|0|53231.0|0
