|dates|Jackson_Missouri_UnitedStates.BLS_EmployedPopulation.data|Jackson_Missouri_UnitedStates.BLS_EmployedPopulation.missing|Jackson_Missouri_UnitedStates.BLS_UnemployedPopulation.data|Jackson_Missouri_UnitedStates.BLS_UnemployedPopulation.missing|Jackson_Missouri_UnitedStates.BLS_UnemploymentRate.data|Jackson_Missouri_UnitedStates.BLS_UnemploymentRate.missing|Jackson_Missouri_UnitedStates.BLS_LaborForcePopulation.data|Jackson_Missouri_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-11-10|349450.0|0|23149.0|0|6.212845445103181|0|372599.0|0
0|2021-11-11|349450.0|0|23149.0|0|6.212845445103181|0|372599.0|0
0|2021-11-12|349450.0|0|23149.0|0|6.212845445103181|0|372599.0|0
0|2021-11-13|349450.0|0|23149.0|0|6.212845445103181|0|372599.0|0
0|2021-11-14|349450.0|0|23149.0|0|6.212845445103181|0|372599.0|0
0|2021-11-15|349450.0|0|23149.0|0|6.212845445103181|0|372599.0|0
0|2021-11-16|349450.0|0|23149.0|0|6.212845445103181|0|372599.0|0
0|2021-11-17|349450.0|0|23149.0|0|6.212845445103181|0|372599.0|0
0|2021-11-18|349450.0|0|23149.0|0|6.212845445103181|0|372599.0|0
0|2021-11-19|349450.0|0|23149.0|0|6.212845445103181|0|372599.0|0
0|2021-11-20|349450.0|0|23149.0|0|6.212845445103181|0|372599.0|0
0|2021-11-21|349450.0|0|23149.0|0|6.212845445103181|0|372599.0|0
0|2021-11-22|349450.0|0|23149.0|0|6.212845445103181|0|372599.0|0
0|2021-11-23|349450.0|0|23149.0|0|6.212845445103181|0|372599.0|0
0|2021-11-24|349450.0|0|23149.0|0|6.212845445103181|0|372599.0|0
0|2021-11-25|349450.0|0|23149.0|0|6.212845445103181|0|372599.0|0
0|2021-11-26|349450.0|0|23149.0|0|6.212845445103181|0|372599.0|0
0|2021-11-27|349450.0|0|23149.0|0|6.212845445103181|0|372599.0|0
0|2021-11-28|349450.0|0|23149.0|0|6.212845445103181|0|372599.0|0
0|2021-11-29|349450.0|0|23149.0|0|6.212845445103181|0|372599.0|0
0|2021-11-30|349450.0|0|23149.0|0|6.212845445103181|0|372599.0|0
0|2021-12-01|349450.0|0|23149.0|0|6.212845445103181|0|372599.0|0
0|2021-12-02|349450.0|0|23149.0|0|6.212845445103181|0|372599.0|0
0|2021-12-03|349450.0|0|23149.0|0|6.212845445103181|0|372599.0|0
0|2021-12-04|349450.0|0|23149.0|0|6.212845445103181|0|372599.0|0
0|2021-12-05|349450.0|0|23149.0|0|6.212845445103181|0|372599.0|0
0|2021-12-06|349450.0|0|23149.0|0|6.212845445103181|0|372599.0|0
0|2021-12-07|349450.0|0|23149.0|0|6.212845445103181|0|372599.0|0
0|2021-12-08|349450.0|0|23149.0|0|6.212845445103181|0|372599.0|0
0|2021-12-09|349450.0|0|23149.0|0|6.212845445103181|0|372599.0|0
0|2021-12-10|349450.0|0|23149.0|0|6.212845445103181|0|372599.0|0
0|2021-12-11|349450.0|0|23149.0|0|6.212845445103181|0|372599.0|0
0|2021-12-12|349450.0|0|23149.0|0|6.212845445103181|0|372599.0|0
0|2021-12-13|349450.0|0|23149.0|0|6.212845445103181|0|372599.0|0
0|2021-12-14|349450.0|0|23149.0|0|6.212845445103181|0|372599.0|0
0|2021-12-15|349450.0|0|23149.0|0|6.212845445103181|0|372599.0|0
0|2021-12-16|349450.0|0|23149.0|0|6.212845445103181|0|372599.0|0
0|2021-12-17|349450.0|0|23149.0|0|6.212845445103181|0|372599.0|0
0|2021-12-18|349450.0|0|23149.0|0|6.212845445103181|0|372599.0|0
0|2021-12-19|349450.0|0|23149.0|0|6.212845445103181|0|372599.0|0
0|2021-12-20|349450.0|0|23149.0|0|6.212845445103181|0|372599.0|0
0|2021-12-21|349450.0|0|23149.0|0|6.212845445103181|0|372599.0|0
0|2021-12-22|349450.0|0|23149.0|0|6.212845445103181|0|372599.0|0
0|2021-12-23|349450.0|0|23149.0|0|6.212845445103181|0|372599.0|0
0|2021-12-24|349450.0|0|23149.0|0|6.212845445103181|0|372599.0|0
0|2021-12-25|349450.0|0|23149.0|0|6.212845445103181|0|372599.0|0
0|2021-12-26|349450.0|0|23149.0|0|6.212845445103181|0|372599.0|0
0|2021-12-27|349450.0|0|23149.0|0|6.212845445103181|0|372599.0|0
0|2021-12-28|349450.0|0|23149.0|0|6.212845445103181|0|372599.0|0
0|2021-12-29|349450.0|0|23149.0|0|6.212845445103181|0|372599.0|0
0|2021-12-30|349450.0|0|23149.0|0|6.212845445103181|0|372599.0|0
0|2021-12-31|349450.0|0|23149.0|0|6.212845445103181|0|372599.0|0
0|2022-01-01|349450.0|0|23149.0|0|6.212845445103181|0|372599.0|0
0|2022-01-02|349450.0|0|23149.0|0|6.212845445103181|0|372599.0|0
0|2022-01-03|349450.0|0|23149.0|0|6.212845445103181|0|372599.0|0
0|2022-01-04|349450.0|0|23149.0|0|6.212845445103181|0|372599.0|0
0|2022-01-05|349450.0|0|23149.0|0|6.212845445103181|0|372599.0|0
0|2022-01-06|349450.0|0|23149.0|0|6.212845445103181|0|372599.0|0
0|2022-01-07|349450.0|0|23149.0|0|6.212845445103181|0|372599.0|0
0|2022-01-08|349450.0|0|23149.0|0|6.212845445103181|0|372599.0|0
0|2022-01-09|349450.0|0|23149.0|0|6.212845445103181|0|372599.0|0
0|2022-01-10|349450.0|0|23149.0|0|6.212845445103181|0|372599.0|0
0|2022-01-11|349450.0|0|23149.0|0|6.212845445103181|0|372599.0|0
0|2022-01-12|349450.0|0|23149.0|0|6.212845445103181|0|372599.0|0
0|2022-01-13|349450.0|0|23149.0|0|6.212845445103181|0|372599.0|0
0|2022-01-14|349450.0|0|23149.0|0|6.212845445103181|0|372599.0|0
0|2022-01-15|349450.0|0|23149.0|0|6.212845445103181|0|372599.0|0
0|2022-01-16|349450.0|0|23149.0|0|6.212845445103181|0|372599.0|0
0|2022-01-17|349450.0|0|23149.0|0|6.212845445103181|0|372599.0|0
