|dates|Sutter_California_UnitedStates.JHU_ConfirmedCases.data|Sutter_California_UnitedStates.JHU_ConfirmedCases.missing|Sutter_California_UnitedStates.NYT_ConfirmedCases.data|Sutter_California_UnitedStates.NYT_ConfirmedCases.missing|Sutter_California_UnitedStates.JHU_ConfirmedDeaths.data|Sutter_California_UnitedStates.JHU_ConfirmedDeaths.missing|Sutter_California_UnitedStates.JHU_ConfirmedRecoveries.data|Sutter_California_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-24|14494.0|0|14494.0|0|181.0|0|0.0|100
0|2021-11-25|14494.0|0|14494.0|0|181.0|0|0.0|100
0|2021-11-26|14494.0|0|14494.0|0|181.0|0|0.0|100
0|2021-11-27|14494.0|0|14494.0|0|181.0|0|0.0|100
0|2021-11-28|14494.0|0|14494.0|0|181.0|0|0.0|100
0|2021-11-29|14559.0|0|14559.0|0|186.0|0|0.0|100
0|2021-11-30|14571.0|0|14571.0|0|186.0|0|0.0|100
0|2021-12-01|14571.0|0|14612.0|0|186.0|0|0.0|100
0|2021-12-02|14617.0|0|14617.0|0|186.0|0|0.0|100
0|2021-12-03|14646.0|0|14646.0|0|186.0|0|0.0|100
0|2021-12-04|14646.0|0|14646.0|0|186.0|0|0.0|100
0|2021-12-05|14646.0|0|14646.0|0|186.0|0|0.0|100
0|2021-12-06|14691.0|0|14691.0|0|186.0|0|0.0|100
0|2021-12-07|14691.0|0|14707.0|0|186.0|0|0.0|100
0|2021-12-08|14710.0|0|14740.0|0|186.0|0|0.0|100
0|2021-12-09|14753.0|0|14753.0|0|187.0|0|0.0|100
0|2021-12-10|14771.0|0|14771.0|0|187.0|0|0.0|100
0|2021-12-11|14771.0|0|14771.0|0|187.0|0|0.0|100
0|2021-12-12|14771.0|0|14771.0|0|187.0|0|0.0|100
0|2021-12-13|14813.0|0|14813.0|0|189.0|0|0.0|100
0|2021-12-14|14813.0|0|14825.0|0|189.0|0|0.0|100
0|2021-12-15|14838.0|0|14838.0|0|189.0|0|0.0|100
0|2021-12-16|14850.0|0|14850.0|0|189.0|0|0.0|100
0|2021-12-17|14857.0|0|14857.0|0|190.0|0|0.0|100
0|2021-12-18|14857.0|0|14857.0|0|190.0|0|0.0|100
0|2021-12-19|14857.0|0|14857.0|0|190.0|0|0.0|100
0|2021-12-20|14897.0|0|14897.0|0|190.0|0|0.0|100
0|2021-12-21|14902.0|0|14902.0|0|190.0|0|0.0|100
0|2021-12-22|14914.0|0|14914.0|0|190.0|0|0.0|100
0|2021-12-23|14939.0|0|14939.0|0|191.0|0|0.0|100
0|2021-12-24|14959.0|0|14959.0|0|191.0|0|0.0|100
0|2021-12-25|14959.0|0|14959.0|0|191.0|0|0.0|100
0|2021-12-26|14959.0|0|14959.0|0|191.0|0|0.0|100
0|2021-12-27|14959.0|0|14999.0|0|191.0|0|0.0|100
0|2021-12-28|15068.0|0|15068.0|0|191.0|0|0.0|100
0|2021-12-29|15088.0|0|15130.0|0|193.0|0|0.0|100
0|2021-12-30|15122.0|0|15130.0|0|193.0|0|0.0|100
0|2021-12-31|15175.0|0|15175.0|0|193.0|0|0.0|100
0|2022-01-01|15175.0|0|15175.0|0|193.0|0|0.0|100
0|2022-01-02|15175.0|0|15175.0|0|193.0|0|0.0|100
0|2022-01-03|15175.0|0|15423.0|0|193.0|0|0.0|100
0|2022-01-04|15407.0|0|15423.0|0|193.0|0|0.0|100
0|2022-01-05|15466.0|0|15548.0|0|193.0|0|0.0|100
0|2022-01-06|15584.0|0|15674.0|0|193.0|0|0.0|100
0|2022-01-07|15728.0|0|15844.0|0|195.0|0|0.0|100
0|2022-01-08|15728.0|0|15844.0|0|195.0|0|0.0|100
0|2022-01-09|15728.0|0|15844.0|0|195.0|0|0.0|100
0|2022-01-10|16162.0|0|16162.0|0|196.0|0|0.0|100
0|2022-01-11|16290.0|0|16441.0|0|196.0|0|0.0|100
0|2022-01-12|16732.0|0|16944.0|0|197.0|0|0.0|100
0|2022-01-13|16732.0|0|16944.0|0|197.0|0|0.0|100
0|2022-01-14|16942.0|0|17204.0|0|197.0|0|0.0|100
0|2022-01-15|16942.0|0|17204.0|0|197.0|0|0.0|100
0|2022-01-16|16942.0|0|17204.0|0|197.0|0|0.0|100
0|2022-01-17|17593.0|0|0.0|100|198.0|0|0.0|100
