|dates|Macomb_Michigan_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Macomb_Michigan_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Macomb_Michigan_UnitedStates.Male_Total_Population.data|Macomb_Michigan_UnitedStates.Male_Total_Population.missing|Macomb_Michigan_UnitedStates.Female_Total_Population.data|Macomb_Michigan_UnitedStates.Female_Total_Population.missing|Macomb_Michigan_UnitedStates.MaleAndFemale_Under18_Population.data|Macomb_Michigan_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-11-30|148636.0|0|425844.0|0|448915.0|0|184009.0|0
0|2021-12-01|148636.0|0|425844.0|0|448915.0|0|184009.0|0
0|2021-12-02|148636.0|0|425844.0|0|448915.0|0|184009.0|0
0|2021-12-03|148636.0|0|425844.0|0|448915.0|0|184009.0|0
0|2021-12-04|148636.0|0|425844.0|0|448915.0|0|184009.0|0
0|2021-12-05|148636.0|0|425844.0|0|448915.0|0|184009.0|0
0|2021-12-06|148636.0|0|425844.0|0|448915.0|0|184009.0|0
0|2021-12-07|148636.0|0|425844.0|0|448915.0|0|184009.0|0
0|2021-12-08|148636.0|0|425844.0|0|448915.0|0|184009.0|0
0|2021-12-09|148636.0|0|425844.0|0|448915.0|0|184009.0|0
0|2021-12-10|148636.0|0|425844.0|0|448915.0|0|184009.0|0
0|2021-12-11|148636.0|0|425844.0|0|448915.0|0|184009.0|0
0|2021-12-12|148636.0|0|425844.0|0|448915.0|0|184009.0|0
0|2021-12-13|148636.0|0|425844.0|0|448915.0|0|184009.0|0
0|2021-12-14|148636.0|0|425844.0|0|448915.0|0|184009.0|0
0|2021-12-15|148636.0|0|425844.0|0|448915.0|0|184009.0|0
0|2021-12-16|148636.0|0|425844.0|0|448915.0|0|184009.0|0
0|2021-12-17|148636.0|0|425844.0|0|448915.0|0|184009.0|0
0|2021-12-18|148636.0|0|425844.0|0|448915.0|0|184009.0|0
0|2021-12-19|148636.0|0|425844.0|0|448915.0|0|184009.0|0
0|2021-12-20|148636.0|0|425844.0|0|448915.0|0|184009.0|0
0|2021-12-21|148636.0|0|425844.0|0|448915.0|0|184009.0|0
0|2021-12-22|148636.0|0|425844.0|0|448915.0|0|184009.0|0
0|2021-12-23|148636.0|0|425844.0|0|448915.0|0|184009.0|0
0|2021-12-24|148636.0|0|425844.0|0|448915.0|0|184009.0|0
0|2021-12-25|148636.0|0|425844.0|0|448915.0|0|184009.0|0
0|2021-12-26|148636.0|0|425844.0|0|448915.0|0|184009.0|0
0|2021-12-27|148636.0|0|425844.0|0|448915.0|0|184009.0|0
0|2021-12-28|148636.0|0|425844.0|0|448915.0|0|184009.0|0
0|2021-12-29|148636.0|0|425844.0|0|448915.0|0|184009.0|0
0|2021-12-30|148636.0|0|425844.0|0|448915.0|0|184009.0|0
0|2021-12-31|148636.0|0|425844.0|0|448915.0|0|184009.0|0
0|2022-01-01|148636.0|0|425844.0|0|448915.0|0|184009.0|0
0|2022-01-02|148636.0|0|425844.0|0|448915.0|0|184009.0|0
0|2022-01-03|148636.0|0|425844.0|0|448915.0|0|184009.0|0
0|2022-01-04|148636.0|0|425844.0|0|448915.0|0|184009.0|0
0|2022-01-05|148636.0|0|425844.0|0|448915.0|0|184009.0|0
0|2022-01-06|148636.0|0|425844.0|0|448915.0|0|184009.0|0
0|2022-01-07|148636.0|0|425844.0|0|448915.0|0|184009.0|0
0|2022-01-08|148636.0|0|425844.0|0|448915.0|0|184009.0|0
0|2022-01-09|148636.0|0|425844.0|0|448915.0|0|184009.0|0
0|2022-01-10|148636.0|0|425844.0|0|448915.0|0|184009.0|0
0|2022-01-11|148636.0|0|425844.0|0|448915.0|0|184009.0|0
0|2022-01-12|148636.0|0|425844.0|0|448915.0|0|184009.0|0
0|2022-01-13|148636.0|0|425844.0|0|448915.0|0|184009.0|0
0|2022-01-14|148636.0|0|425844.0|0|448915.0|0|184009.0|0
0|2022-01-15|148636.0|0|425844.0|0|448915.0|0|184009.0|0
0|2022-01-16|148636.0|0|425844.0|0|448915.0|0|184009.0|0
0|2022-01-17|148636.0|0|425844.0|0|448915.0|0|184009.0|0
