|dates|Lee_Alabama_UnitedStates.JHU_ConfirmedCases.data|Lee_Alabama_UnitedStates.JHU_ConfirmedCases.missing|Lee_Alabama_UnitedStates.NYT_ConfirmedCases.data|Lee_Alabama_UnitedStates.NYT_ConfirmedCases.missing|Lee_Alabama_UnitedStates.JHU_ConfirmedDeaths.data|Lee_Alabama_UnitedStates.JHU_ConfirmedDeaths.missing|Lee_Alabama_UnitedStates.JHU_ConfirmedRecoveries.data|Lee_Alabama_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|23149.0|0|23149.0|0|240.0|0|0.0|100
0|2021-10-18|23158.0|0|23158.0|0|240.0|0|0.0|100
0|2021-10-19|23168.0|0|23168.0|0|244.0|0|0.0|100
0|2021-10-20|23177.0|0|23177.0|0|245.0|0|0.0|100
0|2021-10-21|23195.0|0|23195.0|0|245.0|0|0.0|100
0|2021-10-22|23519.0|0|23519.0|0|246.0|0|0.0|100
0|2021-10-23|23526.0|0|23526.0|0|246.0|0|0.0|100
0|2021-10-24|23536.0|0|23536.0|0|246.0|0|0.0|100
0|2021-10-25|23540.0|0|23540.0|0|246.0|0|0.0|100
0|2021-10-26|23556.0|0|23556.0|0|246.0|0|0.0|100
0|2021-10-27|25172.0|0|25172.0|0|246.0|0|0.0|100
0|2021-10-28|25232.0|0|25232.0|0|246.0|0|0.0|100
0|2021-10-29|25237.0|0|25237.0|0|248.0|0|0.0|100
0|2021-10-30|25254.0|0|25254.0|0|250.0|0|0.0|100
0|2021-10-31|25283.0|0|25283.0|0|250.0|0|0.0|100
0|2021-11-01|25284.0|0|25284.0|0|250.0|0|0.0|100
0|2021-11-02|25308.0|0|25308.0|0|251.0|0|0.0|100
0|2021-11-03|25314.0|0|25314.0|0|252.0|0|0.0|100
0|2021-11-04|25320.0|0|25320.0|0|253.0|0|0.0|100
0|2021-11-05|25327.0|0|25327.0|0|255.0|0|0.0|100
0|2021-11-06|25332.0|0|25332.0|0|258.0|0|0.0|100
0|2021-11-07|25335.0|0|25335.0|0|258.0|0|0.0|100
0|2021-11-08|25343.0|0|25343.0|0|258.0|0|0.0|100
0|2021-11-09|25373.0|0|25373.0|0|260.0|0|0.0|100
0|2021-11-10|25375.0|0|25375.0|0|260.0|0|0.0|100
0|2021-11-11|25382.0|0|25382.0|0|260.0|0|0.0|100
0|2021-11-12|25403.0|0|25403.0|0|260.0|0|0.0|100
0|2021-11-13|25414.0|0|25414.0|0|260.0|0|0.0|100
0|2021-11-14|25425.0|0|25425.0|0|260.0|0|0.0|100
0|2021-11-15|25429.0|0|25429.0|0|260.0|0|0.0|100
0|2021-11-16|25436.0|0|25436.0|0|259.0|0|0.0|100
0|2021-11-17|25455.0|0|25455.0|0|260.0|0|0.0|100
0|2021-11-18|25470.0|0|25470.0|0|260.0|0|0.0|100
0|2021-11-19|25478.0|0|25478.0|0|261.0|0|0.0|100
0|2021-11-20|25482.0|0|25482.0|0|261.0|0|0.0|100
0|2021-11-21|25486.0|0|25486.0|0|261.0|0|0.0|100
0|2021-11-22|25492.0|0|25492.0|0|261.0|0|0.0|100
0|2021-11-23|25527.0|0|25527.0|0|261.0|0|0.0|100
0|2021-11-24|25531.0|0|25531.0|0|261.0|0|0.0|100
0|2021-11-25|25541.0|0|25541.0|0|263.0|0|0.0|100
0|2021-11-26|25541.0|0|25541.0|0|263.0|0|0.0|100
0|2021-11-27|25550.0|0|25550.0|0|263.0|0|0.0|100
0|2021-11-28|25557.0|0|25557.0|0|263.0|0|0.0|100
0|2021-11-29|25562.0|0|25562.0|0|263.0|0|0.0|100
0|2021-11-30|25590.0|0|25590.0|0|263.0|0|0.0|100
0|2021-12-01|25623.0|0|25623.0|0|263.0|0|0.0|100
0|2021-12-02|25639.0|0|25639.0|0|264.0|0|0.0|100
0|2021-12-03|25664.0|0|25664.0|0|264.0|0|0.0|100
0|2021-12-04|25655.0|0|25655.0|0|264.0|0|0.0|100
0|2021-12-05|25677.0|0|25677.0|0|264.0|0|0.0|100
0|2021-12-06|25690.0|0|25690.0|0|264.0|0|0.0|100
0|2021-12-07|25712.0|0|25712.0|0|264.0|0|0.0|100
0|2021-12-08|25747.0|0|25747.0|0|265.0|0|0.0|100
0|2021-12-09|25729.0|0|25729.0|0|264.0|0|0.0|100
0|2021-12-10|25745.0|0|25745.0|0|265.0|0|0.0|100
0|2021-12-11|25761.0|0|25761.0|0|265.0|0|0.0|100
0|2021-12-12|25770.0|0|25770.0|0|265.0|0|0.0|100
0|2021-12-13|25783.0|0|25783.0|0|265.0|0|0.0|100
0|2021-12-14|25783.0|0|25820.0|0|265.0|0|0.0|100
0|2021-12-15|25849.0|0|25849.0|0|266.0|0|0.0|100
0|2021-12-16|25880.0|0|25880.0|0|266.0|0|0.0|100
0|2021-12-17|25894.0|0|25894.0|0|266.0|0|0.0|100
0|2021-12-18|25912.0|0|25912.0|0|266.0|0|0.0|100
0|2021-12-19|25924.0|0|25924.0|0|266.0|0|0.0|100
0|2021-12-20|25939.0|0|25939.0|0|266.0|0|0.0|100
0|2021-12-21|25964.0|0|25964.0|0|269.0|0|0.0|100
0|2021-12-22|26009.0|0|26009.0|0|269.0|0|0.0|100
0|2021-12-23|26060.0|0|26060.0|0|269.0|0|0.0|100
0|2021-12-24|26117.0|0|26117.0|0|269.0|0|0.0|100
0|2021-12-25|26283.0|0|26283.0|0|269.0|0|0.0|100
0|2021-12-26|26302.0|0|26302.0|0|269.0|0|0.0|100
0|2021-12-27|26360.0|0|26360.0|0|269.0|0|0.0|100
0|2021-12-28|26454.0|0|26454.0|0|269.0|0|0.0|100
0|2021-12-29|26595.0|0|26595.0|0|269.0|0|0.0|100
0|2021-12-30|26789.0|0|26789.0|0|269.0|0|0.0|100
0|2021-12-31|26975.0|0|26975.0|0|269.0|0|0.0|100
0|2022-01-01|26975.0|0|26975.0|0|269.0|0|0.0|100
0|2022-01-02|27323.0|0|27323.0|0|269.0|0|0.0|100
0|2022-01-03|27438.0|0|27438.0|0|269.0|0|0.0|100
0|2022-01-04|27892.0|0|27892.0|0|269.0|0|0.0|100
0|2022-01-05|28208.0|0|28208.0|0|269.0|0|0.0|100
0|2022-01-06|28620.0|0|28620.0|0|271.0|0|0.0|100
0|2022-01-07|28971.0|0|28971.0|0|271.0|0|0.0|100
0|2022-01-08|29355.0|0|29355.0|0|271.0|0|0.0|100
0|2022-01-09|29749.0|0|29749.0|0|271.0|0|0.0|100
0|2022-01-10|29985.0|0|29985.0|0|271.0|0|0.0|100
0|2022-01-11|30361.0|0|30361.0|0|271.0|0|0.0|100
0|2022-01-12|30677.0|0|30677.0|0|271.0|0|0.0|100
0|2022-01-13|30677.0|0|30677.0|0|271.0|0|0.0|100
0|2022-01-14|30677.0|0|30677.0|0|271.0|0|0.0|100
0|2022-01-15|30677.0|0|30677.0|0|271.0|0|0.0|100
0|2022-01-16|32069.0|0|32069.0|0|272.0|0|0.0|100
0|2022-01-17|32328.0|0|0.0|100|272.0|0|0.0|100
