|dates|Leelanau_Michigan_UnitedStates.JHU_ConfirmedCases.data|Leelanau_Michigan_UnitedStates.JHU_ConfirmedCases.missing|Leelanau_Michigan_UnitedStates.NYT_ConfirmedCases.data|Leelanau_Michigan_UnitedStates.NYT_ConfirmedCases.missing|Leelanau_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|Leelanau_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|Leelanau_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|Leelanau_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|1572.0|0|1572.0|0|24.0|0|0.0|100
0|2021-10-18|1579.0|0|1579.0|0|24.0|0|0.0|100
0|2021-10-19|1579.0|0|1579.0|0|24.0|0|0.0|100
0|2021-10-20|1595.0|0|1595.0|0|24.0|0|0.0|100
0|2021-10-21|1595.0|0|1595.0|0|24.0|0|0.0|100
0|2021-10-22|1599.0|0|1599.0|0|25.0|0|0.0|100
0|2021-10-23|1599.0|0|1599.0|0|25.0|0|0.0|100
0|2021-10-24|1599.0|0|1599.0|0|25.0|0|0.0|100
0|2021-10-25|1614.0|0|1614.0|0|25.0|0|0.0|100
0|2021-10-26|1614.0|0|1614.0|0|25.0|0|0.0|100
0|2021-10-27|1640.0|0|1640.0|0|25.0|0|0.0|100
0|2021-10-28|1640.0|0|1640.0|0|25.0|0|0.0|100
0|2021-10-29|1650.0|0|1650.0|0|25.0|0|0.0|100
0|2021-10-30|1650.0|0|1650.0|0|25.0|0|0.0|100
0|2021-10-31|1650.0|0|1650.0|0|25.0|0|0.0|100
0|2021-11-01|1674.0|0|1674.0|0|26.0|0|0.0|100
0|2021-11-02|1674.0|0|1674.0|0|26.0|0|0.0|100
0|2021-11-03|1705.0|0|1705.0|0|26.0|0|0.0|100
0|2021-11-04|1705.0|0|1705.0|0|26.0|0|0.0|100
0|2021-11-05|1730.0|0|1730.0|0|26.0|0|0.0|100
0|2021-11-06|1730.0|0|1730.0|0|26.0|0|0.0|100
0|2021-11-07|1730.0|0|1730.0|0|26.0|0|0.0|100
0|2021-11-08|1755.0|0|1755.0|0|25.0|0|0.0|100
0|2021-11-09|1755.0|0|1755.0|0|25.0|0|0.0|100
0|2021-11-10|1792.0|0|1792.0|0|26.0|0|0.0|100
0|2021-11-11|1792.0|0|1792.0|0|26.0|0|0.0|100
0|2021-11-12|1826.0|0|1826.0|0|26.0|0|0.0|100
0|2021-11-13|1826.0|0|1826.0|0|26.0|0|0.0|100
0|2021-11-14|1826.0|0|1826.0|0|26.0|0|0.0|100
0|2021-11-15|1874.0|0|1874.0|0|26.0|0|0.0|100
0|2021-11-16|1874.0|0|1874.0|0|26.0|0|0.0|100
0|2021-11-17|1916.0|0|1916.0|0|27.0|0|0.0|100
0|2021-11-18|1916.0|0|1916.0|0|27.0|0|0.0|100
0|2021-11-19|1956.0|0|1956.0|0|29.0|0|0.0|100
0|2021-11-20|1956.0|0|1956.0|0|29.0|0|0.0|100
0|2021-11-21|1956.0|0|1956.0|0|29.0|0|0.0|100
0|2021-11-22|1996.0|0|1996.0|0|30.0|0|0.0|100
0|2021-11-23|1996.0|0|1996.0|0|30.0|0|0.0|100
0|2021-11-24|2055.0|0|2055.0|0|32.0|0|0.0|100
0|2021-11-25|2055.0|0|2055.0|0|32.0|0|0.0|100
0|2021-11-26|2055.0|0|2055.0|0|32.0|0|0.0|100
0|2021-11-27|2055.0|0|2055.0|0|32.0|0|0.0|100
0|2021-11-28|2055.0|0|2055.0|0|32.0|0|0.0|100
0|2021-11-29|2101.0|0|2101.0|0|34.0|0|0.0|100
0|2021-11-30|2101.0|0|2101.0|0|34.0|0|0.0|100
0|2021-12-01|2157.0|0|2157.0|0|35.0|0|0.0|100
0|2021-12-02|2157.0|0|2157.0|0|35.0|0|0.0|100
0|2021-12-03|2223.0|0|2223.0|0|35.0|0|0.0|100
0|2021-12-04|2223.0|0|2223.0|0|35.0|0|0.0|100
0|2021-12-05|2223.0|0|2223.0|0|35.0|0|0.0|100
0|2021-12-06|2248.0|0|2248.0|0|36.0|0|0.0|100
0|2021-12-07|2248.0|0|2248.0|0|36.0|0|0.0|100
0|2021-12-08|2301.0|0|2301.0|0|36.0|0|0.0|100
0|2021-12-09|2301.0|0|2301.0|0|36.0|0|0.0|100
0|2021-12-10|2326.0|0|2326.0|0|37.0|0|0.0|100
0|2021-12-11|2326.0|0|2326.0|0|37.0|0|0.0|100
0|2021-12-12|2326.0|0|2326.0|0|37.0|0|0.0|100
0|2021-12-13|2353.0|0|2353.0|0|37.0|0|0.0|100
0|2021-12-14|2353.0|0|2353.0|0|37.0|0|0.0|100
0|2021-12-15|2373.0|0|2373.0|0|38.0|0|0.0|100
0|2021-12-16|2373.0|0|2373.0|0|38.0|0|0.0|100
0|2021-12-17|2389.0|0|2389.0|0|39.0|0|0.0|100
0|2021-12-18|2389.0|0|2389.0|0|39.0|0|0.0|100
0|2021-12-19|2389.0|0|2389.0|0|39.0|0|0.0|100
0|2021-12-20|2417.0|0|2417.0|0|41.0|0|0.0|100
0|2021-12-21|2417.0|0|2417.0|0|41.0|0|0.0|100
0|2021-12-22|2431.0|0|2431.0|0|41.0|0|0.0|100
0|2021-12-23|2431.0|0|2431.0|0|41.0|0|0.0|100
0|2021-12-24|2431.0|0|2431.0|0|41.0|0|0.0|100
0|2021-12-25|2431.0|0|2431.0|0|41.0|0|0.0|100
0|2021-12-26|2431.0|0|2431.0|0|41.0|0|0.0|100
0|2021-12-27|2461.0|0|2461.0|0|41.0|0|0.0|100
0|2021-12-28|2461.0|0|2461.0|0|41.0|0|0.0|100
0|2021-12-29|2509.0|0|2509.0|0|41.0|0|0.0|100
0|2021-12-30|2509.0|0|2509.0|0|41.0|0|0.0|100
0|2021-12-31|2509.0|0|2509.0|0|41.0|0|0.0|100
0|2022-01-01|2509.0|0|2509.0|0|41.0|0|0.0|100
0|2022-01-02|2509.0|0|2509.0|0|41.0|0|0.0|100
0|2022-01-03|2560.0|0|2560.0|0|41.0|0|0.0|100
