|dates|Leelanau_Michigan_UnitedStates.JHU_ConfirmedCases.data|Leelanau_Michigan_UnitedStates.JHU_ConfirmedCases.missing|Leelanau_Michigan_UnitedStates.NYT_ConfirmedCases.data|Leelanau_Michigan_UnitedStates.NYT_ConfirmedCases.missing|Leelanau_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|Leelanau_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|Leelanau_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|Leelanau_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2022-01-04|2560.0|0|2560.0|0|41.0|0|0.0|100
0|2022-01-05|2622.0|0|2622.0|0|42.0|0|0.0|100
0|2022-01-06|2622.0|0|2622.0|0|42.0|0|0.0|100
0|2022-01-07|2685.0|0|2685.0|0|42.0|0|0.0|100
0|2022-01-08|2685.0|0|2685.0|0|42.0|0|0.0|100
0|2022-01-09|2685.0|0|2685.0|0|42.0|0|0.0|100
0|2022-01-10|2749.0|0|2749.0|0|42.0|0|0.0|100
0|2022-01-11|2749.0|0|2749.0|0|42.0|0|0.0|100
0|2022-01-12|2834.0|0|2834.0|0|42.0|0|0.0|100
0|2022-01-13|2834.0|0|2834.0|0|42.0|0|0.0|100
0|2022-01-14|2890.0|0|2890.0|0|43.0|0|0.0|100
0|2022-01-15|2890.0|0|2890.0|0|43.0|0|0.0|100
0|2022-01-16|2890.0|0|2890.0|0|43.0|0|0.0|100
0|2022-01-17|2890.0|0|0.0|100|43.0|0|0.0|100
