|dates|Dane_Wisconsin_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Dane_Wisconsin_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Dane_Wisconsin_UnitedStates.Male_Total_Population.data|Dane_Wisconsin_UnitedStates.Male_Total_Population.missing|Dane_Wisconsin_UnitedStates.Female_Total_Population.data|Dane_Wisconsin_UnitedStates.Female_Total_Population.missing|Dane_Wisconsin_UnitedStates.MaleAndFemale_Under18_Population.data|Dane_Wisconsin_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-17|74433.0|0|269692.0|0|272672.0|0|110624.0|0
0|2021-10-18|74433.0|0|269692.0|0|272672.0|0|110624.0|0
0|2021-10-19|74433.0|0|269692.0|0|272672.0|0|110624.0|0
0|2021-10-20|74433.0|0|269692.0|0|272672.0|0|110624.0|0
0|2021-10-21|74433.0|0|269692.0|0|272672.0|0|110624.0|0
0|2021-10-22|74433.0|0|269692.0|0|272672.0|0|110624.0|0
0|2021-10-23|74433.0|0|269692.0|0|272672.0|0|110624.0|0
0|2021-10-24|74433.0|0|269692.0|0|272672.0|0|110624.0|0
0|2021-10-25|74433.0|0|269692.0|0|272672.0|0|110624.0|0
0|2021-10-26|74433.0|0|269692.0|0|272672.0|0|110624.0|0
0|2021-10-27|74433.0|0|269692.0|0|272672.0|0|110624.0|0
0|2021-10-28|74433.0|0|269692.0|0|272672.0|0|110624.0|0
0|2021-10-29|74433.0|0|269692.0|0|272672.0|0|110624.0|0
0|2021-10-30|74433.0|0|269692.0|0|272672.0|0|110624.0|0
0|2021-10-31|74433.0|0|269692.0|0|272672.0|0|110624.0|0
0|2021-11-01|74433.0|0|269692.0|0|272672.0|0|110624.0|0
0|2021-11-02|74433.0|0|269692.0|0|272672.0|0|110624.0|0
0|2021-11-03|74433.0|0|269692.0|0|272672.0|0|110624.0|0
0|2021-11-04|74433.0|0|269692.0|0|272672.0|0|110624.0|0
0|2021-11-05|74433.0|0|269692.0|0|272672.0|0|110624.0|0
0|2021-11-06|74433.0|0|269692.0|0|272672.0|0|110624.0|0
0|2021-11-07|74433.0|0|269692.0|0|272672.0|0|110624.0|0
0|2021-11-08|74433.0|0|269692.0|0|272672.0|0|110624.0|0
0|2021-11-09|74433.0|0|269692.0|0|272672.0|0|110624.0|0
0|2021-11-10|74433.0|0|269692.0|0|272672.0|0|110624.0|0
0|2021-11-11|74433.0|0|269692.0|0|272672.0|0|110624.0|0
0|2021-11-12|74433.0|0|269692.0|0|272672.0|0|110624.0|0
0|2021-11-13|74433.0|0|269692.0|0|272672.0|0|110624.0|0
0|2021-11-14|74433.0|0|269692.0|0|272672.0|0|110624.0|0
0|2021-11-15|74433.0|0|269692.0|0|272672.0|0|110624.0|0
0|2021-11-16|74433.0|0|269692.0|0|272672.0|0|110624.0|0
0|2021-11-17|74433.0|0|269692.0|0|272672.0|0|110624.0|0
0|2021-11-18|74433.0|0|269692.0|0|272672.0|0|110624.0|0
0|2021-11-19|74433.0|0|269692.0|0|272672.0|0|110624.0|0
0|2021-11-20|74433.0|0|269692.0|0|272672.0|0|110624.0|0
0|2021-11-21|74433.0|0|269692.0|0|272672.0|0|110624.0|0
0|2021-11-22|74433.0|0|269692.0|0|272672.0|0|110624.0|0
0|2021-11-23|74433.0|0|269692.0|0|272672.0|0|110624.0|0
0|2021-11-24|74433.0|0|269692.0|0|272672.0|0|110624.0|0
0|2021-11-25|74433.0|0|269692.0|0|272672.0|0|110624.0|0
0|2021-11-26|74433.0|0|269692.0|0|272672.0|0|110624.0|0
0|2021-11-27|74433.0|0|269692.0|0|272672.0|0|110624.0|0
0|2021-11-28|74433.0|0|269692.0|0|272672.0|0|110624.0|0
0|2021-11-29|74433.0|0|269692.0|0|272672.0|0|110624.0|0
0|2021-11-30|74433.0|0|269692.0|0|272672.0|0|110624.0|0
0|2021-12-01|74433.0|0|269692.0|0|272672.0|0|110624.0|0
0|2021-12-02|74433.0|0|269692.0|0|272672.0|0|110624.0|0
0|2021-12-03|74433.0|0|269692.0|0|272672.0|0|110624.0|0
0|2021-12-04|74433.0|0|269692.0|0|272672.0|0|110624.0|0
0|2021-12-05|74433.0|0|269692.0|0|272672.0|0|110624.0|0
0|2021-12-06|74433.0|0|269692.0|0|272672.0|0|110624.0|0
0|2021-12-07|74433.0|0|269692.0|0|272672.0|0|110624.0|0
0|2021-12-08|74433.0|0|269692.0|0|272672.0|0|110624.0|0
0|2021-12-09|74433.0|0|269692.0|0|272672.0|0|110624.0|0
0|2021-12-10|74433.0|0|269692.0|0|272672.0|0|110624.0|0
0|2021-12-11|74433.0|0|269692.0|0|272672.0|0|110624.0|0
0|2021-12-12|74433.0|0|269692.0|0|272672.0|0|110624.0|0
0|2021-12-13|74433.0|0|269692.0|0|272672.0|0|110624.0|0
0|2021-12-14|74433.0|0|269692.0|0|272672.0|0|110624.0|0
0|2021-12-15|74433.0|0|269692.0|0|272672.0|0|110624.0|0
0|2021-12-16|74433.0|0|269692.0|0|272672.0|0|110624.0|0
0|2021-12-17|74433.0|0|269692.0|0|272672.0|0|110624.0|0
0|2021-12-18|74433.0|0|269692.0|0|272672.0|0|110624.0|0
0|2021-12-19|74433.0|0|269692.0|0|272672.0|0|110624.0|0
0|2021-12-20|74433.0|0|269692.0|0|272672.0|0|110624.0|0
0|2021-12-21|74433.0|0|269692.0|0|272672.0|0|110624.0|0
0|2021-12-22|74433.0|0|269692.0|0|272672.0|0|110624.0|0
0|2021-12-23|74433.0|0|269692.0|0|272672.0|0|110624.0|0
0|2021-12-24|74433.0|0|269692.0|0|272672.0|0|110624.0|0
0|2021-12-25|74433.0|0|269692.0|0|272672.0|0|110624.0|0
0|2021-12-26|74433.0|0|269692.0|0|272672.0|0|110624.0|0
0|2021-12-27|74433.0|0|269692.0|0|272672.0|0|110624.0|0
0|2021-12-28|74433.0|0|269692.0|0|272672.0|0|110624.0|0
0|2021-12-29|74433.0|0|269692.0|0|272672.0|0|110624.0|0
0|2021-12-30|74433.0|0|269692.0|0|272672.0|0|110624.0|0
0|2021-12-31|74433.0|0|269692.0|0|272672.0|0|110624.0|0
0|2022-01-01|74433.0|0|269692.0|0|272672.0|0|110624.0|0
0|2022-01-02|74433.0|0|269692.0|0|272672.0|0|110624.0|0
0|2022-01-03|74433.0|0|269692.0|0|272672.0|0|110624.0|0
0|2022-01-04|74433.0|0|269692.0|0|272672.0|0|110624.0|0
0|2022-01-05|74433.0|0|269692.0|0|272672.0|0|110624.0|0
0|2022-01-06|74433.0|0|269692.0|0|272672.0|0|110624.0|0
0|2022-01-07|74433.0|0|269692.0|0|272672.0|0|110624.0|0
0|2022-01-08|74433.0|0|269692.0|0|272672.0|0|110624.0|0
0|2022-01-09|74433.0|0|269692.0|0|272672.0|0|110624.0|0
