|dates|McCurtain_Oklahoma_UnitedStates.JHU_ConfirmedCases.data|McCurtain_Oklahoma_UnitedStates.JHU_ConfirmedCases.missing|McCurtain_Oklahoma_UnitedStates.NYT_ConfirmedCases.data|McCurtain_Oklahoma_UnitedStates.NYT_ConfirmedCases.missing|McCurtain_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.data|McCurtain_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.missing|McCurtain_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.data|McCurtain_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|5603.0|0|5603.0|0|113.0|0|0.0|100
0|2021-10-18|5603.0|0|5603.0|0|113.0|0|0.0|100
0|2021-10-19|5603.0|0|5603.0|0|113.0|0|0.0|100
0|2021-10-20|5668.0|0|5668.0|0|121.0|0|0.0|100
0|2021-10-21|5668.0|0|5668.0|0|121.0|0|0.0|100
0|2021-10-22|5668.0|0|5668.0|0|121.0|0|0.0|100
0|2021-10-23|5668.0|0|5668.0|0|121.0|0|0.0|100
0|2021-10-24|5668.0|0|5668.0|0|121.0|0|0.0|100
0|2021-10-25|5668.0|0|5668.0|0|121.0|0|0.0|100
0|2021-10-26|5668.0|0|5668.0|0|121.0|0|0.0|100
0|2021-10-27|5694.0|0|5694.0|0|125.0|0|0.0|100
0|2021-10-28|5694.0|0|5694.0|0|125.0|0|0.0|100
0|2021-10-29|5694.0|0|5694.0|0|125.0|0|0.0|100
0|2021-10-30|5694.0|0|5694.0|0|125.0|0|0.0|100
0|2021-10-31|5694.0|0|5694.0|0|125.0|0|0.0|100
0|2021-11-01|5694.0|0|5694.0|0|125.0|0|0.0|100
0|2021-11-02|5694.0|0|5694.0|0|125.0|0|0.0|100
0|2021-11-03|5742.0|0|5742.0|0|129.0|0|0.0|100
0|2021-11-04|5742.0|0|5742.0|0|129.0|0|0.0|100
0|2021-11-05|5742.0|0|5742.0|0|129.0|0|0.0|100
0|2021-11-06|5742.0|0|5742.0|0|129.0|0|0.0|100
0|2021-11-07|5742.0|0|5742.0|0|129.0|0|0.0|100
0|2021-11-08|5742.0|0|5742.0|0|129.0|0|0.0|100
0|2021-11-09|5742.0|0|5742.0|0|129.0|0|0.0|100
0|2021-11-10|5742.0|0|5790.0|0|129.0|0|0.0|100
0|2021-11-11|5742.0|0|5790.0|0|129.0|0|0.0|100
0|2021-11-12|5790.0|0|5790.0|0|129.0|0|0.0|100
0|2021-11-13|5790.0|0|5790.0|0|129.0|0|0.0|100
0|2021-11-14|5790.0|0|5790.0|0|129.0|0|0.0|100
0|2021-11-15|5790.0|0|5790.0|0|129.0|0|0.0|100
0|2021-11-16|5790.0|0|5790.0|0|129.0|0|0.0|100
0|2021-11-17|5833.0|0|5833.0|0|129.0|0|0.0|100
0|2021-11-18|5833.0|0|5833.0|0|129.0|0|0.0|100
0|2021-11-19|5833.0|0|5833.0|0|129.0|0|0.0|100
0|2021-11-20|5833.0|0|5833.0|0|129.0|0|0.0|100
0|2021-11-21|5833.0|0|5833.0|0|129.0|0|0.0|100
0|2021-11-22|5833.0|0|5833.0|0|129.0|0|0.0|100
0|2021-11-23|5833.0|0|5833.0|0|129.0|0|0.0|100
0|2021-11-24|5867.0|0|5867.0|0|129.0|0|0.0|100
0|2021-11-25|5867.0|0|5867.0|0|129.0|0|0.0|100
0|2021-11-26|5867.0|0|5867.0|0|129.0|0|0.0|100
0|2021-11-27|5867.0|0|5867.0|0|129.0|0|0.0|100
0|2021-11-28|5867.0|0|5867.0|0|129.0|0|0.0|100
0|2021-11-29|5867.0|0|5867.0|0|129.0|0|0.0|100
0|2021-11-30|5867.0|0|5867.0|0|129.0|0|0.0|100
0|2021-12-01|5882.0|0|5882.0|0|129.0|0|0.0|100
0|2021-12-02|5882.0|0|5882.0|0|129.0|0|0.0|100
0|2021-12-03|5882.0|0|5882.0|0|129.0|0|0.0|100
0|2021-12-04|5882.0|0|5882.0|0|129.0|0|0.0|100
0|2021-12-05|5882.0|0|5882.0|0|129.0|0|0.0|100
0|2021-12-06|5882.0|0|5882.0|0|129.0|0|0.0|100
0|2021-12-07|5882.0|0|5882.0|0|129.0|0|0.0|100
0|2021-12-08|5895.0|0|5895.0|0|129.0|0|0.0|100
0|2021-12-09|5895.0|0|5895.0|0|129.0|0|0.0|100
0|2021-12-10|5895.0|0|5895.0|0|129.0|0|0.0|100
0|2021-12-11|5895.0|0|5895.0|0|129.0|0|0.0|100
0|2021-12-12|5895.0|0|5895.0|0|129.0|0|0.0|100
0|2021-12-13|5895.0|0|5895.0|0|129.0|0|0.0|100
0|2021-12-14|5895.0|0|5895.0|0|129.0|0|0.0|100
0|2021-12-15|5904.0|0|5904.0|0|129.0|0|0.0|100
0|2021-12-16|5904.0|0|5904.0|0|129.0|0|0.0|100
0|2021-12-17|5904.0|0|5904.0|0|129.0|0|0.0|100
0|2021-12-18|5904.0|0|5904.0|0|129.0|0|0.0|100
0|2021-12-19|5904.0|0|5904.0|0|129.0|0|0.0|100
0|2021-12-20|5904.0|0|5904.0|0|129.0|0|0.0|100
0|2021-12-21|5904.0|0|5904.0|0|129.0|0|0.0|100
0|2021-12-22|5921.0|0|5921.0|0|129.0|0|0.0|100
0|2021-12-23|5921.0|0|5921.0|0|139.0|0|0.0|100
0|2021-12-24|5921.0|0|5921.0|0|139.0|0|0.0|100
0|2021-12-25|5921.0|0|5921.0|0|139.0|0|0.0|100
0|2021-12-26|5921.0|0|5921.0|0|139.0|0|0.0|100
0|2021-12-27|5921.0|0|5921.0|0|139.0|0|0.0|100
0|2021-12-28|5921.0|0|5921.0|0|139.0|0|0.0|100
0|2021-12-29|5944.0|0|5944.0|0|139.0|0|0.0|100
0|2021-12-30|5944.0|0|5944.0|0|139.0|0|0.0|100
0|2021-12-31|5944.0|0|5944.0|0|139.0|0|0.0|100
0|2022-01-01|5944.0|0|5944.0|0|139.0|0|0.0|100
0|2022-01-02|5944.0|0|5944.0|0|139.0|0|0.0|100
0|2022-01-03|5944.0|0|5944.0|0|139.0|0|0.0|100
0|2022-01-04|5944.0|0|5944.0|0|139.0|0|0.0|100
0|2022-01-05|6041.0|0|6040.0|0|140.0|0|0.0|100
0|2022-01-06|6041.0|0|6040.0|0|140.0|0|0.0|100
0|2022-01-07|6041.0|0|6040.0|0|140.0|0|0.0|100
0|2022-01-08|6041.0|0|6040.0|0|140.0|0|0.0|100
0|2022-01-09|6041.0|0|6040.0|0|140.0|0|0.0|100
0|2022-01-10|6041.0|0|6040.0|0|140.0|0|0.0|100
0|2022-01-11|6041.0|0|6040.0|0|140.0|0|0.0|100
0|2022-01-12|6329.0|0|6329.0|0|140.0|0|0.0|100
0|2022-01-13|6329.0|0|6329.0|0|140.0|0|0.0|100
0|2022-01-14|6329.0|0|6329.0|0|140.0|0|0.0|100
0|2022-01-15|6329.0|0|6329.0|0|140.0|0|0.0|100
0|2022-01-16|6329.0|0|6329.0|0|140.0|0|0.0|100
0|2022-01-17|6329.0|0|0.0|100|140.0|0|0.0|100
