|dates|Morgan_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Morgan_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Morgan_Kentucky_UnitedStates.NYT_ConfirmedCases.data|Morgan_Kentucky_UnitedStates.NYT_ConfirmedCases.missing|Morgan_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Morgan_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Morgan_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Morgan_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-10|2917.0|0|2925.0|0|10.0|0|0.0|100
0|2021-11-11|2925.0|0|2925.0|0|10.0|0|0.0|100
0|2021-11-12|2927.0|0|2927.0|0|10.0|0|0.0|100
0|2021-11-13|2927.0|0|2927.0|0|10.0|0|0.0|100
0|2021-11-14|2927.0|0|2927.0|0|10.0|0|0.0|100
0|2021-11-15|2941.0|0|2941.0|0|10.0|0|0.0|100
0|2021-11-16|2944.0|0|2944.0|0|10.0|0|0.0|100
0|2021-11-17|2956.0|0|2956.0|0|10.0|0|0.0|100
0|2021-11-18|2965.0|0|2965.0|0|10.0|0|0.0|100
0|2021-11-19|2954.0|0|2954.0|0|11.0|0|0.0|100
0|2021-11-20|2954.0|0|2954.0|0|11.0|0|0.0|100
0|2021-11-21|2954.0|0|2954.0|0|11.0|0|0.0|100
0|2021-11-22|2976.0|0|2976.0|0|11.0|0|0.0|100
0|2021-11-23|2983.0|0|2983.0|0|11.0|0|0.0|100
0|2021-11-24|2987.0|0|2987.0|0|11.0|0|0.0|100
0|2021-11-25|2987.0|0|2987.0|0|11.0|0|0.0|100
0|2021-11-26|2987.0|0|2987.0|0|11.0|0|0.0|100
0|2021-11-27|2987.0|0|2987.0|0|11.0|0|0.0|100
0|2021-11-28|2987.0|0|2987.0|0|11.0|0|0.0|100
0|2021-11-29|2993.0|0|2993.0|0|11.0|0|0.0|100
0|2021-11-30|3004.0|0|3004.0|0|11.0|0|0.0|100
0|2021-12-01|3009.0|0|3009.0|0|11.0|0|0.0|100
0|2021-12-02|3009.0|0|3011.0|0|11.0|0|0.0|100
0|2021-12-03|3040.0|0|3040.0|0|12.0|0|0.0|100
0|2021-12-04|3040.0|0|3040.0|0|12.0|0|0.0|100
0|2021-12-05|3040.0|0|3040.0|0|12.0|0|0.0|100
0|2021-12-06|3051.0|0|3051.0|0|16.0|0|0.0|100
0|2021-12-07|3057.0|0|3057.0|0|16.0|0|0.0|100
0|2021-12-08|3067.0|0|3067.0|0|16.0|0|0.0|100
0|2021-12-09|3073.0|0|3073.0|0|16.0|0|0.0|100
0|2021-12-10|3086.0|0|3086.0|0|16.0|0|0.0|100
0|2021-12-11|3086.0|0|3086.0|0|16.0|0|0.0|100
0|2021-12-12|3086.0|0|3086.0|0|16.0|0|0.0|100
0|2021-12-13|3095.0|0|3095.0|0|16.0|0|0.0|100
0|2021-12-14|3095.0|0|3101.0|0|16.0|0|0.0|100
0|2021-12-15|3104.0|0|3104.0|0|16.0|0|0.0|100
0|2021-12-16|3121.0|0|3121.0|0|16.0|0|0.0|100
0|2021-12-17|3131.0|0|3131.0|0|17.0|0|0.0|100
0|2021-12-18|3131.0|0|3131.0|0|17.0|0|0.0|100
0|2021-12-19|3131.0|0|3131.0|0|17.0|0|0.0|100
0|2021-12-20|3169.0|0|3169.0|0|17.0|0|0.0|100
0|2021-12-21|3177.0|0|3177.0|0|17.0|0|0.0|100
0|2021-12-22|3181.0|0|3181.0|0|17.0|0|0.0|100
0|2021-12-23|3181.0|0|3181.0|0|17.0|0|0.0|100
0|2021-12-24|3181.0|0|3181.0|0|17.0|0|0.0|100
0|2021-12-25|3181.0|0|3181.0|0|17.0|0|0.0|100
0|2021-12-26|3181.0|0|3181.0|0|17.0|0|0.0|100
0|2021-12-27|3189.0|0|3189.0|0|17.0|0|0.0|100
0|2021-12-28|3191.0|0|3191.0|0|17.0|0|0.0|100
0|2021-12-29|3196.0|0|3196.0|0|17.0|0|0.0|100
0|2021-12-30|3196.0|0|3196.0|0|17.0|0|0.0|100
0|2021-12-31|3196.0|0|3196.0|0|17.0|0|0.0|100
0|2022-01-01|3196.0|0|3196.0|0|17.0|0|0.0|100
0|2022-01-02|3196.0|0|3196.0|0|17.0|0|0.0|100
0|2022-01-03|3212.0|0|3212.0|0|17.0|0|0.0|100
0|2022-01-04|3221.0|0|3221.0|0|17.0|0|0.0|100
0|2022-01-05|3226.0|0|3226.0|0|17.0|0|0.0|100
0|2022-01-06|3240.0|0|3240.0|0|17.0|0|0.0|100
0|2022-01-07|3247.0|0|3247.0|0|17.0|0|0.0|100
0|2022-01-08|3247.0|0|3247.0|0|17.0|0|0.0|100
0|2022-01-09|3247.0|0|3247.0|0|17.0|0|0.0|100
0|2022-01-10|3254.0|0|3254.0|0|17.0|0|0.0|100
0|2022-01-11|3265.0|0|3265.0|0|17.0|0|0.0|100
0|2022-01-12|3276.0|0|3276.0|0|17.0|0|0.0|100
0|2022-01-13|3276.0|0|3285.0|0|17.0|0|0.0|100
0|2022-01-14|3314.0|0|3314.0|0|17.0|0|0.0|100
0|2022-01-15|3314.0|0|3314.0|0|17.0|0|0.0|100
0|2022-01-16|3314.0|0|3314.0|0|17.0|0|0.0|100
0|2022-01-17|3314.0|0|0.0|100|17.0|0|0.0|100
