|dates|Tipton_Indiana_UnitedStates.JHU_ConfirmedCases.data|Tipton_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Tipton_Indiana_UnitedStates.NYT_ConfirmedCases.data|Tipton_Indiana_UnitedStates.NYT_ConfirmedCases.missing|Tipton_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Tipton_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Tipton_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Tipton_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-08|2544.0|0|2550.0|0|67.0|0|0.0|100
0|2021-12-09|2562.0|0|2568.0|0|67.0|0|0.0|100
0|2021-12-10|2571.0|0|2577.0|0|67.0|0|0.0|100
0|2021-12-11|2571.0|0|2577.0|0|67.0|0|0.0|100
0|2021-12-12|2571.0|0|2577.0|0|67.0|0|0.0|100
0|2021-12-13|2593.0|0|2599.0|0|67.0|0|0.0|100
0|2021-12-14|2593.0|0|2602.0|0|67.0|0|0.0|100
0|2021-12-15|2602.0|0|2608.0|0|67.0|0|0.0|100
0|2021-12-16|2610.0|0|2616.0|0|67.0|0|0.0|100
0|2021-12-17|2623.0|0|2629.0|0|67.0|0|0.0|100
0|2021-12-18|2623.0|0|2629.0|0|67.0|0|0.0|100
0|2021-12-19|2623.0|0|2629.0|0|67.0|0|0.0|100
0|2021-12-20|2645.0|0|2651.0|0|67.0|0|0.0|100
0|2021-12-21|2650.0|0|2656.0|0|67.0|0|0.0|100
0|2021-12-22|2656.0|0|2662.0|0|67.0|0|0.0|100
0|2021-12-23|2656.0|0|2662.0|0|67.0|0|0.0|100
0|2021-12-24|2656.0|0|2662.0|0|67.0|0|0.0|100
0|2021-12-25|2656.0|0|2662.0|0|67.0|0|0.0|100
0|2021-12-26|2656.0|0|2662.0|0|67.0|0|0.0|100
0|2021-12-27|2677.0|0|2684.0|0|67.0|0|0.0|100
0|2021-12-28|2680.0|0|2687.0|0|68.0|0|0.0|100
0|2021-12-29|2695.0|0|2702.0|0|68.0|0|0.0|100
0|2021-12-30|2724.0|0|2731.0|0|68.0|0|0.0|100
0|2021-12-31|2724.0|0|2731.0|0|68.0|0|0.0|100
0|2022-01-01|2724.0|0|2731.0|0|68.0|0|0.0|100
0|2022-01-02|2724.0|0|2731.0|0|68.0|0|0.0|100
0|2022-01-03|2768.0|0|2775.0|0|69.0|0|0.0|100
0|2022-01-04|2774.0|0|2781.0|0|70.0|0|0.0|100
0|2022-01-05|2794.0|0|2801.0|0|70.0|0|0.0|100
0|2022-01-06|2823.0|0|2830.0|0|71.0|0|0.0|100
0|2022-01-07|2846.0|0|2853.0|0|71.0|0|0.0|100
0|2022-01-08|2846.0|0|2853.0|0|71.0|0|0.0|100
0|2022-01-09|2846.0|0|2853.0|0|71.0|0|0.0|100
0|2022-01-10|2911.0|0|2918.0|0|71.0|0|0.0|100
0|2022-01-11|2938.0|0|2945.0|0|71.0|0|0.0|100
0|2022-01-12|2957.0|0|2964.0|0|72.0|0|0.0|100
0|2022-01-13|2957.0|0|3002.0|0|72.0|0|0.0|100
0|2022-01-14|3024.0|0|3031.0|0|73.0|0|0.0|100
0|2022-01-15|3024.0|0|3031.0|0|73.0|0|0.0|100
0|2022-01-16|3024.0|0|3031.0|0|73.0|0|0.0|100
0|2022-01-17|3079.0|0|0.0|100|74.0|0|0.0|100
