|dates|Hillsborough_Florida_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Hillsborough_Florida_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Hillsborough_Florida_UnitedStates.Male_Total_Population.data|Hillsborough_Florida_UnitedStates.Male_Total_Population.missing|Hillsborough_Florida_UnitedStates.Female_Total_Population.data|Hillsborough_Florida_UnitedStates.Female_Total_Population.missing|Hillsborough_Florida_UnitedStates.MaleAndFemale_Under18_Population.data|Hillsborough_Florida_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-17|205315.0|0|702940.0|0|733948.0|0|323986.0|0
0|2021-10-18|205315.0|0|702940.0|0|733948.0|0|323986.0|0
0|2021-10-19|205315.0|0|702940.0|0|733948.0|0|323986.0|0
0|2021-10-20|205315.0|0|702940.0|0|733948.0|0|323986.0|0
0|2021-10-21|205315.0|0|702940.0|0|733948.0|0|323986.0|0
0|2021-10-22|205315.0|0|702940.0|0|733948.0|0|323986.0|0
0|2021-10-23|205315.0|0|702940.0|0|733948.0|0|323986.0|0
0|2021-10-24|205315.0|0|702940.0|0|733948.0|0|323986.0|0
0|2021-10-25|205315.0|0|702940.0|0|733948.0|0|323986.0|0
0|2021-10-26|205315.0|0|702940.0|0|733948.0|0|323986.0|0
0|2021-10-27|205315.0|0|702940.0|0|733948.0|0|323986.0|0
0|2021-10-28|205315.0|0|702940.0|0|733948.0|0|323986.0|0
0|2021-10-29|205315.0|0|702940.0|0|733948.0|0|323986.0|0
0|2021-10-30|205315.0|0|702940.0|0|733948.0|0|323986.0|0
0|2021-10-31|205315.0|0|702940.0|0|733948.0|0|323986.0|0
0|2021-11-01|205315.0|0|702940.0|0|733948.0|0|323986.0|0
0|2021-11-02|205315.0|0|702940.0|0|733948.0|0|323986.0|0
0|2021-11-03|205315.0|0|702940.0|0|733948.0|0|323986.0|0
0|2021-11-04|205315.0|0|702940.0|0|733948.0|0|323986.0|0
0|2021-11-05|205315.0|0|702940.0|0|733948.0|0|323986.0|0
0|2021-11-06|205315.0|0|702940.0|0|733948.0|0|323986.0|0
0|2021-11-07|205315.0|0|702940.0|0|733948.0|0|323986.0|0
0|2021-11-08|205315.0|0|702940.0|0|733948.0|0|323986.0|0
0|2021-11-09|205315.0|0|702940.0|0|733948.0|0|323986.0|0
0|2021-11-10|205315.0|0|702940.0|0|733948.0|0|323986.0|0
0|2021-11-11|205315.0|0|702940.0|0|733948.0|0|323986.0|0
0|2021-11-12|205315.0|0|702940.0|0|733948.0|0|323986.0|0
0|2021-11-13|205315.0|0|702940.0|0|733948.0|0|323986.0|0
0|2021-11-14|205315.0|0|702940.0|0|733948.0|0|323986.0|0
0|2021-11-15|205315.0|0|702940.0|0|733948.0|0|323986.0|0
0|2021-11-16|205315.0|0|702940.0|0|733948.0|0|323986.0|0
0|2021-11-17|205315.0|0|702940.0|0|733948.0|0|323986.0|0
0|2021-11-18|205315.0|0|702940.0|0|733948.0|0|323986.0|0
0|2021-11-19|205315.0|0|702940.0|0|733948.0|0|323986.0|0
0|2021-11-20|205315.0|0|702940.0|0|733948.0|0|323986.0|0
0|2021-11-21|205315.0|0|702940.0|0|733948.0|0|323986.0|0
0|2021-11-22|205315.0|0|702940.0|0|733948.0|0|323986.0|0
0|2021-11-23|205315.0|0|702940.0|0|733948.0|0|323986.0|0
0|2021-11-24|205315.0|0|702940.0|0|733948.0|0|323986.0|0
0|2021-11-25|205315.0|0|702940.0|0|733948.0|0|323986.0|0
0|2021-11-26|205315.0|0|702940.0|0|733948.0|0|323986.0|0
0|2021-11-27|205315.0|0|702940.0|0|733948.0|0|323986.0|0
0|2021-11-28|205315.0|0|702940.0|0|733948.0|0|323986.0|0
0|2021-11-29|205315.0|0|702940.0|0|733948.0|0|323986.0|0
0|2021-11-30|205315.0|0|702940.0|0|733948.0|0|323986.0|0
0|2021-12-01|205315.0|0|702940.0|0|733948.0|0|323986.0|0
0|2021-12-02|205315.0|0|702940.0|0|733948.0|0|323986.0|0
0|2021-12-03|205315.0|0|702940.0|0|733948.0|0|323986.0|0
0|2021-12-04|205315.0|0|702940.0|0|733948.0|0|323986.0|0
0|2021-12-05|205315.0|0|702940.0|0|733948.0|0|323986.0|0
0|2021-12-06|205315.0|0|702940.0|0|733948.0|0|323986.0|0
0|2021-12-07|205315.0|0|702940.0|0|733948.0|0|323986.0|0
0|2021-12-08|205315.0|0|702940.0|0|733948.0|0|323986.0|0
0|2021-12-09|205315.0|0|702940.0|0|733948.0|0|323986.0|0
0|2021-12-10|205315.0|0|702940.0|0|733948.0|0|323986.0|0
0|2021-12-11|205315.0|0|702940.0|0|733948.0|0|323986.0|0
0|2021-12-12|205315.0|0|702940.0|0|733948.0|0|323986.0|0
0|2021-12-13|205315.0|0|702940.0|0|733948.0|0|323986.0|0
0|2021-12-14|205315.0|0|702940.0|0|733948.0|0|323986.0|0
0|2021-12-15|205315.0|0|702940.0|0|733948.0|0|323986.0|0
0|2021-12-16|205315.0|0|702940.0|0|733948.0|0|323986.0|0
0|2021-12-17|205315.0|0|702940.0|0|733948.0|0|323986.0|0
0|2021-12-18|205315.0|0|702940.0|0|733948.0|0|323986.0|0
0|2021-12-19|205315.0|0|702940.0|0|733948.0|0|323986.0|0
0|2021-12-20|205315.0|0|702940.0|0|733948.0|0|323986.0|0
0|2021-12-21|205315.0|0|702940.0|0|733948.0|0|323986.0|0
0|2021-12-22|205315.0|0|702940.0|0|733948.0|0|323986.0|0
0|2021-12-23|205315.0|0|702940.0|0|733948.0|0|323986.0|0
0|2021-12-24|205315.0|0|702940.0|0|733948.0|0|323986.0|0
0|2021-12-25|205315.0|0|702940.0|0|733948.0|0|323986.0|0
0|2021-12-26|205315.0|0|702940.0|0|733948.0|0|323986.0|0
0|2021-12-27|205315.0|0|702940.0|0|733948.0|0|323986.0|0
0|2021-12-28|205315.0|0|702940.0|0|733948.0|0|323986.0|0
0|2021-12-29|205315.0|0|702940.0|0|733948.0|0|323986.0|0
0|2021-12-30|205315.0|0|702940.0|0|733948.0|0|323986.0|0
0|2021-12-31|205315.0|0|702940.0|0|733948.0|0|323986.0|0
0|2022-01-01|205315.0|0|702940.0|0|733948.0|0|323986.0|0
0|2022-01-02|205315.0|0|702940.0|0|733948.0|0|323986.0|0
0|2022-01-03|205315.0|0|702940.0|0|733948.0|0|323986.0|0
0|2022-01-04|205315.0|0|702940.0|0|733948.0|0|323986.0|0
0|2022-01-05|205315.0|0|702940.0|0|733948.0|0|323986.0|0
0|2022-01-06|205315.0|0|702940.0|0|733948.0|0|323986.0|0
0|2022-01-07|205315.0|0|702940.0|0|733948.0|0|323986.0|0
0|2022-01-08|205315.0|0|702940.0|0|733948.0|0|323986.0|0
0|2022-01-09|205315.0|0|702940.0|0|733948.0|0|323986.0|0
0|2022-01-10|205315.0|0|702940.0|0|733948.0|0|323986.0|0
0|2022-01-11|205315.0|0|702940.0|0|733948.0|0|323986.0|0
0|2022-01-12|205315.0|0|702940.0|0|733948.0|0|323986.0|0
0|2022-01-13|205315.0|0|702940.0|0|733948.0|0|323986.0|0
0|2022-01-14|205315.0|0|702940.0|0|733948.0|0|323986.0|0
0|2022-01-15|205315.0|0|702940.0|0|733948.0|0|323986.0|0
0|2022-01-16|205315.0|0|702940.0|0|733948.0|0|323986.0|0
0|2022-01-17|205315.0|0|702940.0|0|733948.0|0|323986.0|0
