|dates|BigHorn_Montana_UnitedStates.JHU_ConfirmedCases.data|BigHorn_Montana_UnitedStates.JHU_ConfirmedCases.missing|BigHorn_Montana_UnitedStates.NYT_ConfirmedCases.data|BigHorn_Montana_UnitedStates.NYT_ConfirmedCases.missing|BigHorn_Montana_UnitedStates.JHU_ConfirmedDeaths.data|BigHorn_Montana_UnitedStates.JHU_ConfirmedDeaths.missing|BigHorn_Montana_UnitedStates.JHU_ConfirmedRecoveries.data|BigHorn_Montana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-06|3091.0|0|3091.0|0|82.0|0|0.0|100
0|2021-11-07|3091.0|0|3091.0|0|82.0|0|0.0|100
0|2021-11-08|3091.0|0|3091.0|0|82.0|0|0.0|100
0|2021-11-09|3096.0|0|3096.0|0|82.0|0|0.0|100
0|2021-11-10|3096.0|0|3127.0|0|82.0|0|0.0|100
0|2021-11-11|3127.0|0|3127.0|0|82.0|0|0.0|100
0|2021-11-12|3196.0|0|3196.0|0|82.0|0|0.0|100
0|2021-11-13|3196.0|0|3196.0|0|82.0|0|0.0|100
0|2021-11-14|3196.0|0|3196.0|0|82.0|0|0.0|100
0|2021-11-15|3231.0|0|3231.0|0|82.0|0|0.0|100
0|2021-11-16|3253.0|0|3253.0|0|82.0|0|0.0|100
0|2021-11-17|3316.0|0|3316.0|0|82.0|0|0.0|100
0|2021-11-18|3402.0|0|3402.0|0|82.0|0|0.0|100
0|2021-11-19|3398.0|0|3398.0|0|82.0|0|0.0|100
0|2021-11-20|3398.0|0|3398.0|0|82.0|0|0.0|100
0|2021-11-21|3398.0|0|3398.0|0|82.0|0|0.0|100
0|2021-11-22|3398.0|0|3398.0|0|82.0|0|0.0|100
0|2021-11-23|3402.0|0|3402.0|0|83.0|0|0.0|100
0|2021-11-24|3403.0|0|3403.0|0|83.0|0|0.0|100
0|2021-11-25|3403.0|0|3403.0|0|83.0|0|0.0|100
0|2021-11-26|3414.0|0|3414.0|0|83.0|0|0.0|100
0|2021-11-27|3414.0|0|3414.0|0|83.0|0|0.0|100
0|2021-11-28|3414.0|0|3414.0|0|83.0|0|0.0|100
0|2021-11-29|3416.0|0|3416.0|0|83.0|0|0.0|100
0|2021-11-30|3417.0|0|3417.0|0|83.0|0|0.0|100
0|2021-12-01|3423.0|0|3423.0|0|83.0|0|0.0|100
0|2021-12-02|3423.0|0|3423.0|0|83.0|0|0.0|100
0|2021-12-03|3423.0|0|3423.0|0|83.0|0|0.0|100
0|2021-12-04|3423.0|0|3423.0|0|83.0|0|0.0|100
0|2021-12-05|3423.0|0|3423.0|0|83.0|0|0.0|100
0|2021-12-06|3425.0|0|3425.0|0|84.0|0|0.0|100
0|2021-12-07|3441.0|0|3441.0|0|84.0|0|0.0|100
0|2021-12-08|3441.0|0|3441.0|0|84.0|0|0.0|100
0|2021-12-09|3441.0|0|3441.0|0|84.0|0|0.0|100
0|2021-12-10|3442.0|0|3442.0|0|84.0|0|0.0|100
0|2021-12-11|3442.0|0|3442.0|0|84.0|0|0.0|100
0|2021-12-12|3442.0|0|3442.0|0|84.0|0|0.0|100
0|2021-12-13|3443.0|0|3443.0|0|84.0|0|0.0|100
0|2021-12-14|3443.0|0|3443.0|0|84.0|0|0.0|100
0|2021-12-15|3443.0|0|3443.0|0|84.0|0|0.0|100
0|2021-12-16|3443.0|0|3443.0|0|84.0|0|0.0|100
0|2021-12-17|3450.0|0|3450.0|0|84.0|0|0.0|100
0|2021-12-18|3450.0|0|3450.0|0|84.0|0|0.0|100
0|2021-12-19|3450.0|0|3450.0|0|84.0|0|0.0|100
0|2021-12-20|3454.0|0|3454.0|0|84.0|0|0.0|100
0|2021-12-21|3453.0|0|3453.0|0|84.0|0|0.0|100
0|2021-12-22|3453.0|0|3453.0|0|84.0|0|0.0|100
0|2021-12-23|3455.0|0|3455.0|0|84.0|0|0.0|100
0|2021-12-24|3455.0|0|3455.0|0|84.0|0|0.0|100
0|2021-12-25|3455.0|0|3455.0|0|84.0|0|0.0|100
0|2021-12-26|3455.0|0|3455.0|0|84.0|0|0.0|100
0|2021-12-27|3455.0|0|3455.0|0|84.0|0|0.0|100
0|2021-12-28|3460.0|0|3460.0|0|84.0|0|0.0|100
0|2021-12-29|3460.0|0|3460.0|0|84.0|0|0.0|100
0|2021-12-30|3460.0|0|3460.0|0|84.0|0|0.0|100
0|2021-12-31|3460.0|0|3460.0|0|84.0|0|0.0|100
0|2022-01-01|3460.0|0|3460.0|0|84.0|0|0.0|100
0|2022-01-02|3460.0|0|3460.0|0|84.0|0|0.0|100
0|2022-01-03|3461.0|0|3461.0|0|84.0|0|0.0|100
0|2022-01-04|3461.0|0|3461.0|0|84.0|0|0.0|100
0|2022-01-05|3464.0|0|3464.0|0|84.0|0|0.0|100
0|2022-01-06|3478.0|0|3478.0|0|84.0|0|0.0|100
0|2022-01-07|3480.0|0|3480.0|0|84.0|0|0.0|100
0|2022-01-08|3480.0|0|3480.0|0|84.0|0|0.0|100
0|2022-01-09|3480.0|0|3480.0|0|84.0|0|0.0|100
0|2022-01-10|3483.0|0|3483.0|0|86.0|0|0.0|100
0|2022-01-11|3487.0|0|3487.0|0|86.0|0|0.0|100
0|2022-01-12|3503.0|0|3503.0|0|86.0|0|0.0|100
0|2022-01-13|3503.0|0|3508.0|0|86.0|0|0.0|100
0|2022-01-14|3522.0|0|3522.0|0|86.0|0|0.0|100
0|2022-01-15|3522.0|0|3522.0|0|86.0|0|0.0|100
0|2022-01-16|3522.0|0|3522.0|0|86.0|0|0.0|100
0|2022-01-17|3522.0|0|0.0|100|86.0|0|0.0|100
