|dates|Franklin_Massachusetts_UnitedStates.BLS_EmployedPopulation.data|Franklin_Massachusetts_UnitedStates.BLS_EmployedPopulation.missing|Franklin_Massachusetts_UnitedStates.BLS_UnemployedPopulation.data|Franklin_Massachusetts_UnitedStates.BLS_UnemployedPopulation.missing|Franklin_Massachusetts_UnitedStates.BLS_UnemploymentRate.data|Franklin_Massachusetts_UnitedStates.BLS_UnemploymentRate.missing|Franklin_Massachusetts_UnitedStates.BLS_LaborForcePopulation.data|Franklin_Massachusetts_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|38634.0|0|2105.0|0|5.167038955300818|0|40739.0|0
0|2021-10-18|38634.0|0|2105.0|0|5.167038955300818|0|40739.0|0
0|2021-10-19|38634.0|0|2105.0|0|5.167038955300818|0|40739.0|0
0|2021-10-20|38634.0|0|2105.0|0|5.167038955300818|0|40739.0|0
0|2021-10-21|38634.0|0|2105.0|0|5.167038955300818|0|40739.0|0
0|2021-10-22|38634.0|0|2105.0|0|5.167038955300818|0|40739.0|0
0|2021-10-23|38634.0|0|2105.0|0|5.167038955300818|0|40739.0|0
0|2021-10-24|38634.0|0|2105.0|0|5.167038955300818|0|40739.0|0
0|2021-10-25|38634.0|0|2105.0|0|5.167038955300818|0|40739.0|0
0|2021-10-26|38634.0|0|2105.0|0|5.167038955300818|0|40739.0|0
0|2021-10-27|38634.0|0|2105.0|0|5.167038955300818|0|40739.0|0
0|2021-10-28|38634.0|0|2105.0|0|5.167038955300818|0|40739.0|0
0|2021-10-29|38634.0|0|2105.0|0|5.167038955300818|0|40739.0|0
0|2021-10-30|38634.0|0|2105.0|0|5.167038955300818|0|40739.0|0
0|2021-10-31|38634.0|0|2105.0|0|5.167038955300818|0|40739.0|0
0|2021-11-01|38634.0|0|2105.0|0|5.167038955300818|0|40739.0|0
0|2021-11-02|38634.0|0|2105.0|0|5.167038955300818|0|40739.0|0
0|2021-11-03|38634.0|0|2105.0|0|5.167038955300818|0|40739.0|0
0|2021-11-04|38634.0|0|2105.0|0|5.167038955300818|0|40739.0|0
0|2021-11-05|38634.0|0|2105.0|0|5.167038955300818|0|40739.0|0
