|dates|Bradford_Florida_UnitedStates.JHU_ConfirmedCases.data|Bradford_Florida_UnitedStates.JHU_ConfirmedCases.missing|Bradford_Florida_UnitedStates.NYT_ConfirmedCases.data|Bradford_Florida_UnitedStates.NYT_ConfirmedCases.missing|Bradford_Florida_UnitedStates.JHU_ConfirmedDeaths.data|Bradford_Florida_UnitedStates.JHU_ConfirmedDeaths.missing|Bradford_Florida_UnitedStates.JHU_ConfirmedRecoveries.data|Bradford_Florida_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-28|5401.0|0|5388.0|0|58.0|0|0.0|100
0|2021-12-29|5401.0|0|5388.0|0|58.0|0|0.0|100
0|2021-12-30|5401.0|0|5388.0|0|58.0|0|0.0|100
0|2021-12-31|5503.0|0|5490.0|0|58.0|0|0.0|100
0|2022-01-01|5503.0|0|5490.0|0|58.0|0|0.0|100
0|2022-01-02|5503.0|0|5490.0|0|58.0|0|0.0|100
0|2022-01-03|5503.0|0|5490.0|0|58.0|0|0.0|100
0|2022-01-04|5503.0|0|5490.0|0|58.0|0|0.0|100
0|2022-01-05|5503.0|0|5490.0|0|58.0|0|0.0|100
0|2022-01-06|5503.0|0|5490.0|0|58.0|0|0.0|100
0|2022-01-07|5673.0|0|5660.0|0|58.0|0|0.0|100
0|2022-01-08|5673.0|0|5660.0|0|58.0|0|0.0|100
0|2022-01-09|5673.0|0|5660.0|0|58.0|0|0.0|100
0|2022-01-10|5673.0|0|5660.0|0|58.0|0|0.0|100
0|2022-01-11|5673.0|0|5660.0|0|58.0|0|0.0|100
0|2022-01-12|5673.0|0|5660.0|0|128.0|0|0.0|100
0|2022-01-13|5673.0|0|5660.0|0|128.0|0|0.0|100
0|2022-01-14|5673.0|0|6049.0|0|128.0|0|0.0|100
0|2022-01-15|6062.0|0|6049.0|0|128.0|0|0.0|100
0|2022-01-16|6062.0|0|6049.0|0|128.0|0|0.0|100
0|2022-01-17|6062.0|0|0.0|100|128.0|0|0.0|100
