|dates|Bradford_Florida_UnitedStates.JHU_ConfirmedCases.data|Bradford_Florida_UnitedStates.JHU_ConfirmedCases.missing|Bradford_Florida_UnitedStates.NYT_ConfirmedCases.data|Bradford_Florida_UnitedStates.NYT_ConfirmedCases.missing|Bradford_Florida_UnitedStates.JHU_ConfirmedDeaths.data|Bradford_Florida_UnitedStates.JHU_ConfirmedDeaths.missing|Bradford_Florida_UnitedStates.JHU_ConfirmedRecoveries.data|Bradford_Florida_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|5332.0|0|5319.0|0|58.0|0|0.0|100
0|2021-10-18|5332.0|0|5319.0|0|58.0|0|0.0|100
0|2021-10-19|5332.0|0|5319.0|0|58.0|0|0.0|100
0|2021-10-20|5332.0|0|5319.0|0|58.0|0|0.0|100
0|2021-10-21|5332.0|0|5319.0|0|58.0|0|0.0|100
0|2021-10-22|5340.0|0|5327.0|0|58.0|0|0.0|100
0|2021-10-23|5340.0|0|5327.0|0|58.0|0|0.0|100
0|2021-10-24|5340.0|0|5327.0|0|58.0|0|0.0|100
0|2021-10-25|5340.0|0|5327.0|0|58.0|0|0.0|100
0|2021-10-26|5340.0|0|5327.0|0|58.0|0|0.0|100
0|2021-10-27|5340.0|0|5327.0|0|58.0|0|0.0|100
0|2021-10-28|5340.0|0|5327.0|0|58.0|0|0.0|100
0|2021-10-29|5348.0|0|5335.0|0|58.0|0|0.0|100
0|2021-10-30|5348.0|0|5335.0|0|58.0|0|0.0|100
0|2021-10-31|5348.0|0|5335.0|0|58.0|0|0.0|100
0|2021-11-01|5348.0|0|5335.0|0|58.0|0|0.0|100
0|2021-11-02|5348.0|0|5335.0|0|58.0|0|0.0|100
0|2021-11-03|5348.0|0|5335.0|0|58.0|0|0.0|100
0|2021-11-04|5348.0|0|5335.0|0|58.0|0|0.0|100
0|2021-11-05|5349.0|0|5336.0|0|58.0|0|0.0|100
0|2021-11-06|5349.0|0|5336.0|0|58.0|0|0.0|100
0|2021-11-07|5349.0|0|5336.0|0|58.0|0|0.0|100
0|2021-11-08|5349.0|0|5336.0|0|58.0|0|0.0|100
0|2021-11-09|5349.0|0|5336.0|0|58.0|0|0.0|100
0|2021-11-10|5349.0|0|5336.0|0|58.0|0|0.0|100
0|2021-11-11|5349.0|0|5336.0|0|58.0|0|0.0|100
0|2021-11-12|5350.0|0|5337.0|0|58.0|0|0.0|100
0|2021-11-13|5350.0|0|5337.0|0|58.0|0|0.0|100
0|2021-11-14|5350.0|0|5337.0|0|58.0|0|0.0|100
0|2021-11-15|5350.0|0|5337.0|0|58.0|0|0.0|100
0|2021-11-16|5350.0|0|5337.0|0|58.0|0|0.0|100
0|2021-11-17|5350.0|0|5337.0|0|58.0|0|0.0|100
0|2021-11-18|5350.0|0|5337.0|0|58.0|0|0.0|100
0|2021-11-19|5361.0|0|5348.0|0|58.0|0|0.0|100
0|2021-11-20|5361.0|0|5348.0|0|58.0|0|0.0|100
0|2021-11-21|5361.0|0|5348.0|0|58.0|0|0.0|100
0|2021-11-22|5361.0|0|5348.0|0|58.0|0|0.0|100
0|2021-11-23|5361.0|0|5348.0|0|58.0|0|0.0|100
0|2021-11-24|5361.0|0|5348.0|0|58.0|0|0.0|100
0|2021-11-25|5361.0|0|5348.0|0|58.0|0|0.0|100
0|2021-11-26|5361.0|0|5348.0|0|58.0|0|0.0|100
0|2021-11-27|5361.0|0|5348.0|0|58.0|0|0.0|100
0|2021-11-28|5361.0|0|5348.0|0|58.0|0|0.0|100
0|2021-11-29|5361.0|0|5348.0|0|58.0|0|0.0|100
0|2021-11-30|5362.0|0|5349.0|0|58.0|0|0.0|100
0|2021-12-01|5362.0|0|5349.0|0|58.0|0|0.0|100
0|2021-12-02|5362.0|0|5349.0|0|58.0|0|0.0|100
0|2021-12-03|5366.0|0|5353.0|0|58.0|0|0.0|100
0|2021-12-04|5366.0|0|5353.0|0|58.0|0|0.0|100
0|2021-12-05|5366.0|0|5353.0|0|58.0|0|0.0|100
0|2021-12-06|5366.0|0|5353.0|0|58.0|0|0.0|100
0|2021-12-07|5366.0|0|5353.0|0|58.0|0|0.0|100
0|2021-12-08|5366.0|0|5353.0|0|58.0|0|0.0|100
0|2021-12-09|5366.0|0|5353.0|0|58.0|0|0.0|100
0|2021-12-10|5369.0|0|5356.0|0|58.0|0|0.0|100
0|2021-12-11|5369.0|0|5356.0|0|58.0|0|0.0|100
0|2021-12-12|5369.0|0|5356.0|0|58.0|0|0.0|100
0|2021-12-13|5369.0|0|5356.0|0|58.0|0|0.0|100
0|2021-12-14|5369.0|0|5356.0|0|58.0|0|0.0|100
0|2021-12-15|5369.0|0|5356.0|0|58.0|0|0.0|100
0|2021-12-16|5369.0|0|5356.0|0|58.0|0|0.0|100
0|2021-12-17|5376.0|0|5363.0|0|58.0|0|0.0|100
0|2021-12-18|5376.0|0|5363.0|0|58.0|0|0.0|100
0|2021-12-19|5376.0|0|5363.0|0|58.0|0|0.0|100
0|2021-12-20|5376.0|0|5363.0|0|58.0|0|0.0|100
0|2021-12-21|5376.0|0|5363.0|0|58.0|0|0.0|100
0|2021-12-22|5376.0|0|5363.0|0|58.0|0|0.0|100
0|2021-12-23|5376.0|0|5363.0|0|58.0|0|0.0|100
0|2021-12-24|5376.0|0|5388.0|0|58.0|0|0.0|100
0|2021-12-25|5401.0|0|5388.0|0|58.0|0|0.0|100
0|2021-12-26|5401.0|0|5388.0|0|58.0|0|0.0|100
0|2021-12-27|5401.0|0|5388.0|0|58.0|0|0.0|100
