|dates|Kosciusko_Indiana_UnitedStates.JHU_ConfirmedCases.data|Kosciusko_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Kosciusko_Indiana_UnitedStates.NYT_ConfirmedCases.data|Kosciusko_Indiana_UnitedStates.NYT_ConfirmedCases.missing|Kosciusko_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Kosciusko_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Kosciusko_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Kosciusko_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|12166.0|0|12186.0|0|147.0|0|0.0|100
0|2021-10-18|12217.0|0|12237.0|0|147.0|0|0.0|100
0|2021-10-19|12235.0|0|12255.0|0|147.0|0|0.0|100
0|2021-10-20|12260.0|0|12280.0|0|147.0|0|0.0|100
0|2021-10-21|12285.0|0|12305.0|0|147.0|0|0.0|100
0|2021-10-22|12348.0|0|12368.0|0|148.0|0|0.0|100
0|2021-10-23|12348.0|0|12368.0|0|148.0|0|0.0|100
0|2021-10-24|12348.0|0|12368.0|0|148.0|0|0.0|100
0|2021-10-25|12410.0|0|12430.0|0|149.0|0|0.0|100
0|2021-10-26|12433.0|0|12453.0|0|149.0|0|0.0|100
0|2021-10-27|12479.0|0|12499.0|0|149.0|0|0.0|100
0|2021-10-28|12516.0|0|12536.0|0|149.0|0|0.0|100
0|2021-10-29|12566.0|0|12586.0|0|149.0|0|0.0|100
0|2021-10-30|12566.0|0|12586.0|0|149.0|0|0.0|100
0|2021-10-31|12566.0|0|12586.0|0|149.0|0|0.0|100
0|2021-11-01|12616.0|0|12636.0|0|149.0|0|0.0|100
0|2021-11-02|12637.0|0|12657.0|0|149.0|0|0.0|100
0|2021-11-03|12712.0|0|12732.0|0|150.0|0|0.0|100
0|2021-11-04|12750.0|0|12770.0|0|150.0|0|0.0|100
0|2021-11-05|12798.0|0|12818.0|0|150.0|0|0.0|100
0|2021-11-06|12798.0|0|12818.0|0|150.0|0|0.0|100
0|2021-11-07|12798.0|0|12818.0|0|150.0|0|0.0|100
0|2021-11-08|12885.0|0|12905.0|0|150.0|0|0.0|100
0|2021-11-09|12902.0|0|12922.0|0|152.0|0|0.0|100
0|2021-11-10|12902.0|0|12966.0|0|152.0|0|0.0|100
0|2021-11-11|13072.0|0|13092.0|0|154.0|0|0.0|100
0|2021-11-12|13152.0|0|13172.0|0|154.0|0|0.0|100
0|2021-11-13|13152.0|0|13172.0|0|154.0|0|0.0|100
0|2021-11-14|13152.0|0|13172.0|0|154.0|0|0.0|100
0|2021-11-15|13265.0|0|13285.0|0|154.0|0|0.0|100
0|2021-11-16|13293.0|0|13313.0|0|155.0|0|0.0|100
0|2021-11-17|13346.0|0|13366.0|0|156.0|0|0.0|100
0|2021-11-18|13456.0|0|13476.0|0|156.0|0|0.0|100
0|2021-11-19|13519.0|0|13539.0|0|156.0|0|0.0|100
0|2021-11-20|13519.0|0|13539.0|0|156.0|0|0.0|100
0|2021-11-21|13519.0|0|13539.0|0|156.0|0|0.0|100
0|2021-11-22|13655.0|0|13675.0|0|160.0|0|0.0|100
0|2021-11-23|13691.0|0|13711.0|0|161.0|0|0.0|100
0|2021-11-24|13763.0|0|13783.0|0|162.0|0|0.0|100
0|2021-11-25|13763.0|0|13783.0|0|162.0|0|0.0|100
0|2021-11-26|13763.0|0|13783.0|0|162.0|0|0.0|100
0|2021-11-27|13763.0|0|13783.0|0|162.0|0|0.0|100
0|2021-11-28|13763.0|0|13783.0|0|162.0|0|0.0|100
0|2021-11-29|13936.0|0|13956.0|0|163.0|0|0.0|100
0|2021-11-30|13976.0|0|13996.0|0|165.0|0|0.0|100
0|2021-12-01|14118.0|0|14138.0|0|166.0|0|0.0|100
0|2021-12-02|14118.0|0|14236.0|0|166.0|0|0.0|100
0|2021-12-03|14293.0|0|14313.0|0|167.0|0|0.0|100
0|2021-12-04|14293.0|0|14313.0|0|167.0|0|0.0|100
0|2021-12-05|14293.0|0|14313.0|0|167.0|0|0.0|100
0|2021-12-06|14447.0|0|14467.0|0|167.0|0|0.0|100
0|2021-12-07|14525.0|0|14545.0|0|167.0|0|0.0|100
0|2021-12-08|14595.0|0|14615.0|0|169.0|0|0.0|100
0|2021-12-09|14728.0|0|14748.0|0|169.0|0|0.0|100
0|2021-12-10|14820.0|0|14840.0|0|169.0|0|0.0|100
0|2021-12-11|14820.0|0|14840.0|0|169.0|0|0.0|100
0|2021-12-12|14820.0|0|14840.0|0|169.0|0|0.0|100
0|2021-12-13|14982.0|0|15002.0|0|169.0|0|0.0|100
0|2021-12-14|14982.0|0|15044.0|0|169.0|0|0.0|100
0|2021-12-15|15096.0|0|15116.0|0|171.0|0|0.0|100
0|2021-12-16|15212.0|0|15232.0|0|172.0|0|0.0|100
0|2021-12-17|15263.0|0|15283.0|0|172.0|0|0.0|100
0|2021-12-18|15263.0|0|15283.0|0|172.0|0|0.0|100
0|2021-12-19|15263.0|0|15283.0|0|172.0|0|0.0|100
0|2021-12-20|15397.0|0|15417.0|0|174.0|0|0.0|100
0|2021-12-21|15432.0|0|15452.0|0|175.0|0|0.0|100
0|2021-12-22|15492.0|0|15512.0|0|176.0|0|0.0|100
0|2021-12-23|15492.0|0|15512.0|0|176.0|0|0.0|100
0|2021-12-24|15492.0|0|15512.0|0|176.0|0|0.0|100
0|2021-12-25|15492.0|0|15512.0|0|176.0|0|0.0|100
0|2021-12-26|15492.0|0|15512.0|0|176.0|0|0.0|100
0|2021-12-27|15650.0|0|15670.0|0|176.0|0|0.0|100
