|dates|Kosciusko_Indiana_UnitedStates.JHU_ConfirmedCases.data|Kosciusko_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Kosciusko_Indiana_UnitedStates.NYT_ConfirmedCases.data|Kosciusko_Indiana_UnitedStates.NYT_ConfirmedCases.missing|Kosciusko_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Kosciusko_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Kosciusko_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Kosciusko_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-28|15677.0|0|15697.0|0|178.0|0|0.0|100
0|2021-12-29|15758.0|0|15778.0|0|179.0|0|0.0|100
0|2021-12-30|15838.0|0|15858.0|0|180.0|0|0.0|100
0|2021-12-31|15838.0|0|15858.0|0|180.0|0|0.0|100
0|2022-01-01|15838.0|0|15858.0|0|180.0|0|0.0|100
0|2022-01-02|15838.0|0|15858.0|0|180.0|0|0.0|100
0|2022-01-03|15990.0|0|16010.0|0|181.0|0|0.0|100
0|2022-01-04|16029.0|0|16049.0|0|187.0|0|0.0|100
0|2022-01-05|16222.0|0|16242.0|0|187.0|0|0.0|100
0|2022-01-06|16314.0|0|16334.0|0|188.0|0|0.0|100
0|2022-01-07|16437.0|0|16457.0|0|192.0|0|0.0|100
0|2022-01-08|16437.0|0|16457.0|0|192.0|0|0.0|100
0|2022-01-09|16437.0|0|16457.0|0|192.0|0|0.0|100
0|2022-01-10|16729.0|0|16749.0|0|195.0|0|0.0|100
0|2022-01-11|16835.0|0|16855.0|0|196.0|0|0.0|100
0|2022-01-12|16973.0|0|16993.0|0|198.0|0|0.0|100
0|2022-01-13|16973.0|0|17146.0|0|198.0|0|0.0|100
0|2022-01-14|17255.0|0|17275.0|0|199.0|0|0.0|100
0|2022-01-15|17255.0|0|17275.0|0|199.0|0|0.0|100
0|2022-01-16|17255.0|0|17275.0|0|199.0|0|0.0|100
0|2022-01-17|17513.0|0|0.0|100|199.0|0|0.0|100
