|dates|Franklin_NorthCarolina_UnitedStates.AveragePrecipitationTotal.data|Franklin_NorthCarolina_UnitedStates.AveragePrecipitationTotal.missing|Franklin_NorthCarolina_UnitedStates.AveragePrecipitation.data|Franklin_NorthCarolina_UnitedStates.AveragePrecipitation.missing|Franklin_NorthCarolina_UnitedStates.AverageWindDirection.data|Franklin_NorthCarolina_UnitedStates.AverageWindDirection.missing|Franklin_NorthCarolina_UnitedStates.AverageWindSpeed.data|Franklin_NorthCarolina_UnitedStates.AverageWindSpeed.missing
0|2021-10-17|0.0|0|0.0|0|251.875|0|5.052083333333333|0
0|2021-10-18|0.0|0|0.0|0|235.625|0|5.020833333333333|0
0|2021-10-19|0.0|0|0.0|0|208.4375|0|3.6354166666666665|0
0|2021-10-20|0.0|0|0.0|0|180.9375|0|3.2083333333333335|0
0|2021-10-21|0.0|0|0.0|0|175.625|0|5.427083333333333|0
0|2021-10-22|0.0|0|0.0|0|172.5|0|4.604166666666667|0
0|2021-10-23|0.0|0|0.0|0|155.20833333333334|0|3.0520833333333335|0
0|2021-10-24|0.0|0|0.0|0|85.0|0|2.8020833333333335|0
0|2021-10-25|0.0|0|0.03234375|0|116.875|0|4.307291666666667|0
0|2021-10-26|0.0|0|0.0|0|286.9791666666667|0|7.916666666666667|0
0|2021-10-27|0.0|0|0.0|0|244.125|0|5.375|0
0|2021-10-28|0.0|0|0.0065625|0|67.60416666666667|0|5.020833333333333|0
0|2021-10-29|0.0|0|0.015833333333333338|0|176.375|0|6.96875|0
0|2021-10-30|0.0|0|0.0|0|190.76041666666666|0|5.302083333333333|0
0|2021-10-31|0.0|0|0.0|0|207.60416666666666|0|5.25|0
0|2021-11-01|0.0|0|0.0|0|133.125|0|1.9583333333333333|0
0|2021-11-02|0.0|0|0.0|0|165.15625|0|3.5104166666666665|0
0|2021-11-03|0.0|0|0.0|0|87.8125|0|3.9791666666666665|0
0|2021-11-04|0.0|0|0.0004166666666666667|0|68.85416666666667|0|2.4895833333333335|0
0|2021-11-05|0.0|0|0.0|0|156.375|0|5.260416666666667|0
0|2021-11-06|0.0|0|0.0|0|81.60416666666667|0|10.1875|0
0|2021-11-07|0.0|0|0.0|0|261.40625|0|8.385416666666666|0
0|2021-11-08|0.0|0|0.0|0|206.09375|0|4.65625|0
0|2021-11-09|0.0|0|0.0|0|122.39583333333333|0|2.875|0
0|2021-11-10|0.0|0|0.0|0|126.71875|0|2.09375|0
0|2021-11-11|0.0|0|0.0|0|92.1875|0|3.8958333333333335|0
0|2021-11-12|0.0|0|0.0|0|176.45833333333334|0|4.979166666666667|0
0|2021-11-13|0.0|0|0.0|0|221.66666666666666|0|5.864583333333333|0
0|2021-11-14|0.0|0|0.0|0|89.89583333333333|0|1.9375|0
0|2021-11-15|0.0|0|0.0|0|218.64583333333334|0|5.052083333333333|0
0|2021-11-16|0.0|0|0.0|0|85.03125|0|2.3854166666666665|0
0|2021-11-17|0.0|0|0.0|0|154.375|0|4.244791666666667|0
0|2021-11-18|0.0|0|0.0|0|214.84375|0|7.713541666666667|0
0|2021-11-19|0.0|0|0.0|0|234.6875|0|6.604166666666667|0
0|2021-11-20|0.0|0|0.0|0|29.895833333333332|0|1.71875|0
0|2021-11-21|0.0|0|0.0|0|86.35416666666667|0|2.1197916666666665|0
0|2021-11-22|0.0|0|0.011562500000000005|0|219.375|0|3.6458333333333335|0
0|2021-11-23|0.0|0|0.0|0|207.91666666666666|0|4.0|0
0|2021-11-24|0.0|0|0.0|0|70.625|0|1.4583333333333333|0
