|dates|Leake_Mississippi_UnitedStates.JHU_ConfirmedCases.data|Leake_Mississippi_UnitedStates.JHU_ConfirmedCases.missing|Leake_Mississippi_UnitedStates.NYT_ConfirmedCases.data|Leake_Mississippi_UnitedStates.NYT_ConfirmedCases.missing|Leake_Mississippi_UnitedStates.JHU_ConfirmedDeaths.data|Leake_Mississippi_UnitedStates.JHU_ConfirmedDeaths.missing|Leake_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.data|Leake_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-18|4161.0|0|4161.0|0|92.0|0|0.0|100
0|2021-12-19|4161.0|0|4161.0|0|92.0|0|0.0|100
0|2021-12-20|4170.0|0|4170.0|0|92.0|0|0.0|100
0|2021-12-21|4172.0|0|4172.0|0|92.0|0|0.0|100
0|2021-12-22|4175.0|0|4175.0|0|92.0|0|0.0|100
0|2021-12-23|4175.0|0|4175.0|0|92.0|0|0.0|100
0|2021-12-24|4175.0|0|4175.0|0|92.0|0|0.0|100
0|2021-12-25|4175.0|0|4175.0|0|92.0|0|0.0|100
0|2021-12-26|4175.0|0|4175.0|0|92.0|0|0.0|100
0|2021-12-27|4223.0|0|4223.0|0|92.0|0|0.0|100
0|2021-12-28|4258.0|0|4258.0|0|92.0|0|0.0|100
0|2021-12-29|4281.0|0|4281.0|0|92.0|0|0.0|100
0|2021-12-30|4315.0|0|4315.0|0|92.0|0|0.0|100
0|2021-12-31|4315.0|0|4315.0|0|92.0|0|0.0|100
0|2022-01-01|4315.0|0|4315.0|0|92.0|0|0.0|100
0|2022-01-02|4315.0|0|4315.0|0|92.0|0|0.0|100
0|2022-01-03|4434.0|0|4434.0|0|92.0|0|0.0|100
0|2022-01-04|4490.0|0|4490.0|0|92.0|0|0.0|100
0|2022-01-05|4545.0|0|4545.0|0|92.0|0|0.0|100
0|2022-01-06|4594.0|0|4594.0|0|92.0|0|0.0|100
0|2022-01-07|4647.0|0|4647.0|0|92.0|0|0.0|100
0|2022-01-08|4647.0|0|4647.0|0|92.0|0|0.0|100
0|2022-01-09|4647.0|0|4647.0|0|92.0|0|0.0|100
0|2022-01-10|4647.0|0|4705.0|0|92.0|0|0.0|100
0|2022-01-11|4815.0|0|4815.0|0|92.0|0|0.0|100
0|2022-01-12|4815.0|0|4858.0|0|92.0|0|0.0|100
0|2022-01-13|4815.0|0|4948.0|0|92.0|0|0.0|100
0|2022-01-14|5009.0|0|5009.0|0|92.0|0|0.0|100
0|2022-01-15|5009.0|0|5009.0|0|92.0|0|0.0|100
0|2022-01-16|5009.0|0|5009.0|0|92.0|0|0.0|100
0|2022-01-17|5009.0|0|0.0|100|92.0|0|0.0|100
