|dates|Pondera_Montana_UnitedStates.JHU_ConfirmedCases.data|Pondera_Montana_UnitedStates.JHU_ConfirmedCases.missing|Pondera_Montana_UnitedStates.NYT_ConfirmedCases.data|Pondera_Montana_UnitedStates.NYT_ConfirmedCases.missing|Pondera_Montana_UnitedStates.JHU_ConfirmedDeaths.data|Pondera_Montana_UnitedStates.JHU_ConfirmedDeaths.missing|Pondera_Montana_UnitedStates.JHU_ConfirmedRecoveries.data|Pondera_Montana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|744.0|0|744.0|0|4.0|0|0.0|100
0|2021-10-18|753.0|0|753.0|0|4.0|0|0.0|100
0|2021-10-19|756.0|0|756.0|0|4.0|0|0.0|100
0|2021-10-20|763.0|0|763.0|0|6.0|0|0.0|100
0|2021-10-21|764.0|0|764.0|0|6.0|0|0.0|100
0|2021-10-22|763.0|0|763.0|0|6.0|0|0.0|100
0|2021-10-23|763.0|0|763.0|0|6.0|0|0.0|100
0|2021-10-24|763.0|0|763.0|0|6.0|0|0.0|100
0|2021-10-25|774.0|0|774.0|0|6.0|0|0.0|100
0|2021-10-26|775.0|0|775.0|0|6.0|0|0.0|100
0|2021-10-27|779.0|0|779.0|0|6.0|0|0.0|100
0|2021-10-28|780.0|0|780.0|0|6.0|0|0.0|100
0|2021-10-29|781.0|0|781.0|0|6.0|0|0.0|100
0|2021-10-30|781.0|0|781.0|0|6.0|0|0.0|100
0|2021-10-31|781.0|0|781.0|0|6.0|0|0.0|100
0|2021-11-01|782.0|0|782.0|0|6.0|0|0.0|100
0|2021-11-02|782.0|0|782.0|0|6.0|0|0.0|100
0|2021-11-03|784.0|0|784.0|0|6.0|0|0.0|100
0|2021-11-04|785.0|0|785.0|0|6.0|0|0.0|100
0|2021-11-05|789.0|0|789.0|0|6.0|0|0.0|100
0|2021-11-06|789.0|0|789.0|0|6.0|0|0.0|100
0|2021-11-07|789.0|0|789.0|0|6.0|0|0.0|100
0|2021-11-08|791.0|0|791.0|0|6.0|0|0.0|100
0|2021-11-09|791.0|0|791.0|0|6.0|0|0.0|100
0|2021-11-10|791.0|0|791.0|0|6.0|0|0.0|100
0|2021-11-11|791.0|0|791.0|0|6.0|0|0.0|100
0|2021-11-12|793.0|0|793.0|0|6.0|0|0.0|100
0|2021-11-13|793.0|0|793.0|0|6.0|0|0.0|100
0|2021-11-14|793.0|0|793.0|0|6.0|0|0.0|100
0|2021-11-15|796.0|0|796.0|0|6.0|0|0.0|100
0|2021-11-16|799.0|0|799.0|0|6.0|0|0.0|100
0|2021-11-17|805.0|0|805.0|0|6.0|0|0.0|100
0|2021-11-18|806.0|0|806.0|0|6.0|0|0.0|100
0|2021-11-19|808.0|0|808.0|0|6.0|0|0.0|100
0|2021-11-20|808.0|0|808.0|0|6.0|0|0.0|100
0|2021-11-21|808.0|0|808.0|0|6.0|0|0.0|100
0|2021-11-22|808.0|0|808.0|0|6.0|0|0.0|100
0|2021-11-23|812.0|0|812.0|0|6.0|0|0.0|100
0|2021-11-24|816.0|0|816.0|0|6.0|0|0.0|100
0|2021-11-25|816.0|0|816.0|0|6.0|0|0.0|100
0|2021-11-26|817.0|0|817.0|0|6.0|0|0.0|100
0|2021-11-27|817.0|0|817.0|0|6.0|0|0.0|100
0|2021-11-28|817.0|0|817.0|0|6.0|0|0.0|100
0|2021-11-29|819.0|0|819.0|0|6.0|0|0.0|100
0|2021-11-30|820.0|0|820.0|0|6.0|0|0.0|100
0|2021-12-01|821.0|0|821.0|0|6.0|0|0.0|100
0|2021-12-02|821.0|0|821.0|0|6.0|0|0.0|100
0|2021-12-03|821.0|0|821.0|0|6.0|0|0.0|100
0|2021-12-04|821.0|0|821.0|0|6.0|0|0.0|100
0|2021-12-05|821.0|0|821.0|0|6.0|0|0.0|100
